pyruv_oxi_spxB	TIGR02720.1	DP_00040856	-	2.1e-65	208.1	0.0	4.7e-65	206.9	0.0	1.4	1	1	0	1	1	1	1	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	MET_00096688	-	1.8e-20	59.7	0.0	1.5e-16	46.8	0.0	2.2	2	0	0	2	2	2	2	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	MET_00098286	-	1.1e-18	53.8	0.0	2.4e-15	42.8	0.0	2.2	2	0	0	2	2	2	2	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	DP_00052706	-	1.8e-20	59.7	0.0	5.5e-17	48.2	0.0	2.2	2	0	0	2	2	2	2	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	MET_00102814	-	4.5e-149	484.3	7.7	5.5e-149	484.0	7.7	1.0	1	0	0	1	1	1	1	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	MET_00103233	-	2.9e-148	481.6	9.1	3.5e-148	481.4	9.1	1.0	1	0	0	1	1	1	1	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	DP_00056058	-	6.5e-102	328.6	0.0	8.3e-102	328.3	0.0	1.0	1	0	0	1	1	1	1	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	DP_00060145	-	1.5e-150	489.2	7.1	1.8e-150	488.9	7.1	1.0	1	0	0	1	1	1	1	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	DP_00060160	-	4.8e-36	111.1	0.0	1e-35	110.1	0.0	1.5	1	1	0	1	1	1	1	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	MET_00112952	-	4.2e-74	236.8	1.0	8.4e-74	235.8	1.0	1.4	1	1	0	1	1	1	1	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	DP_00067734	-	4.1e-74	236.8	0.1	6.9e-74	236.1	0.1	1.2	1	1	0	1	1	1	1	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	MET_00121128	-	8e-25	74.1	3.2	4.3e-24	71.7	3.2	1.8	1	1	0	1	1	1	1	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	MET_00129640	-	7e-72	229.5	0.2	1.5e-71	228.3	0.2	1.4	1	1	0	1	1	1	1	JCVI: pyruvate oxidase
L_lactate_ox	TIGR02708.1	DP_00075612	-	1.7e-07	17.5	0.4	3.1e-07	16.6	0.4	1.4	1	0	0	1	1	1	1	JCVI: L-lactate oxidase
L_lactate_ox	TIGR02708.1	DP_00099108	-	9.6e-06	11.7	1.0	1.7e-05	11.0	1.0	1.3	1	0	0	1	1	1	1	JCVI: L-lactate oxidase
pyruv_oxi_spxB	TIGR02720.1	DP_00103275	-	3.8e-29	88.3	0.0	9.5e-29	87.0	0.0	1.4	1	1	0	1	1	1	1	JCVI: pyruvate oxidase
pyruv_oxi_spxB	TIGR02720.1	MET_00162119	-	2.2e-22	66.0	2.8	1.4e-21	63.4	2.8	1.9	1	1	0	1	1	1	1	JCVI: pyruvate oxidase
L_lactate_ox	TIGR02708.1	DP_00108631	-	1.2e-54	172.7	0.0	1.7e-54	172.2	0.0	1.1	1	0	0	1	1	1	1	JCVI: L-lactate oxidase
L_lactate_ox	TIGR02708.1	DP_00108739	-	4.6e-54	170.7	0.0	7e-54	170.1	0.0	1.2	1	0	0	1	1	1	1	JCVI: L-lactate oxidase
