other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MA96|Others	1	3.436426116838488	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS568	other_OG
1MAHG|Others	96	106.66666666666666	S	Source PGD	MHS568	other_OG
1MBRQ|Others	24	83.33333333333334	S	Source PGD	MHS568	other_OG
1MC7T|Others	7	10.75268817204301	I	Fatty acyl-CoA reductase. Source PGD	MHS568	other_OG
1MCT4|Others	6	15.15151515151515	L	DNA mismatch repair protein Msh6. Source PGD	MHS568	other_OG
1MEH9|Others	11	20.222467590888645	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS568	other_OG
1MFAQ|Others	15	50.55636187711659	S	Source PGD	MHS568	other_OG
1MFKV|Others	3	8	L	Origin recognition complex subunit. Source PGD	MHS568	other_OG
1MFZZ|Others	1	3.5087719298245617	Q	Source PGD	MHS568	other_OG
1MGDI|Others	17	10.981912144702843	L	DNA mismatch repair protein MLH3. Source PGD	MHS568	other_OG
1MGMC|Others	9	12.765957446808512	S	Serine threonine protein phosphatase 4 regulatory subunit. Source PGD	MHS568	other_OG
1MH8V|Others	8	20.2020202020202	O	Source PGD	MHS568	other_OG
1MI1Z|Others	3	11.235955056179774	S	function. Source PGD	MHS568	other_OG
1MIFZ|Others	2	5.847953216374268	-	-	MHS568	other_OG
23PUF|Others	25	63.17475246393662	E	Catalyzes the NAD( )-dependent oxidative deamination of L-alanine to pyruvate, and the reverse reaction, the reductive amination of pyruvate	MHS568	other_OG
23QVZ|Others	1	4.273504273504273	O	PFAM ThiJ PfpI domain protein	MHS568	other_OG
23S7H|Others	3	4.504504504504505	K	COG0517 FOG CBS domain	MHS568	other_OG
23TA6|Others	3	8.264462809917356	P	COG3119 Arylsulfatase A and related enzymes	MHS568	other_OG
23TK8|Others	59	150.1272264631043	K	COG0454 Histone acetyltransferase HPA2 and related acetyltransferases	MHS568	other_OG
