virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	244	199.43925267905132	S	N-acetylmuramoyl-L-alanine amidase activity	MHS517	virus_OG
4QAR6|Virus	2	11.299435028248588	L	dUTP diphosphatase activity	MHS517	virus_OG
4QASJ|Virus	45	48.71005005775895	S	Polyomavirus coat protein	MHS517	virus_OG
4QATV|Virus	21	35	S	T-antigen specific domain	MHS517	virus_OG
4QAUS|Virus	1	4.761904761904762	S	flavin adenine dinucleotide binding	MHS517	virus_OG
4QBB6|Virus	39	52	S	Polyomavirus coat protein	MHS517	virus_OG
4QBMM|Virus	8	7.226738934056008	S	NA	MHS517	virus_OG
4QE7B|Virus	6	13.796837773445962	S	metallocarboxypeptidase activity	MHS517	virus_OG
4QEC5|Virus	87	88.6915159906842	S	Polyomavirus large T antigen C-terminus	MHS517	virus_OG
4QFGF|Virus	2	10.1010101010101	S	Protein of unknown function (DUF1024)	MHS517	virus_OG
4QHQD|Virus	7	6.704980842911877	S	NA	MHS517	virus_OG
