other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MDYW|Others	6	9.389671361502348	L	DNA repair protein XRCC3. Source PGD	MHS471	other_OG
1MEH9|Others	9	14.354066985645932	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS471	other_OG
1MERW|Others	10	28.24858757062147	S	function. Source PGD	MHS471	other_OG
1MFKV|Others	8	21.333333333333332	L	Origin recognition complex subunit. Source PGD	MHS471	other_OG
1MFXH|Others	10	20.2196312036129	E	Urease. Source PGD	MHS471	other_OG
1MGDI|Others	46	29.71576227390181	L	DNA mismatch repair protein MLH3. Source PGD	MHS471	other_OG
1MGMC|Others	18	29.10529187124932	S	Serine threonine protein phosphatase 4 regulatory subunit. Source PGD	MHS471	other_OG
1MH8V|Others	13	32.82828282828282	O	Source PGD	MHS471	other_OG
1MIFZ|Others	2	5.847953216374268	-	-	MHS471	other_OG
1MK9K|Others	2	6.349206349206349	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS471	other_OG
23PUF|Others	12	31.040237617356652	E	Catalyzes the NAD( )-dependent oxidative deamination of L-alanine to pyruvate, and the reverse reaction, the reductive amination of pyruvate	MHS471	other_OG
23S06|Others	2	3.436426116838488	-	-	MHS471	other_OG
23S0T|Others	3	8.403361344537815	H	Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha-ketoisovalerate to form ketopantoate	MHS471	other_OG
23TA6|Others	3	8.264462809917356	P	COG3119 Arylsulfatase A and related enzymes	MHS471	other_OG
23UA2|Others	4	12.020714266548605	O	Belongs to the serpin family	MHS471	other_OG
23WBW|Others	20	77.51937984496124	K	COG0456 Acetyltransferases	MHS471	other_OG
23WMZ|Others	692	2336.0363041214105	-	-	MHS471	other_OG
2D0Q5|Others	2	9.00900900900901	S	RF-1 domain	MHS471	other_OG
2NAJQ|Others	11373	16087.817655707771	E	PFAM amino acid permease-associated region	MHS471	other_OG
2NBM6|Others	11777	12954.524780385127	E	-	MHS471	other_OG
2RZGN|Others	105	54.77308294209703	S	plant mutator transposase zinc finger	MHS471	other_OG
2S5UM|Others	13	25.812212377223712	C	LAGLIDADG endonuclease	MHS471	other_OG
2S6ZE|Others	3	10.989010989010989	-	-	MHS471	other_OG
2S8FT|Others	5	13.550135501355014	K	transferase activity, transferring acyl groups	MHS471	other_OG
2SD0M|Others	4	8.23045267489712	S	Retrotransposon gag protein	MHS471	other_OG
2SD59|Others	2	7.936507936507937	-	-	MHS471	other_OG
2SF6P|Others	16	69.26406926406926	-	-	MHS471	other_OG
2SR8F|Others	1	3.8314176245210727	-	-	MHS471	other_OG
2SW5Y|Others	2	7.168458781362006	-	-	MHS471	other_OG
2SWXZ|Others	2	9.389671361502348	-	-	MHS471	other_OG
2SZSZ|Others	11	13.333333333333334	-	-	MHS471	other_OG
2XBPB|Others	2	11.299435028248588	G	ALG6, ALG8 glycosyltransferase family	MHS471	other_OG
2XDMK|Others	1	6.289308176100628	A	LSM domain	MHS471	other_OG
2XDPM|Others	2	8.333333333333334	J	GatB/GatE catalytic domain	MHS471	other_OG
34GN9|Others	3	14.705882352941178	A	Splicing factor 3B subunit 1	MHS471	other_OG
34GTW|Others	8	11.747430249632892	A	PRO8NT (NUC069), PrP8 N-terminal domain	MHS471	other_OG
34HBH|Others	1	5.376344086021505	S	Essential component of the cytosolic iron-sulfur (Fe S) protein assembly machinery. Required for the maturation of extramitochondrial Fe S proteins	MHS471	other_OG
34J6J|Others	1	4.694835680751174	U	Rab subfamily of small GTPases	MHS471	other_OG
34JC7|Others	36	31.34606938954765	S	Predicted ATPase of the ABC class	MHS471	other_OG
34JFK|Others	12	50	KT	C-terminal domain on Strawberry notch homologue	MHS471	other_OG
34KN9|Others	17	46.59498207885305	O	Belongs to the ubiquitin-conjugating enzyme family	MHS471	other_OG
34N8D|Others	3	8.849557522123893	O	DnaJ molecular chaperone homology domain	MHS471	other_OG
37JFH|Others	2	6.230529595015576	F	belongs to the metallo- dependent hydrolases superfamily. Urease alpha subunit family	MHS471	other_OG
389ZI|Others	86	238.88888888888889	-	-	MHS471	other_OG
38B7D|Others	75	54.585152838427945	O	post-chaperonin tubulin folding pathway	MHS471	other_OG
38BDM|Others	1	4.62962962962963	U	GTP binding	MHS471	other_OG
38BS8|Others	18	37.5	Z	heavy chain	MHS471	other_OG
38D42|Others	2	6.802721088435375	O	aspartic-type endopeptidase activity	MHS471	other_OG
38D6P|Others	72	136.33990826394313	I	phosphopantetheine binding	MHS471	other_OG
38DJE|Others	4	13.507625272331154	O	protein N-linked glycosylation via asparagine	MHS471	other_OG
38EME|Others	4	8.771929824561402	U	ras-related GTP-binding protein	MHS471	other_OG
38GS1|Others	25	28.441410693970422	T	Camp-dependent protein kinase	MHS471	other_OG
39QRV|Others	10	25.601513922681807	J	Ribosomal protein S17	MHS471	other_OG
39T86|Others	6	19.047619047619047	J	U1 snRNA 3'-end processing	MHS471	other_OG
39ZVS|Others	1	4.065040650406504	J	mRNA 5'-UTR binding	MHS471	other_OG
3A1NV|Others	2	9.66183574879227	Z	Belongs to the ATG8 family	MHS471	other_OG
3A3FA|Others	7	22.22222222222222	A	regulation of alternative mRNA splicing, via spliceosome	MHS471	other_OG
3A5W5|Others	7	22.435897435897434	K	helix-loop-helix dna-binding domain-containing protein	MHS471	other_OG
3AIIF|Others	1	5.128205128205128	G	mannose metabolic process	MHS471	other_OG
3B9FE|Others	5	17.006802721088437	J	methionyl-tRNA aminoacylation	MHS471	other_OG
3B9G3|Others	4	11.799410029498524	J	translation release factor activity	MHS471	other_OG
3B9HD|Others	5	13.550135501355014	A	splicing factor 3a, subunit 1	MHS471	other_OG
3B9I2|Others	5	12.489426282529731	E	Metalloendopeptidase activity. It is involved in the biological process described with proteolysis	MHS471	other_OG
3B9IR|Others	3	5.524861878453038	T	myosin light chain kinase activity	MHS471	other_OG
3B9P9|Others	2	7.8431372549019605	S	RNA trimethylguanosine synthase activity	MHS471	other_OG
3B9XE|Others	5	16.666666666666668	JO	La ribonucleoprotein domain family member	MHS471	other_OG
3BA18|Others	28	20.87994034302759	O	heat shock	MHS471	other_OG
3BA6J|Others	19	29.595015576323988	K	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)	MHS471	other_OG
3BA8A|Others	35	33.238366571699906	DZ	chromatin organization	MHS471	other_OG
3BABB|Others	2	3.6429872495446265	S	protein transport	MHS471	other_OG
3BABE|Others	2	5.420054200542006	O	26S proteasome non-ATPase regulatory subunit	MHS471	other_OG
3BAEW|Others	4	16.877637130801688	T	Growth factor receptor-bound protein	MHS471	other_OG
3BAI3|Others	2	4.47427293064877	O	ubiquitin conjugation factor E4	MHS471	other_OG
3BAI9|Others	1	6.666666666666667	J	glutamine-tRNA ligase activity	MHS471	other_OG
3BAMD|Others	1	3.3333333333333335	P	regulation of sequestering of zinc ion	MHS471	other_OG
3BANS|Others	24	17.16738197424893	OT	protein deneddylation	MHS471	other_OG
3BAU5|Others	5	10.1010101010101	U	anterograde synaptic vesicle transport	MHS471	other_OG
3BAUC|Others	2	10.75268817204301	S	smooth muscle cell proliferation	MHS471	other_OG
3BB40|Others	7	18.229166666666668	F	transitional stage B cell differentiation	MHS471	other_OG
3BBEX|Others	4	7.168458781362006	O	aspartic-type endopeptidase activity	MHS471	other_OG
3BBHX|Others	18	22.47191011235955	U	SMAD binding	MHS471	other_OG
3BBJP|Others	2	5.012531328320802	S	histone H4-K12 acetylation	MHS471	other_OG
3BBNX|Others	990	1793.478260869565	S	Pecanex protein (C-terminus)	MHS471	other_OG
3BBS2|Others	19	34.798534798534796	G	dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity	MHS471	other_OG
3BBYP|Others	2	8.333333333333334	J	glutaminyl-tRNAGln biosynthesis via transamidation	MHS471	other_OG
3BBYX|Others	7	15.452538631346577	B	polyubiquitinated misfolded protein transport	MHS471	other_OG
3BC0N|Others	2	6.349206349206349	B	histone-binding protein	MHS471	other_OG
3BC0T|Others	4	25.641025641025642	U	GTP binding	MHS471	other_OG
3BC53|Others	4	8.658008658008658	T	regulatory subunit 4	MHS471	other_OG
3BC7R|Others	2	3.5650623885918	T	neurotrophin receptor activity	MHS471	other_OG
3BCBZ|Others	11	18.803418803418804	Q	ATPase activity, coupled to transmembrane movement of substances	MHS471	other_OG
3BCD3|Others	6	10.6951871657754	S	Kinase phosphorylation protein	MHS471	other_OG
3BCFI|Others	6	16.09559809779295	A	nuclear-transcribed mRNA catabolic process	MHS471	other_OG
3BCHG|Others	2	7.092198581560284	S	cell cycle DNA replication termination	MHS471	other_OG
3BCHH|Others	9	11.627906976744185	OT	protein deneddylation	MHS471	other_OG
3BCMY|Others	9	25	D	cell division	MHS471	other_OG
3BCQ5|Others	3	10.526315789473685	I	intra-Golgi vesicle-mediated transport	MHS471	other_OG
3BCS0|Others	1	4.444444444444445	T	adiponectin receptor	MHS471	other_OG
3BCX1|Others	3	6.5359477124183005	O	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	MHS471	other_OG
3BCYJ|Others	39	37.68115942028986	S	WD repeat-containing protein 5	MHS471	other_OG
3BD3M|Others	2	5.376344086021505	C	ATP transmembrane transporter activity	MHS471	other_OG
3BD5Q|Others	9	16.574585635359114	T	leucine-rich repeat serine threonine-protein kinase	MHS471	other_OG
3BDBM|Others	3	11.627906976744185	U	GTP binding	MHS471	other_OG
3BDD1|Others	13	25.048169556840076	D	histone H3-T3 phosphorylation involved in chromosome passenger complex localization to kinetochore	MHS471	other_OG
3BDI4|Others	4	10.92896174863388	I	O-acyltransferase	MHS471	other_OG
3BDQ6|Others	14	21.705426356589147	U	TBC1 domain family member	MHS471	other_OG
3BDXZ|Others	1	3.584229390681003	C	glycerate dehydrogenase activity	MHS471	other_OG
3BDYN|Others	14	16.726403823178018	S	UPF0554 protein C2orf43 homolog	MHS471	other_OG
3BE1F|Others	25	49.30966469428008	S	Vacuolar protein sorting-associated protein VTA1 homolog	MHS471	other_OG
3BE21|Others	113	64.16808631459398	OT	protein deneddylation	MHS471	other_OG
3BE46|Others	3	11.11111111111111	U	guanine nucleotide exchange factor 1	MHS471	other_OG
3BE4J|Others	6	19.607843137254903	L	negative regulation of DNA helicase activity	MHS471	other_OG
3BE59|Others	8	13.266998341625207	G	phosphoglycerate kinase activity	MHS471	other_OG
3BE5I|Others	2	7.092198581560284	K	snRNA transcription by RNA polymerase III	MHS471	other_OG
3BE5R|Others	4	19.607843137254903	H	O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway	MHS471	other_OG
3BE81|Others	7	14.675052410901468	S	transcription factor binding	MHS471	other_OG
3BED2|Others	23	27.47909199522103	O	E3 ubiquitin-protein ligase	MHS471	other_OG
3BEDD|Others	10	9.208103130755063	K	N-box binding	MHS471	other_OG
3BEJ0|Others	30	33.333333333333336	L	response to intra-S DNA damage checkpoint signaling	MHS471	other_OG
3BEKS|Others	7	13.257575757575758	U	GTPase activity	MHS471	other_OG
3BEN4|Others	6	10.362694300518136	OU	membrane insertase activity	MHS471	other_OG
3BF3W|Others	51	41.3625304136253	S	early viral transcription	MHS471	other_OG
3BFFD|Others	49	32.15223097112861	L	KRAB-A domain containing 2	MHS471	other_OG
3BFFG|Others	6	20	DL	exodeoxyribonuclease III activity	MHS471	other_OG
3BFJG|Others	1	4.761904761904762	S	-	MHS471	other_OG
3BFQX|Others	3	12.195121951219512	A	G patch domain-containing protein	MHS471	other_OG
3BFVX|Others	2	5.208333333333333	U	Brefeldin A-inhibited guanine nucleotide-exchange protein	MHS471	other_OG
3BFWJ|Others	65	101.69416768252913	B	inhibitor of growth	MHS471	other_OG
