feature	desc	read_count_sum	RPK_sum	feature_class	LIBID
DP_00016888	-	36	15.523932729624839	other_features	MHS575
DP_00036471	-	54	27.863777089783284	other_features	MHS575
DP_00037366	-	70	36.3447559709242	other_features	MHS575
DP_00060500	-	69	40.280210157618214	other_features	MHS575
DP_00090794	-	24	15.503875968992247	other_features	MHS575
DP_00092677	-	12	7.782101167315175	other_features	MHS575
DP_00096277	-	20	13.097576948264571	other_features	MHS575
DP_00106277	-	23	15.425888665325283	other_features	MHS575
DP_00121864	-	59	40.88704088704088	other_features	MHS575
DP_00130695	hypothetical protein	303	213.98305084745763	other_features	MHS575
DP_00143913	-	51	36.8763557483731	other_features	MHS575
DP_00148552	-	34	24.799416484318016	other_features	MHS575
DP_00161636	-	20	14.88095238095238	other_features	MHS575
DP_00180896	-	19	14.559386973180077	other_features	MHS575
DP_00194412	-	15	11.682242990654204	other_features	MHS575
DP_00231580	-	11	8.986928104575163	other_features	MHS575
DP_00231636	-	9	7.352941176470589	other_features	MHS575
DP_00233426	hypothetical protein	122	99.6732026143791	other_features	MHS575
DP_00234319	-	41	33.57903357903358	other_features	MHS575
DP_00237226	-	16	13.136288998357964	other_features	MHS575
DP_00253447	-	13	10.86048454469507	other_features	MHS575
DP_00258777	-	15	12.594458438287154	other_features	MHS575
DP_00266931	-	40	33.92705682782019	other_features	MHS575
DP_00281820	-	5	4.306632213608958	other_features	MHS575
DP_00287611	-	17	14.718614718614718	other_features	MHS575
DP_00290455	-	47	40.798611111111114	other_features	MHS575
DP_00292828	-	16	13.92515230635335	other_features	MHS575
DP_00322348	-	32	28.596961572832885	other_features	MHS575
DP_00329367	-	21	18.867924528301888	other_features	MHS575
DP_00371324	hypothetical protein	36	33.5195530726257	other_features	MHS575
DP_00404725	-	23	21.967526265520537	other_features	MHS575
DP_00408661	-	32	30.65134099616858	other_features	MHS575
DP_00419846	-	14	13.48747591522158	other_features	MHS575
DP_00419866	-	37	35.64547206165703	other_features	MHS575
DP_00425737	-	124	120.15503875968992	other_features	MHS575
DP_00429606	-	38	36.929057337220605	other_features	MHS575
DP_00434584	-	108	105.26315789473684	other_features	MHS575
DP_00441482	-	38	37.14565004887586	other_features	MHS575
DP_00444805	-	209	204.90196078431373	other_features	MHS575
DP_00471324	-	30	29.940119760479043	other_features	MHS575
DP_00472965	-	12	11.976047904191617	other_features	MHS575
DP_00473982	-	49	48.902195608782435	other_features	MHS575
DP_00498767	-	19	19.250253292806484	other_features	MHS575
DP_00505597	-	13	13.25178389398573	other_features	MHS575
DP_00514696	-	23	23.517382413087937	other_features	MHS575
DP_00533262	-	15	15.527950310559007	other_features	MHS575
DP_00538965	-	26	26.99896157840083	other_features	MHS575
DP_00550313	-	15	15.673981191222571	other_features	MHS575
DP_00558908	-	36	37.735849056603776	other_features	MHS575
DP_00565602	-	9	9.46372239747634	other_features	MHS575
DP_00593279	-	49	52.350427350427346	other_features	MHS575
DP_00608988	-	15	16.129032258064516	other_features	MHS575
DP_00618105	-	14	15.15151515151515	other_features	MHS575
DP_00634553	-	20	21.78649237472767	other_features	MHS575
DP_00646359	-	13	14.25438596491228	other_features	MHS575
DP_00651498	-	22	24.202420242024203	other_features	MHS575
DP_00659735	hypothetical protein	273	301.3245033112583	other_features	MHS575
DP_00674981	-	10	11.11111111111111	other_features	MHS575
DP_00680447	-	22	24.526198439241917	other_features	MHS575
DP_00696945	-	12	13.468013468013467	other_features	MHS575
DP_00706080	-	20	22.52252252252252	other_features	MHS575
DP_00708672	-	7	7.909604519774011	other_features	MHS575
DP_00734188	MYPU_5250	19	21.689497716894977	other_features	MHS575
DP_00747499	-	232	266.6666666666667	other_features	MHS575
DP_00764416	-	24	27.77777777777778	other_features	MHS575
DP_00819692	-	8	9.456264775413711	other_features	MHS575
DP_00824425	-	30	35.587188612099645	other_features	MHS575
DP_00832087	hypothetical protein	149	176.74970344009492	other_features	MHS575
DP_00835501	-	19	22.61904761904762	other_features	MHS575
DP_00838609	-	7	8.333333333333334	other_features	MHS575
DP_00854253	MYPU_5250	10	11.990407673860911	other_features	MHS575
DP_00861253	-	24	28.88086642599278	other_features	MHS575
DP_00868907	-	32	38.50782190132371	other_features	MHS575
DP_00904425	-	16	19.536019536019538	other_features	MHS575
DP_00912583	-	18	22.058823529411764	other_features	MHS575
DP_00929676	-	21	25.925925925925924	other_features	MHS575
DP_00931114	-	12	14.814814814814813	other_features	MHS575
DP_00932310	-	8	9.876543209876543	other_features	MHS575
DP_00975066	-	13	16.290726817042607	other_features	MHS575
DP_00984719	K02004	66	83.0188679245283	other_features	MHS575
DP_01006384	-	10	12.674271229404308	other_features	MHS575
DP_01027972	-	32	40.86845466155811	other_features	MHS575
DP_01027977	-	36	45.97701149425287	other_features	MHS575
DP_01038640	-	17	21.711366538952745	other_features	MHS575
DP_01064740	-	45	58.13953488372093	other_features	MHS575
DP_01066801	-	7	9.04392764857881	other_features	MHS575
DP_01079899	-	11	14.267185473411153	other_features	MHS575
DP_01082742	-	5	6.485084306095979	other_features	MHS575
DP_01085989	-	12	15.56420233463035	other_features	MHS575
DP_01092075	-	41	53.385416666666664	other_features	MHS575
DP_01099135	-	6	7.8125	other_features	MHS575
DP_01109156	-	13	16.99346405228758	other_features	MHS575
DP_01126790	-	7	9.22266139657444	other_features	MHS575
DP_01143485	-	13	17.195767195767196	other_features	MHS575
DP_01154062	-	7	9.296148738379815	other_features	MHS575
DP_01156271	-	4	5.3120849933598935	other_features	MHS575
DP_01159945	-	101	134.13014608233732	other_features	MHS575
DP_01160328	-	6	7.968127490039841	other_features	MHS575
DP_01164857	-	3	4	other_features	MHS575
DP_01164912	-	5	6.666666666666667	other_features	MHS575
DP_01169234	-	8	10.666666666666666	other_features	MHS575
DP_01182169	-	25	33.467202141900934	other_features	MHS575
DP_01192306	-	14	18.817204301075268	other_features	MHS575
DP_01225110	-	22	29.81029810298103	other_features	MHS575
DP_01225626	-	7	9.48509485094851	other_features	MHS575
DP_01238082	-	6	8.16326530612245	other_features	MHS575
DP_01238716	-	6	8.16326530612245	other_features	MHS575
DP_01249552	-	20	27.3224043715847	other_features	MHS575
DP_01250620	hypothetical protein	84	114.75409836065575	other_features	MHS575
DP_01262734	-	6	8.23045267489712	other_features	MHS575
DP_01262933	-	7	9.602194787379974	other_features	MHS575
DP_01270701	-	18	24.691358024691358	other_features	MHS575
DP_01277023	-	10	13.774104683195592	other_features	MHS575
DP_01286069	-	13	17.90633608815427	other_features	MHS575
DP_01306815	-	36	50	other_features	MHS575
DP_01311540	-	10	13.88888888888889	other_features	MHS575
DP_01319328	-	10	13.88888888888889	other_features	MHS575
DP_01324349	-	9	12.552301255230127	other_features	MHS575
DP_01326583	-	15	20.92050209205021	other_features	MHS575
DP_01327735	-	21	29.288702928870293	other_features	MHS575
DP_01335981	-	3	4.184100418410042	other_features	MHS575
DP_01351328	-	8	11.204481792717088	other_features	MHS575
DP_01373960	-	23	32.48587570621469	other_features	MHS575
DP_01402021	hypothetical protein	66	94.01709401709402	other_features	MHS575
DP_01404560	-	26	37.03703703703704	other_features	MHS575
DP_01405513	-	6	8.547008547008547	other_features	MHS575
DP_01408964	-	17	24.216524216524217	other_features	MHS575
DP_01424631	-	21	30.042918454935624	other_features	MHS575
DP_01429360	-	7	10.014306151645208	other_features	MHS575
DP_01432136	-	25	35.765379113018604	other_features	MHS575
DP_01435738	-	4	5.74712643678161	other_features	MHS575
DP_01438001	-	22	31.60919540229885	other_features	MHS575
DP_01442170	-	5	7.183908045977012	other_features	MHS575
DP_01448944	-	26	37.356321839080465	other_features	MHS575
DP_01449023	-	15	21.551724137931036	other_features	MHS575
DP_01454581	-	20	28.860028860028862	other_features	MHS575
DP_01489264	-	11	16.01164483260553	other_features	MHS575
DP_01498705	-	19	27.656477438136825	other_features	MHS575
DP_01503301	-	13	19.005847953216374	other_features	MHS575
DP_01512342	-	7	10.23391812865497	other_features	MHS575
DP_01513061	-	6	8.771929824561402	other_features	MHS575
DP_01516425	-	43	62.86549707602339	other_features	MHS575
DP_01521331	hypothetical protein	23	33.773861967694565	other_features	MHS575
DP_01547864	-	9	13.27433628318584	other_features	MHS575
DP_01551996	-	5	7.374631268436578	other_features	MHS575
DP_01552844	-	29	42.772861356932154	other_features	MHS575
DP_01561463	-	20	29.629629629629626	other_features	MHS575
DP_01573675	-	27	40	other_features	MHS575
DP_01580400	-	40	59.52380952380952	other_features	MHS575
DP_01594791	-	22	32.738095238095234	other_features	MHS575
DP_01611541	-	7	10.46337817638266	other_features	MHS575
DP_01644756	-	7	10.558069381598793	other_features	MHS575
DP_01654111	-	10	15.15151515151515	other_features	MHS575
DP_01658489	-	62	93.93939393939394	other_features	MHS575
DP_01664669	-	6	9.09090909090909	other_features	MHS575
DP_01677652	-	23	35.0076103500761	other_features	MHS575
DP_01678457	-	22	33.4855403348554	other_features	MHS575
DP_01678932	-	5	7.610350076103501	other_features	MHS575
DP_01684367	-	6	9.132420091324201	other_features	MHS575
DP_01689659	-	10	15.220700152207002	other_features	MHS575
DP_01696027	-	29	44.342507645259936	other_features	MHS575
DP_01705338	-	17	25.99388379204893	other_features	MHS575
DP_01710418	-	4	6.116207951070336	other_features	MHS575
DP_01721164	-	51	78.34101382488478	other_features	MHS575
DP_01724490	-	18	27.649769585253456	other_features	MHS575
DP_01740625	-	4	6.172839506172839	other_features	MHS575
DP_01744321	-	17	26.234567901234566	other_features	MHS575
DP_01752305	-	11	16.975308641975307	other_features	MHS575
DP_01758130	-	112	173.64341085271317	other_features	MHS575
DP_01758529	-	86	133.33333333333334	other_features	MHS575
DP_01774781	-	8	12.403100775193797	other_features	MHS575
DP_01776331	-	13	20.155038759689923	other_features	MHS575
DP_01786295	-	8	12.461059190031152	other_features	MHS575
DP_01791726	-	10	15.57632398753894	other_features	MHS575
DP_01793859	-	59	91.90031152647975	other_features	MHS575
DP_01799221	-	17	26.4797507788162	other_features	MHS575
DP_01805771	-	3	4.694835680751174	other_features	MHS575
DP_01808081	-	4	6.259780907668231	other_features	MHS575
DP_01818296	-	5	7.82472613458529	other_features	MHS575
DP_01820757	-	17	26.604068857589983	other_features	MHS575
DP_01828119	-	13	20.440251572327043	other_features	MHS575
DP_01842967	-	10	15.723270440251572	other_features	MHS575
DP_01846092	-	4	6.3191153238546605	other_features	MHS575
DP_01847153	-	26	41.07424960505529	other_features	MHS575
DP_01851170	-	4	6.3191153238546605	other_features	MHS575
DP_01870082	-	11	17.46031746031746	other_features	MHS575
DP_01873023	-	57	90.47619047619048	other_features	MHS575
DP_01877435	-	5	7.936507936507937	other_features	MHS575
DP_01889678	-	40	63.492063492063494	other_features	MHS575
DP_01894814	hypothetical protein	4	6.379585326953748	other_features	MHS575
DP_01905999	-	8	12.759170653907496	other_features	MHS575
DP_01906037	-	5	7.974481658692185	other_features	MHS575
DP_01906263	-	5	7.974481658692185	other_features	MHS575
DP_01920753	-	30	48.07692307692308	other_features	MHS575
DP_01922247	-	4	6.410256410256411	other_features	MHS575
DP_01936834	-	6	9.615384615384615	other_features	MHS575
DP_01937356	-	15	24.03846153846154	other_features	MHS575
DP_01946043	-	10	16.10305958132045	other_features	MHS575
DP_01949601	-	8	12.882447665056361	other_features	MHS575
DP_01962744	-	14	22.544283413848632	other_features	MHS575
DP_01978291	-	4	6.472491909385114	other_features	MHS575
DP_02010868	-	14	22.764227642276424	other_features	MHS575
DP_02022850	-	13	21.241830065359476	other_features	MHS575
DP_02028217	-	5	8.169934640522875	other_features	MHS575
DP_02036062	-	7	11.437908496732026	other_features	MHS575
DP_02040973	-	115	188.83415435139574	other_features	MHS575
DP_02052035	-	6	9.852216748768473	other_features	MHS575
DP_02053199	-	12	19.704433497536947	other_features	MHS575
DP_02066864	-	7	11.551155115511552	other_features	MHS575
DP_02067640	-	19	31.353135313531354	other_features	MHS575
DP_02071652	-	10	16.501650165016503	other_features	MHS575
DP_02071870	-	18	29.702970297029704	other_features	MHS575
DP_02095766	-	38	63.018242122719734	other_features	MHS575
DP_02103372	-	36	59.701492537313435	other_features	MHS575
DP_02104381	-	4	6.633499170812604	other_features	MHS575
DP_02105456	-	10	16.58374792703151	other_features	MHS575
DP_02115858	-	84	139.30348258706468	other_features	MHS575
DP_02154147	hypothetical protein	34	56.95142378559464	other_features	MHS575
DP_02160100	-	15	25.12562814070352	other_features	MHS575
DP_02163968	-	9	15.075376884422111	other_features	MHS575
DP_02170264	-	10	16.750418760469014	other_features	MHS575
DP_02171678	-	7	11.725293132328309	other_features	MHS575
DP_02181487	-	15	25.252525252525253	other_features	MHS575
DP_02183621	-	3	5.050505050505051	other_features	MHS575
DP_02187064	-	19	31.98653198653199	other_features	MHS575
DP_02188067	-	12	20.202020202020204	other_features	MHS575
DP_02214770	-	5	8.460236886632826	other_features	MHS575
DP_02222491	-	71	120.13536379018613	other_features	MHS575
DP_02224621	-	9	15.228426395939087	other_features	MHS575
DP_02229543	-	10	17.006802721088437	other_features	MHS575
DP_02230641	-	105	178.57142857142858	other_features	MHS575
DP_02244496	-	9	15.306122448979593	other_features	MHS575
DP_02258286	-	4	6.837606837606838	other_features	MHS575
DP_02263587	-	5	8.547008547008547	other_features	MHS575
DP_02268030	-	22	37.60683760683761	other_features	MHS575
DP_02272403	-	102	174.35897435897436	other_features	MHS575
DP_02272827	-	171	292.3076923076923	other_features	MHS575
DP_02283335	-	2	3.418803418803419	other_features	MHS575
DP_02283800	-	9	15.384615384615385	other_features	MHS575
DP_02285774	-	6	10.309278350515465	other_features	MHS575
DP_02295364	-	18	30.927835051546392	other_features	MHS575
DP_02298366	-	10	17.18213058419244	other_features	MHS575
DP_02299618	-	6	10.309278350515465	other_features	MHS575
DP_02301594	-	4	6.872852233676976	other_features	MHS575
DP_02321043	-	4	6.908462867012091	other_features	MHS575
DP_02321282	-	10	17.271157167530227	other_features	MHS575
DP_02323772	-	97	167.5302245250432	other_features	MHS575
DP_02331860	-	10	17.271157167530227	other_features	MHS575
DP_02351479	-	37	64.23611111111111	other_features	MHS575
DP_02376992	-	3	5.235602094240838	other_features	MHS575
DP_02381221	-	14	24.43280977312391	other_features	MHS575
DP_02383920	-	137	239.09249563699828	other_features	MHS575
DP_02386302	-	30	52.35602094240838	other_features	MHS575
DP_02390749	-	7	12.216404886561955	other_features	MHS575
DP_02391213	-	7	12.216404886561955	other_features	MHS575
DP_02395623	-	10	17.452006980802793	other_features	MHS575
DP_02396322	-	7	12.216404886561955	other_features	MHS575
DP_02406438	-	9	15.789473684210527	other_features	MHS575
DP_02422050	-	6	10.526315789473685	other_features	MHS575
DP_02443316	-	17	29.982363315696652	other_features	MHS575
DP_02443359	-	9	15.873015873015875	other_features	MHS575
DP_02444002	hypothetical protein	2	3.5273368606701943	other_features	MHS575
DP_02459519	-	26	45.855379188712526	other_features	MHS575
DP_02478383	-	17	30.141843971631207	other_features	MHS575
DP_02479886	hypothetical protein	13	23.049645390070925	other_features	MHS575
DP_02480058	-	18	31.91489361702128	other_features	MHS575
DP_02485674	-	11	19.503546099290784	other_features	MHS575
DP_02495668	hypothetical protein	8	14.184397163120568	other_features	MHS575
DP_02503473	-	7	12.4777183600713	other_features	MHS575
DP_02507761	-	10	17.825311942959	other_features	MHS575
DP_02518517	-	8	14.2602495543672	other_features	MHS575
DP_02520159	-	6	10.6951871657754	other_features	MHS575
DP_02527685	-	2	3.5650623885918	other_features	MHS575
DP_02527689	-	24	42.7807486631016	other_features	MHS575
DP_02531260	-	2	3.5650623885918	other_features	MHS575
DP_02532176	-	2	3.584229390681003	other_features	MHS575
DP_02550511	-	25	44.80286738351254	other_features	MHS575
DP_02553333	-	17	30.465949820788527	other_features	MHS575
DP_02568816	-	12	21.62162162162162	other_features	MHS575
DP_02571320	-	33	59.45945945945945	other_features	MHS575
DP_02579678	-	205	369.36936936936934	other_features	MHS575
DP_02581863	-	12	21.62162162162162	other_features	MHS575
DP_02599051	hypothetical protein	19	34.42028985507246	other_features	MHS575
DP_02606686	hypothetical protein	84	152.17391304347825	other_features	MHS575
DP_02606728	-	6	10.869565217391303	other_features	MHS575
DP_02609149	-	7	12.681159420289854	other_features	MHS575
DP_02611119	-	50	90.57971014492753	other_features	MHS575
DP_02611612	-	6	10.869565217391303	other_features	MHS575
DP_02613197	-	9	16.304347826086953	other_features	MHS575
DP_02617990	-	4	7.246376811594202	other_features	MHS575
DP_02624750	-	14	25.362318840579707	other_features	MHS575
DP_02628710	-	12	21.739130434782606	other_features	MHS575
DP_02634101	hypothetical protein	21	38.25136612021858	other_features	MHS575
DP_02643990	-	10	18.21493624772313	other_features	MHS575
