bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7JG|Bacteria	2	3.898635477582846	S	Phage major capsid protein E	MHS533	bacteria_OG
2Z7JT|Bacteria	7	6.205673758865249	P	2-keto-3-deoxygluconate:proton symporter activity	MHS533	bacteria_OG
2Z7KS|Bacteria	2	3.3333333333333335	S	cellular response to DNA damage stimulus	MHS533	bacteria_OG
2Z7KV|Bacteria	1	4.016064257028113	S	NA	MHS533	bacteria_OG
2Z7M2|Bacteria	5	16.77170868347339	S	Transmembrane protein of unknown function (DUF3556)	MHS533	bacteria_OG
2Z7NA|Bacteria	2	8.23045267489712	S	Psort location CytoplasmicMembrane, score	MHS533	bacteria_OG
2Z7PS|Bacteria	1	4.975124378109452	S	Protein of unknown function (DUF2895)	MHS533	bacteria_OG
2Z7QE|Bacteria	8	8.629989212513484	S	Protein of unknown function (DUF3438)	MHS533	bacteria_OG
2Z7QR|Bacteria	6	3.937007874015748	S	Membrane	MHS533	bacteria_OG
2Z7QZ|Bacteria	4	10.256410256410255	S	NA	MHS533	bacteria_OG
2Z7R6|Bacteria	1	4.273504273504273	S	NA	MHS533	bacteria_OG
2Z7RJ|Bacteria	1	3.584229390681003	S	InterPro IPR011630	MHS533	bacteria_OG
2Z7RS|Bacteria	8705	15726.284293231118	S	Protein of unknown function (DUF2891)	MHS533	bacteria_OG
2Z7S3|Bacteria	5	6.150061500615006	S	Pfam Wyosine base formation	MHS533	bacteria_OG
2Z7S6|Bacteria	1	3.663003663003663	S	Protein of unknown function (DUF2493)	MHS533	bacteria_OG
2Z7SB|Bacteria	2	3.875968992248062	S	NA	MHS533	bacteria_OG
2Z7SP|Bacteria	5	6.265664160401002	S	NA	MHS533	bacteria_OG
2Z7SZ|Bacteria	5	8.726003490401396	S	3-methyladenine DNA glycosylase	MHS533	bacteria_OG
2Z7TB|Bacteria	1	4.273504273504273	S	5'-nucleotidase	MHS533	bacteria_OG
2Z7TU|Bacteria	249	273.08810160599353	S	NA	MHS533	bacteria_OG
2Z7U4|Bacteria	4295	9425.29450036996	S	succinate dehydrogenase	MHS533	bacteria_OG
2Z7UV|Bacteria	6	10.101010101010102	L	PFAM Restriction endonuclease BamHI	MHS533	bacteria_OG
2Z7V0|Bacteria	18	17.461985845420784	S	Domain of unknown function (DUF4105)	MHS533	bacteria_OG
