other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MC7T|Others	2	9.25925925925926	I	Fatty acyl-CoA reductase. Source PGD	MHS482	other_OG
1MCRF|Others	1	4.901960784313726	P	Sulfite reductase NADPH subunit beta. Source PGD	MHS482	other_OG
1MGZ5|Others	2	6.230529595015576	S	Serine-rich protein. Source PGD	MHS482	other_OG
1MGZV|Others	1	3.875968992248062	S	Coiled-coil domain-containing protein. Source PGD	MHS482	other_OG
1MI1A|Others	4	10.97616603945718	S	function. Source PGD	MHS482	other_OG
1MIFZ|Others	20	25.252525252525253	-	-	MHS482	other_OG
1MJHH|Others	2	3.490401396160559	M	Ankyrin repeat	MHS482	other_OG
1MJPT|Others	13	61.032863849765256	-	-	MHS482	other_OG
1MJTY|Others	8	9.389671361502348	-	-	MHS482	other_OG
23NNK|Others	1	3.8314176245210727	E	Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family	MHS482	other_OG
23P4M|Others	19	41.94260485651214	J	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis	MHS482	other_OG
23QA8|Others	94	102.62671694455803	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	MHS482	other_OG
23R7U|Others	1	3.8314176245210727	K	PFAM helix-turn-helix domain protein	MHS482	other_OG
23S6X|Others	3	11.235955056179774	P	copper-translocating P-type ATPase	MHS482	other_OG
23TQD|Others	6	6.4935064935064934	T	response regulator, receiver	MHS482	other_OG
23U4C|Others	23	21.41527001862197	S	membrane	MHS482	other_OG
23UB3|Others	2	3.623188405797101	F	Permease for cytosine/purines, uracil, thiamine, allantoin	MHS482	other_OG
23UJS|Others	23	14.276846679081316	V	Lanthionine synthetase C-like protein	MHS482	other_OG
23UJY|Others	36	91.6030534351145	E	COG0076 Glutamate decarboxylase and related PLP-dependent proteins	MHS482	other_OG
23UUT|Others	3	4.878048780487805	L	Transposase Tn5 dimerisation domain	MHS482	other_OG
23VM4|Others	3	13.333333333333332	S	COG1145 Ferredoxin	MHS482	other_OG
23VSZ|Others	4	8.658008658008658	T	COG0589 Universal stress protein UspA and related nucleotide-binding proteins	MHS482	other_OG
23WBK|Others	12	30.769230769230766	S	protein conserved in bacteria	MHS482	other_OG
23WU0|Others	1	4.830917874396135	H	COG2154 Pterin-4a-carbinolamine dehydratase	MHS482	other_OG
23WWM|Others	29	95.7095709570957	O	COG0526 Thiol-disulfide isomerase and thioredoxins	MHS482	other_OG
23ZQA|Others	2	7.092198581560284	-	-	MHS482	other_OG
242RY|Others	2	4.694835680751174	M	GtrA-like protein	MHS482	other_OG
2433F|Others	19	25.333333333333332	P	TrkA-C domain	MHS482	other_OG
2449Y|Others	2	7.246376811594202	C	acylphosphatase activity	MHS482	other_OG
