bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7HU|Bacteria	46	21.41527001862197	S	NA	MHS448	bacteria_OG
2Z7I3|Bacteria	130	205.71561650881733	S	NA	MHS448	bacteria_OG
2Z7I5|Bacteria	10	21.59733218928001	S	Psort location Cytoplasmic, score 8.96	MHS448	bacteria_OG
2Z7IA|Bacteria	816	1192.6953394635439	S	Domain of unknown function (DUF1852)	MHS448	bacteria_OG
2Z7IB|Bacteria	356	617.7588611812748	S	NA	MHS448	bacteria_OG
2Z7IZ|Bacteria	7	15.452538631346577	S	NA	MHS448	bacteria_OG
2Z7J4|Bacteria	30	28.169014084507044	S	NA	MHS448	bacteria_OG
2Z7J9|Bacteria	37	50.858585858585855	S	Protein of unknown function (DUF2797)	MHS448	bacteria_OG
2Z7JA|Bacteria	17	24.113475177304966	S	Domain of unknown function (DUF4294)	MHS448	bacteria_OG
2Z7JB|Bacteria	6	11.2521428310902	S	Multiubiquitin	MHS448	bacteria_OG
2Z7JE|Bacteria	6	8.583690987124465	S	Animal haem peroxidase	MHS448	bacteria_OG
2Z7JF|Bacteria	15	15.384615384615385	S	gliding motility	MHS448	bacteria_OG
2Z7JG|Bacteria	197	327.0730525058296	S	Phage major capsid protein E	MHS448	bacteria_OG
2Z7JJ|Bacteria	155	276.0283347556977	S	Putative 2OG-Fe(II) oxygenase	MHS448	bacteria_OG
2Z7JT|Bacteria	20	17.254357802325373	P	2-keto-3-deoxygluconate:proton symporter activity	MHS448	bacteria_OG
2Z7JV|Bacteria	211	256.25912999165365	S	NA	MHS448	bacteria_OG
2Z7JY|Bacteria	156	191.9847675694329	S	Phage major capsid protein E	MHS448	bacteria_OG
2Z7JZ|Bacteria	7	17.676767676767675	S	phage tail region protein	MHS448	bacteria_OG
2Z7K2|Bacteria	169	130.26120080841113	S	Bacterial cellulose synthase subunit	MHS448	bacteria_OG
2Z7K3|Bacteria	9	14.836742833563118	S	photosynthetic reaction center L subunit	MHS448	bacteria_OG
2Z7K9|Bacteria	8	6.102212051868802	S	Acid phosphatase	MHS448	bacteria_OG
2Z7KC|Bacteria	38	33.99267820520192	S	NA	MHS448	bacteria_OG
2Z7KE|Bacteria	502	332.5712688238115	S	Domain of unknown function (DUF4159)	MHS448	bacteria_OG
2Z7KG|Bacteria	17	27.612761276127614	S	NA	MHS448	bacteria_OG
2Z7KV|Bacteria	215	238.58805195727248	S	NA	MHS448	bacteria_OG
2Z7KX|Bacteria	247	334.388739890537	S	EcsC protein family	MHS448	bacteria_OG
2Z7M2|Bacteria	13	43.21741854636591	S	Transmembrane protein of unknown function (DUF3556)	MHS448	bacteria_OG
2Z7MD|Bacteria	24	28.196957109377905	S	Psort location Cytoplasmic, score 8.96	MHS448	bacteria_OG
2Z7MP|Bacteria	9	8.928571428571429	S	NA	MHS448	bacteria_OG
2Z7MQ|Bacteria	4	4.415011037527593	S	Domain of unknown function (DUF4835)	MHS448	bacteria_OG
2Z7MS|Bacteria	19	24.836601307189543	L	Eco47II restriction endonuclease	MHS448	bacteria_OG
2Z7MU|Bacteria	141	195.95189315595115	S	SseB protein N-terminal domain	MHS448	bacteria_OG
2Z7MY|Bacteria	406	388.9415004721961	S	NA	MHS448	bacteria_OG
2Z7N3|Bacteria	192	238.76521318976563	S	Sulfotransferase family	MHS448	bacteria_OG
2Z7NA|Bacteria	2	8.23045267489712	S	Psort location CytoplasmicMembrane, score	MHS448	bacteria_OG
2Z7NV|Bacteria	476	473.4055553890649	S	Domain of unknown function (DUF1998)	MHS448	bacteria_OG
2Z7PQ|Bacteria	10	25.185185185185187	S	NA	MHS448	bacteria_OG
2Z7PS|Bacteria	10	14.430014430014431	S	Protein of unknown function (DUF2895)	MHS448	bacteria_OG
2Z7PX|Bacteria	30	21.551724137931036	S	NA	MHS448	bacteria_OG
2Z7Q1|Bacteria	31	29.19484567643539	S	NA	MHS448	bacteria_OG
2Z7QD|Bacteria	206	324.22078992680804	S	NA	MHS448	bacteria_OG
2Z7QJ|Bacteria	34	28.052805280528055	S	Domain of unknown function (DUF5103)	MHS448	bacteria_OG
2Z7QR|Bacteria	28	18.37270341207349	S	Membrane	MHS448	bacteria_OG
2Z7QU|Bacteria	110	111.79623357978706	S	TIGRFAM phage plasmid-related protein TIGR03299	MHS448	bacteria_OG
2Z7QZ|Bacteria	418	373.1206542055164	S	NA	MHS448	bacteria_OG
2Z7R6|Bacteria	17	14.273719563392106	S	NA	MHS448	bacteria_OG
2Z7RC|Bacteria	2	5.5096418732782375	C	Glycine/sarcosine/betaine reductase component B subunits	MHS448	bacteria_OG
2Z7RJ|Bacteria	2	3.5273368606701943	S	InterPro IPR011630	MHS448	bacteria_OG
2Z7RR|Bacteria	53	52.76288659793814	S	NA	MHS448	bacteria_OG
2Z7RS|Bacteria	3773	7872.671931442418	S	Protein of unknown function (DUF2891)	MHS448	bacteria_OG
2Z7RU|Bacteria	11	16.296296296296294	S	NA	MHS448	bacteria_OG
2Z7RZ|Bacteria	15	22.839741149600304	S	NA	MHS448	bacteria_OG
2Z7S0|Bacteria	26	19.652305366591083	S	Gliding motility-associated protein GldM	MHS448	bacteria_OG
2Z7S1|Bacteria	34	35.910910910910914	S	adenylyltransferase	MHS448	bacteria_OG
2Z7S3|Bacteria	30	43.2302024169667	S	Pfam Wyosine base formation	MHS448	bacteria_OG
2Z7S6|Bacteria	1060	1213.9260243101576	S	Protein of unknown function (DUF2493)	MHS448	bacteria_OG
2Z7SA|Bacteria	79	90.98582695226023	S	transfer protein	MHS448	bacteria_OG
2Z7SB|Bacteria	11	11.351909184726523	S	NA	MHS448	bacteria_OG
2Z7SC|Bacteria	85	125.74974315487354	S	NA	MHS448	bacteria_OG
2Z7SI|Bacteria	3	3.5587188612099645	S	Protein of unknown function (DUF3388)	MHS448	bacteria_OG
2Z7SP|Bacteria	54	68.9908364661654	S	NA	MHS448	bacteria_OG
2Z7SR|Bacteria	39	74.0727710541952	S	Protein of unknown function (DUF1479)	MHS448	bacteria_OG
2Z7SX|Bacteria	13	24.665421724245256	S	Gluconate 2-dehydrogenase	MHS448	bacteria_OG
2Z7SY|Bacteria	11	19.819819819819816	M	transferase activity, transferring acyl groups	MHS448	bacteria_OG
2Z7SZ|Bacteria	996	1490.3995660637731	S	3-methyladenine DNA glycosylase	MHS448	bacteria_OG
2Z7T1|Bacteria	20	24.18668029296542	S	PFAM Suppressor of fused	MHS448	bacteria_OG
2Z7T2|Bacteria	21	36.98854058785051	S	AAA domain	MHS448	bacteria_OG
2Z7T3|Bacteria	16	15.065913370998116	S	Protein of unknown function (DUF3810)	MHS448	bacteria_OG
2Z7TA|Bacteria	20	21.028252904498515	S	Psort location Cytoplasmic, score 8.96	MHS448	bacteria_OG
2Z7TB|Bacteria	13	14.34878587196468	S	5'-nucleotidase	MHS448	bacteria_OG
2Z7TF|Bacteria	90	99.96806452312315	S	Uncharacterized protein conserved in bacteria (DUF2236)	MHS448	bacteria_OG
2Z7TI|Bacteria	7	11.036096455930132	S	NA	MHS448	bacteria_OG
2Z7TR|Bacteria	331	277.46194752622876	S	Phage portal protein, SPP1 Gp6-like	MHS448	bacteria_OG
2Z7TU|Bacteria	855	919.0822726204461	S	NA	MHS448	bacteria_OG
2Z7U0|Bacteria	59	106.33584999102004	S	Nitrile hydratase	MHS448	bacteria_OG
2Z7U1|Bacteria	19	24.173027989821882	S	porT protein	MHS448	bacteria_OG
2Z7U4|Bacteria	2038	4169.049731517651	S	succinate dehydrogenase	MHS448	bacteria_OG
2Z7U8|Bacteria	379	443.52894224272325	S	NA	MHS448	bacteria_OG
2Z7UG|Bacteria	446	892.6844269046143	S	Protein of unknown function (DUF2840)	MHS448	bacteria_OG
2Z7UN|Bacteria	5	5.574136008918617	S	NA	MHS448	bacteria_OG
2Z7V0|Bacteria	268	268.3631076242356	S	Domain of unknown function (DUF4105)	MHS448	bacteria_OG
2Z7V5|Bacteria	2	4.566210045662101	L	Recognizes the double-stranded unmethylated sequence GATC and cleaves before G-1	MHS448	bacteria_OG
2Z7VI|Bacteria	99	97.66365767996055	S	Psort location Cytoplasmic, score	MHS448	bacteria_OG
2Z7VR|Bacteria	7	10.288452503993236	S	DNA-sulfur modification-associated	MHS448	bacteria_OG
2Z7VT|Bacteria	79	65.87802881958835	S	AIPR protein	MHS448	bacteria_OG
2Z7VW|Bacteria	5	13.068448195030474	S	NA	MHS448	bacteria_OG
2Z7VY|Bacteria	9643	9194.917045702543	S	Psort location Cytoplasmic, score	MHS448	bacteria_OG
2Z7W3|Bacteria	3	12.048192771084338	S	NA	MHS448	bacteria_OG
2Z7W5|Bacteria	6	8	S	membrane	MHS448	bacteria_OG
2Z7W7|Bacteria	6	9.216589861751151	S	NA	MHS448	bacteria_OG
2Z7WA|Bacteria	48	52.1172638436482	S	NA	MHS448	bacteria_OG
2Z7WE|Bacteria	97	161.85560610494764	S	NA	MHS448	bacteria_OG
2Z7WG|Bacteria	608	322.16744531363173	S	NA	MHS448	bacteria_OG
2Z7WH|Bacteria	4	7.889546351084813	S	CRISPR-associated protein, Csd1 family	MHS448	bacteria_OG
2Z7X2|Bacteria	41	30.711610486891388	S	Conjugative transposon TraM protein	MHS448	bacteria_OG
2Z7XJ|Bacteria	30	41.79324311884378	S	Bacteriophage head to tail connecting protein	MHS448	bacteria_OG
2Z7XW|Bacteria	13	10.292953285827396	S	Psort location Cytoplasmic, score 8.96	MHS448	bacteria_OG
2Z7XX|Bacteria	30	25.062656641604008	L	EcoRII C terminal	MHS448	bacteria_OG
2Z7Y4|Bacteria	90	186.67428136303064	S	NA	MHS448	bacteria_OG
2Z7YC|Bacteria	66	91.737795285898	S	Type-F conjugative transfer system pilin assembly protein TrbC	MHS448	bacteria_OG
2Z7YP|Bacteria	6	4.987531172069825	S	NA	MHS448	bacteria_OG
2Z7YR|Bacteria	9	13.716067393232072	S	NA	MHS448	bacteria_OG
2Z7YS|Bacteria	318	333.8484133212835	S	NA	MHS448	bacteria_OG
2Z7Z9|Bacteria	8	21.340977862716993	S	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	MHS448	bacteria_OG
2Z7ZC|Bacteria	5	5.096839959225281	S	Alginate export	MHS448	bacteria_OG
2Z7ZD|Bacteria	1	3.745318352059925	P	Ion transport protein	MHS448	bacteria_OG
2Z7ZE|Bacteria	8	8.978675645342312	S	NA	MHS448	bacteria_OG
2Z7ZS|Bacteria	8	7.912957467853611	S	K COG5665 CCR4-NOT transcriptional regulation complex, NOT5 subunit	MHS448	bacteria_OG
2Z800|Bacteria	20	21.50537634408602	S	Protein of unknown function (DUF1177)	MHS448	bacteria_OG
2Z802|Bacteria	1192	3117.211449559346	S	phage tail protein	MHS448	bacteria_OG
2Z80K|Bacteria	36	13.452914798206278	S	NA	MHS448	bacteria_OG
2Z80P|Bacteria	208	282.59311287088184	S	NA	MHS448	bacteria_OG
2Z80R|Bacteria	10	12.033694344163658	S	NA	MHS448	bacteria_OG
2Z80V|Bacteria	4	15.136054421768709	E	histidine decarboxylase	MHS448	bacteria_OG
2Z819|Bacteria	85	145.40813416398788	S	NA	MHS448	bacteria_OG
2Z81B|Bacteria	12	13.88888888888889	S	NA	MHS448	bacteria_OG
2Z81H|Bacteria	20	29.895366218236173	S	NA	MHS448	bacteria_OG
2Z82C|Bacteria	45	49.60390628190188	S	s1 p1 nuclease	MHS448	bacteria_OG
2Z82H|Bacteria	7	6.628787878787879	S	response to peptide	MHS448	bacteria_OG
2Z82V|Bacteria	5	19.69903618839789	S	maintenance of DNA repeat elements	MHS448	bacteria_OG
2Z83G|Bacteria	370	600.8913013167211	S	NA	MHS448	bacteria_OG
2Z83H|Bacteria	2	8.771929824561402	S	NA	MHS448	bacteria_OG
2Z83I|Bacteria	15774	16812.706647672774	S	phosphoenolpyruvate carboxykinase (diphosphate) activity	MHS448	bacteria_OG
2Z83Q|Bacteria	60	89.28571428571428	S	NA	MHS448	bacteria_OG
2Z84C|Bacteria	17	14.834205933682375	S	NA	MHS448	bacteria_OG
2Z84F|Bacteria	8	20.229206005949536	S	NA	MHS448	bacteria_OG
2Z84H|Bacteria	93	131.04138953870617	S	Putative phage tail protein	MHS448	bacteria_OG
2Z84M|Bacteria	3	7.633587786259541	S	NA	MHS448	bacteria_OG
2Z84X|Bacteria	99	82.59768316757925	S	Neutral alkaline nonlysosomal ceramidase	MHS448	bacteria_OG
2Z850|Bacteria	7	8.158508158508159	S	TIGRFAM CRISPR type I-D CYANO-associated protein Csc2	MHS448	bacteria_OG
2Z854|Bacteria	272	356.4823521618934	S	membrane	MHS448	bacteria_OG
2Z859|Bacteria	38	63.90998593530239	S	NA	MHS448	bacteria_OG
2Z85F|Bacteria	27	37.58255126868266	S	Domain of unknown function (4846)	MHS448	bacteria_OG
2Z85M|Bacteria	12	22.675914337366155	S	NA	MHS448	bacteria_OG
2Z85S|Bacteria	49	46.59524421857609	S	NA	MHS448	bacteria_OG
2Z85W|Bacteria	4	6.033182503770739	S	NA	MHS448	bacteria_OG
2Z85X|Bacteria	116	219.55220809394868	S	NA	MHS448	bacteria_OG
2Z867|Bacteria	20	13.550135501355014	S	Protein of unknown function (DUF3383)	MHS448	bacteria_OG
2Z86D|Bacteria	462	319.8797834194103	S	Glycosyl transferase	MHS448	bacteria_OG
2Z86E|Bacteria	282	474.6089325462709	S	Protein of unknown function (DUF2927)	MHS448	bacteria_OG
2Z86I|Bacteria	171	260.59438103326585	S	NA	MHS448	bacteria_OG
2Z86Q|Bacteria	189	228.71228408332715	S	Putative rhamnosyl transferase	MHS448	bacteria_OG
2Z86V|Bacteria	37	31.70800604065491	S	Protein of unknown function (DUF4099)	MHS448	bacteria_OG
2Z86X|Bacteria	31	28.033781979385346	S	NA	MHS448	bacteria_OG
2Z873|Bacteria	31	31.57731157731158	S	NA	MHS448	bacteria_OG
2Z876|Bacteria	5	8.130081300813009	S	PFAM Type IV pilus assembly PilZ	MHS448	bacteria_OG
2Z87B|Bacteria	19	33.52575732585629	S	NA	MHS448	bacteria_OG
2Z87C|Bacteria	18	14.492753623188406	S	Psort location CytoplasmicMembrane, score 10.00	MHS448	bacteria_OG
2Z87F|Bacteria	45	73.08940435534842	S	NA	MHS448	bacteria_OG
2Z87J|Bacteria	64	77.57575757575758	S	Abortive infection C-terminus	MHS448	bacteria_OG
2Z87P|Bacteria	17	70.04818788402679	C	photosynthetic electron transport in photosystem II	MHS448	bacteria_OG
2Z87Q|Bacteria	4	15.549475604195166	S	NHase catalyzes the hydration of various nitrile compounds to the corresponding amides	MHS448	bacteria_OG
2Z87T|Bacteria	20	29.10529187124932	S	NA	MHS448	bacteria_OG
2Z889|Bacteria	46	42.612207898047444	S	Histidine phosphatase superfamily (branch 2)	MHS448	bacteria_OG
2Z88I|Bacteria	5	6.587615283267457	S	Protein of unknown function (DUF3750)	MHS448	bacteria_OG
2Z88S|Bacteria	1	3.5087719298245617	S	NA	MHS448	bacteria_OG
2Z88T|Bacteria	45	65.51193930571756	S	NA	MHS448	bacteria_OG
2Z88W|Bacteria	14	15.981735159817351	S	NA	MHS448	bacteria_OG
2Z88Z|Bacteria	15	39.429221452708354	S	Sulfo-transferase	MHS448	bacteria_OG
2Z897|Bacteria	58	95.87843115454271	S	Peptide synthetase	MHS448	bacteria_OG
2Z89R|Bacteria	8071	9199.540025056465	S	NA	MHS448	bacteria_OG
2Z8A4|Bacteria	21	15.555555555555555	S	NA	MHS448	bacteria_OG
2Z8AC|Bacteria	14	26.81992337164751	S	Putative MetA-pathway of phenol degradation	MHS448	bacteria_OG
2Z8AD|Bacteria	3	10.17543859649123	S	Carbohydrate-binding domain-containing protein Cthe_2159	MHS448	bacteria_OG
2Z8AJ|Bacteria	29	136.39522961523932	S	Protein of unknown function (DUF3800)	MHS448	bacteria_OG
2Z8AQ|Bacteria	35	27.386541471048513	S	NA	MHS448	bacteria_OG
2Z8B2|Bacteria	134	209.70266040688574	S	NA	MHS448	bacteria_OG
2Z8B4|Bacteria	266	433.0801369395121	S	NA	MHS448	bacteria_OG
2Z8BB|Bacteria	2	4.016064257028113	S	NA	MHS448	bacteria_OG
2Z8BP|Bacteria	16	13.675213675213676	S	Protein of unknown function (DUF2863)	MHS448	bacteria_OG
2Z8BQ|Bacteria	61	96.64570230607966	S	NA	MHS448	bacteria_OG
2Z8BR|Bacteria	28	66.66666666666667	S	Protein of unknown function (DUF1638)	MHS448	bacteria_OG
2Z8BS|Bacteria	15	27.10310196867638	S	Responsible for the hydrolysis of cyanuric acid, an intermediate formed during catabolism of s-triazine based compounds in herbicides such as atrazine and polymers such as melamine. Catalyzes the hydrolytic opening of the s-triazine ring of cyanuric acid (2,4,6-trihydroxy-s-triazine) to yield carbon dioxide and carboxybiuret, which spontaneously decarboxylates to biuret	MHS448	bacteria_OG
2Z8BZ|Bacteria	60	92.91701507625659	S	Replication initiator protein A	MHS448	bacteria_OG
2Z8C0|Bacteria	88	145.01210235131398	S	GIY-YIG catalytic domain	MHS448	bacteria_OG
2Z8C6|Bacteria	8	7.0546737213403885	S	NA	MHS448	bacteria_OG
2Z8CA|Bacteria	8	5.925925925925926	S	Domain of unknown function (DUF4173)	MHS448	bacteria_OG
2Z8CG|Bacteria	41	52.73045738339407	S	membrane	MHS448	bacteria_OG
2Z8CN|Bacteria	519	304.0421792618629	S	NA	MHS448	bacteria_OG
2Z8CS|Bacteria	79	142.9918606442818	S	NA	MHS448	bacteria_OG
2Z8CX|Bacteria	20	17.63668430335097	S	NA	MHS448	bacteria_OG
2Z8D2|Bacteria	34	21.66985340981517	S	NA	MHS448	bacteria_OG
2Z8E5|Bacteria	10	11.001100110011	S	NA	MHS448	bacteria_OG
2Z8E6|Bacteria	1	3.9682539682539684	E	Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins	MHS448	bacteria_OG
2Z8EB|Bacteria	32	32.61977573904179	S	NA	MHS448	bacteria_OG
2Z8F8|Bacteria	132	127.16763005780346	S	SIR2-like domain	MHS448	bacteria_OG
2Z8F9|Bacteria	48	63.65079365079365	S	NA	MHS448	bacteria_OG
2Z8FB|Bacteria	192	185.51125873026476	S	NA	MHS448	bacteria_OG
2Z8FC|Bacteria	33	19.784172661870503	S	Psort location CytoplasmicMembrane, score 10.00	MHS448	bacteria_OG
2Z8FE|Bacteria	15	26.46276845997705	S	NA	MHS448	bacteria_OG
2Z8FI|Bacteria	9	9.118541033434651	S	NA	MHS448	bacteria_OG
2Z8FT|Bacteria	497	456.1519939152153	S	NA	MHS448	bacteria_OG
2Z8FZ|Bacteria	10	16.835016835016837	S	YfdX protein	MHS448	bacteria_OG
2Z8G6|Bacteria	9	16.304347826086953	S	Conjugative transposon TraJ protein	MHS448	bacteria_OG
2Z8GJ|Bacteria	85	27.29608220937701	S	NA	MHS448	bacteria_OG
2Z8GP|Bacteria	2	6.666666666666667	S	NA	MHS448	bacteria_OG
2Z8GW|Bacteria	4	15.32567049808429	S	NA	MHS448	bacteria_OG
2Z8H7|Bacteria	14	18.97018970189702	S	ABC transporter substrate-binding protein	MHS448	bacteria_OG
2Z8HC|Bacteria	12	13.559322033898304	S	NA	MHS448	bacteria_OG
2Z8HD|Bacteria	5	6.97350069735007	S	Protein of unknown function (DUF3644)	MHS448	bacteria_OG
2Z8HM|Bacteria	6	8.810572687224669	S	NA	MHS448	bacteria_OG
2Z8I4|Bacteria	6	6.622516556291391	S	Conjugative transposon TraN protein	MHS448	bacteria_OG
2Z8IK|Bacteria	62	37.990196078431374	S	Domain of unknown function (DUF4270)	MHS448	bacteria_OG
2Z8JK|Bacteria	13	51.49240551042034	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors. D2 is needed for assembly of a stable PSII complex	MHS448	bacteria_OG
2Z8JM|Bacteria	63	94.60325858961508	S	Domain of unknown function (DUF4194)	MHS448	bacteria_OG
2Z8JN|Bacteria	14	9.866102889358704	S	NA	MHS448	bacteria_OG
2Z8K0|Bacteria	86	97.83845278725825	S	NA	MHS448	bacteria_OG
2Z8K5|Bacteria	33	34.920634920634924	S	Nucleotidyl transferase AbiEii toxin, Type IV TA system	MHS448	bacteria_OG
2Z8K6|Bacteria	1580	1341.3952245202317	S	NA	MHS448	bacteria_OG
2Z8KK|Bacteria	41	18.319928507596067	S	Intracellular growth attenuator protein IgaA	MHS448	bacteria_OG
2Z8M4|Bacteria	71	64.07407407407408	S	NA	MHS448	bacteria_OG
2Z8MA|Bacteria	45	60.97718861729493	S	Conjugal transfer protein TraK	MHS448	bacteria_OG
2Z8MS|Bacteria	135	195.61784903081917	S	NA	MHS448	bacteria_OG
2Z8N2|Bacteria	16	61.30268199233716	L	Dam-replacing family	MHS448	bacteria_OG
2Z8NQ|Bacteria	94	126.06378395228306	S	Iron-containing redox enzyme	MHS448	bacteria_OG
2Z8NU|Bacteria	3	5.681818181818182	S	Transfers 2'-(5-triphosphoribosyl)-3'-dephosphocoenzyme- A to the apo- acyl-carrier-protein of the malonate decarboxylase to yield holo- acyl-carrier-protein	MHS448	bacteria_OG
2Z8P0|Bacteria	142	199.20670558299653	S	NA	MHS448	bacteria_OG
2Z8P1|Bacteria	6	7.8125	S	NA	MHS448	bacteria_OG
2Z8P4|Bacteria	24	25.437394178827702	S	Protein of unknown function (DUF1403)	MHS448	bacteria_OG
2Z8P5|Bacteria	156	187.59025802948426	S	Lantibiotic dehydratase, C terminus	MHS448	bacteria_OG
2Z8P8|Bacteria	179	127.4334786112088	S	NA	MHS448	bacteria_OG
2Z8PA|Bacteria	15	16.556291390728475	S	NA	MHS448	bacteria_OG
2Z8PF|Bacteria	13	22.24867724867725	S	NA	MHS448	bacteria_OG
2Z8PN|Bacteria	6	8.333333333333334	S	NA	MHS448	bacteria_OG
2Z8PQ|Bacteria	367	308.2601402078951	S	NA	MHS448	bacteria_OG
2Z8PZ|Bacteria	7	6.124234470691164	S	NA	MHS448	bacteria_OG
2Z8Q4|Bacteria	12	16.129032258064516	S	NA	MHS448	bacteria_OG
2Z8QC|Bacteria	26	18.47903340440654	S	DKNYY family	MHS448	bacteria_OG
2Z8QS|Bacteria	17	37.16309130913091	S	NA	MHS448	bacteria_OG
2Z8QU|Bacteria	71	47.44328455269087	M	Participates in the degradation of poly-3- hydroxybutyrate (PHB). It works downstream of poly(3- hydroxybutyrate) depolymerase, hydrolyzing D(-)-3-hydroxybutyrate oligomers of various length (3HB-oligomers) into 3HB-monomers	MHS448	bacteria_OG
2Z8QX|Bacteria	283	383.1307004493614	S	NA	MHS448	bacteria_OG
2Z8R4|Bacteria	1	3.4013605442176873	S	NA	MHS448	bacteria_OG
2Z8RR|Bacteria	14	18.229166666666668	S	NA	MHS448	bacteria_OG
2Z8RX|Bacteria	28	24.69135802469136	S	NA	MHS448	bacteria_OG
2Z8RZ|Bacteria	8	7.448789571694599	S	NA	MHS448	bacteria_OG
2Z8S6|Bacteria	5	9.301218780391913	S	NA	MHS448	bacteria_OG
2Z8S7|Bacteria	13	20.344287949921753	S	Protein of unknown function (DUF4241)	MHS448	bacteria_OG
2Z8SB|Bacteria	21	13.565891472868216	S	NA	MHS448	bacteria_OG
2Z8SI|Bacteria	47	45.7907170999093	S	NA	MHS448	bacteria_OG
2Z8T9|Bacteria	148	261.272463963553	S	NA	MHS448	bacteria_OG
2Z8TM|Bacteria	1	3.623188405797101	S	NA	MHS448	bacteria_OG
2Z8U1|Bacteria	7	4.62962962962963	S	NA	MHS448	bacteria_OG
2Z8UC|Bacteria	4285	6252.507741298246	S	NA	MHS448	bacteria_OG
2Z8UM|Bacteria	986	653.9293452098965	S	NA	MHS448	bacteria_OG
2Z8UP|Bacteria	260	338.8437145144807	S	Putative rhamnosyl transferase	MHS448	bacteria_OG
2Z8V7|Bacteria	5	6.613756613756614	S	NA	MHS448	bacteria_OG
2Z8VD|Bacteria	29	23.63488182559087	S	NA	MHS448	bacteria_OG
2Z8VH|Bacteria	20	37.86960802877565	S	coproporphyrinogen III oxidase	MHS448	bacteria_OG
2Z8VQ|Bacteria	41	45.253863134657834	S	Glycosyl transferase family 2	MHS448	bacteria_OG
2Z8VR|Bacteria	17	24.18791070513119	S	NA	MHS448	bacteria_OG
