fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVT|Fungi	20	9.324009324009324	O	leucine carboxyl methyltransferase	MHS484	fungi_OG
3NTVY|Fungi	2	11.904761904761903	G	Fructose-2,6-bisphosphatase	MHS484	fungi_OG
3NTVZ|Fungi	11	9.499136442141625	E	dioxygenase	MHS484	fungi_OG
3NTW2|Fungi	10	5.324813631522897	S	Actin patch protein	MHS484	fungi_OG
3NTW3|Fungi	20	12.068965517241379	T	transporter	MHS484	fungi_OG
3NTW4|Fungi	15	9.765625	H	Thiamine biosynthetic bifunctional	MHS484	fungi_OG
3NTW9|Fungi	10	19.960079840319363	J	Belongs to the universal ribosomal protein uL5 family	MHS484	fungi_OG
3NTWD|Fungi	29	6.5894114973869575	T	serine threonine-protein kinase	MHS484	fungi_OG
3NTWE|Fungi	14	15.102481121898597	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS484	fungi_OG
3NTWG|Fungi	12	9.132420091324201	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS484	fungi_OG
3NTWM|Fungi	37	7.967269595176572	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS484	fungi_OG
3NTWX|Fungi	5	4.681647940074906	CK	)-reductase	MHS484	fungi_OG
3NTX3|Fungi	13	6.867406233491812	G	transporter	MHS484	fungi_OG
3NTX5|Fungi	12	13.84083044982699	E	Prephenate dehydratase	MHS484	fungi_OG
3NTX6|Fungi	27	8.670520231213873	UY	Nuclear pore complex	MHS484	fungi_OG
3NTXE|Fungi	10	6.574621959237344	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family	MHS484	fungi_OG
3NTXF|Fungi	8	10.062893081761006	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS484	fungi_OG
3NTXJ|Fungi	10	5.868544600938967	C	Nadh dehydrogenase	MHS484	fungi_OG
3NTXR|Fungi	9	10.135135135135135	A	factor SLT11	MHS484	fungi_OG
3NTXV|Fungi	15	10.893246187363834	O	Glycosyltransferase family 33 protein	MHS484	fungi_OG
3NTXZ|Fungi	17	11.089367253750815	KL	Transcription factor	MHS484	fungi_OG
3NTY2|Fungi	16	10.818120351588911	C	Fumarate hydratase	MHS484	fungi_OG
3NTYD|Fungi	1	3.663003663003663	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS484	fungi_OG
3NTYF|Fungi	43	15.752082312591867	G	hydrolase family 81	MHS484	fungi_OG
3NTYI|Fungi	15	10.72961373390558	H	Lipoate-protein ligase	MHS484	fungi_OG
3NTYK|Fungi	30	8.084074373484237	M	Chitin Synthase	MHS484	fungi_OG
3NTYN|Fungi	13	11.139674378748929	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS484	fungi_OG
3NTYP|Fungi	12	6.90846286701209	IJT	acetamidase	MHS484	fungi_OG
3NTYX|Fungi	11	7.203667321545515	E	Xaa-pro dipeptidase	MHS484	fungi_OG
3NTZ0|Fungi	5	8.9126559714795	J	Belongs to the eukaryotic ribosomal protein eS7 family	MHS484	fungi_OG
3NTZ9|Fungi	41	12.33453670276775	A	SNF2 family	MHS484	fungi_OG
3NTZE|Fungi	49	26.432408452198402	Q	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily	MHS484	fungi_OG
3NTZF|Fungi	13	7.765830346475508	G	Belongs to the ALG6 ALG8 glucosyltransferase family	MHS484	fungi_OG
3NTZQ|Fungi	5	15.15151515151515	J	60S ribosomal protein L7	MHS484	fungi_OG
3NTZU|Fungi	12	8.492569002123142	A	Branchpoint-bridging protein	MHS484	fungi_OG
3NTZV|Fungi	11	7.60719225449516	G	NADH kinase	MHS484	fungi_OG
