virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAJ5|Virus	1	4.166666666666667	S	Major capsid protein Gp23	MHS555	virus_OG
4QAK6|Virus	3954	3199.3719314183913	S	N-acetylmuramoyl-L-alanine amidase activity	MHS555	virus_OG
4QANU|Virus	2	3.4722222222222223	S	5'-nucleotidase activity	MHS555	virus_OG
4QAPV|Virus	14	18.37270341207349	S	DNA binding	MHS555	virus_OG
4QAR6|Virus	3	5.0761421319796955	L	dUTP diphosphatase activity	MHS555	virus_OG
4QAR7|Virus	149	151.285775468782	S	Phage portal protein, SPP1 Gp6-like	MHS555	virus_OG
4QAU9|Virus	4	9.456264775413711	S	Single-strand binding protein family	MHS555	virus_OG
4QAUM|Virus	510	1197.1830985915494	S	Early Protein (E6)	MHS555	virus_OG
4QAUS|Virus	8	38.095238095238095	S	flavin adenine dinucleotide binding	MHS555	virus_OG
4QAWG|Virus	22	69.44444444444444	S	DnaB-like helicase C terminal domain	MHS555	virus_OG
4QAXQ|Virus	2	5.208333333333333	S	Ribonucleotide reductase, barrel domain	MHS555	virus_OG
4QB0W|Virus	10	23.980815347721823	S	Protein of unknown function (DUF1064)	MHS555	virus_OG
4QB31|Virus	567	1871.001523229246	S	E7 protein, Early protein	MHS555	virus_OG
4QBF8|Virus	27	42.998280529170515	S	Phage tail protein	MHS555	virus_OG
4QBGM|Virus	4	7.207207207207206	S	deoxyribonucleoside 5'-monophosphate N-glycosidase activity	MHS555	virus_OG
4QBJR|Virus	2	5.291005291005291	S	PVL ORF-50-like family	MHS555	virus_OG
4QBMM|Virus	83	74.97741644083108	S	NA	MHS555	virus_OG
4QBQ9|Virus	2	7.575757575757575	S	Protein of unknown function (DUF4043)	MHS555	virus_OG
4QC1H|Virus	1	3.745318352059925	S	NA	MHS555	virus_OG
4QC2G|Virus	32	55.267702936096725	S	Ribonucleotide reductase, small chain	MHS555	virus_OG
4QC3Q|Virus	8	14.571948998178506	S	Protein of unknown function DUF262	MHS555	virus_OG
4QCR1|Virus	3604	2957.4232361796635	S	Late Protein L2	MHS555	virus_OG
4QCW3|Virus	9	9.375	S	Peptidase family S49	MHS555	virus_OG
4QDBK|Virus	22	66.25093296509993	S	NA	MHS555	virus_OG
4QDKP|Virus	449	816.8479635719706	S	transaminase activity	MHS555	virus_OG
4QDQV|Virus	3361	2761.9496095774302	S	E2 (early) protein, N terminal	MHS555	virus_OG
4QDV8|Virus	11	34.940526762956665	S	NA	MHS555	virus_OG
4QE1H|Virus	34	95.03236322777698	S	NA	MHS555	virus_OG
4QE7B|Virus	16	8.479067302596714	S	metallocarboxypeptidase activity	MHS555	virus_OG
4QEZU|Virus	2410	3063.284915356389	S	L1 (late) protein	MHS555	virus_OG
4QF7M|Virus	4	5.925925925925926	S	AAA domain	MHS555	virus_OG
4QFB4|Virus	10	9.832841691248772	S	NA	MHS555	virus_OG
4QFGF|Virus	2	8.838383838383837	S	Protein of unknown function (DUF1024)	MHS555	virus_OG
4QFKP|Virus	3	7.462686567164178	S	NA	MHS555	virus_OG
4QFM7|Virus	1	3.9682539682539684	S	NA	MHS555	virus_OG
4QFMI|Virus	113	116.61506707946337	S	PD-(D/E)XK nuclease superfamily	MHS555	virus_OG
4QGJD|Virus	48	88.70780875878582	S	NA	MHS555	virus_OG
4QGQN|Virus	3007	1661.3724701015144	L	Papillomavirus helicase	MHS555	virus_OG
4QGVM|Virus	37	109.1030345389947	S	NA	MHS555	virus_OG
4QHQD|Virus	15	38.75968992248062	S	NA	MHS555	virus_OG
