feature	desc	read_count_sum	RPK_sum	feature_class	LIBID
DP_00004702	-	18	5.9347181008902075	other_features	MHS541
DP_00007911	-	21	7.675438596491228	other_features	MHS541
DP_00018650	-	161	71.08167770419426	other_features	MHS541
DP_00032057	-	41	20.52052052052052	other_features	MHS541
DP_00038430	-	40	20.931449502878074	other_features	MHS541
DP_00040812	-	38	20.169851380042463	other_features	MHS541
DP_00040902	-	48	25.477707006369428	other_features	MHS541
DP_00040999	-	87	46.25199362041467	other_features	MHS541
DP_00041408	-	68	36.2087326943557	other_features	MHS541
DP_00042634	-	15	8.038585209003214	other_features	MHS541
DP_00048345	-	33	18.24212271973466	other_features	MHS541
DP_00048667	-	50	27.685492801771872	other_features	MHS541
DP_00050964	-	40	22.408963585434176	other_features	MHS541
DP_00056273	hypothetical protein	61	34.99713138267355	other_features	MHS541
DP_00061665	hypothetical protein	73	42.840375586854464	other_features	MHS541
DP_00090417	-	22	14.184397163120568	other_features	MHS541
DP_00090794	-	16	10.335917312661499	other_features	MHS541
DP_00106277	-	13	8.718980549966465	other_features	MHS541
DP_00107137	-	60	40.32258064516129	other_features	MHS541
DP_00109478	-	183	123.48178137651821	other_features	MHS541
DP_00122651	-	39	27.083333333333336	other_features	MHS541
DP_00128276	-	70	49.122807017543856	other_features	MHS541
DP_00148552	-	34	24.799416484318016	other_features	MHS541
DP_00150132	-	43	31.432748538011694	other_features	MHS541
DP_00152451	-	117	85.71428571428571	other_features	MHS541
DP_00154743	hypothetical protein	5	3.679175864606328	other_features	MHS541
DP_00156370	hypothetical protein	58	42.772861356932154	other_features	MHS541
DP_00161796	-	52	38.69047619047619	other_features	MHS541
DP_00178087	-	14	10.678871090770405	other_features	MHS541
DP_00221220	-	71	57.1658615136876	other_features	MHS541
DP_00233426	hypothetical protein	338	276.1437908496732	other_features	MHS541
DP_00234319	-	14	11.466011466011466	other_features	MHS541
DP_00240796	-	46	37.95379537953796	other_features	MHS541
DP_00243925	-	9	7.444168734491314	other_features	MHS541
DP_00252304	-	22	18.379281537176272	other_features	MHS541
DP_00258777	-	11	9.235936188077245	other_features	MHS541
DP_00261830	-	10	8.438818565400844	other_features	MHS541
DP_00264931	-	22	18.61252115059222	other_features	MHS541
