other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MEH9|Others	21	33.49282296650718	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS479	other_OG
1MERW|Others	14	39.548022598870055	S	function. Source PGD	MHS479	other_OG
1MFKV|Others	28	74.66666666666667	L	Origin recognition complex subunit. Source PGD	MHS479	other_OG
1MFXH|Others	13	25.341130604288498	E	Urease. Source PGD	MHS479	other_OG
1MGDI|Others	186	120.15503875968992	L	DNA mismatch repair protein MLH3. Source PGD	MHS479	other_OG
1MGMC|Others	64	103.13458896946409	S	Serine threonine protein phosphatase 4 regulatory subunit. Source PGD	MHS479	other_OG
1MH8V|Others	32	80.8080808080808	O	Source PGD	MHS479	other_OG
1MIFZ|Others	10	23.677854055428423	-	-	MHS479	other_OG
1MK9K|Others	4	12.698412698412698	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS479	other_OG
23TA6|Others	6	16.528925619834713	P	COG3119 Arylsulfatase A and related enzymes	MHS479	other_OG
23VM4|Others	1	4.444444444444445	S	COG1145 Ferredoxin	MHS479	other_OG
23WMZ|Others	275	975.1773049645391	-	-	MHS479	other_OG
23XGV|Others	2	10.582010582010582	S	Domain of unknown function (DUF1508)	MHS479	other_OG
2433F|Others	12	16	P	TrkA-C domain	MHS479	other_OG
2D0Q5|Others	21	94.5945945945946	S	RF-1 domain	MHS479	other_OG
2NBM6|Others	6014	6622.501694285215	E	-	MHS479	other_OG
2RZGN|Others	273	154.89217678670184	S	plant mutator transposase zinc finger	MHS479	other_OG
2RZRE|Others	2	4.273504273504273	-	-	MHS479	other_OG
2S5UM|Others	227	480.42774767137706	C	LAGLIDADG endonuclease	MHS479	other_OG
2S6ZE|Others	12	43.956043956043956	-	-	MHS479	other_OG
2S8FT|Others	58	95.20586042126959	K	transferase activity, transferring acyl groups	MHS479	other_OG
2SD59|Others	19	75.39682539682539	-	-	MHS479	other_OG
2SF6P|Others	33	142.64336486558707	-	-	MHS479	other_OG
2SJYH|Others	2	11.695906432748536	G	Glycosyl hydrolases family 43	MHS479	other_OG
2SQ9Y|Others	1	3.7037037037037033	-	-	MHS479	other_OG
2SR8F|Others	8	30.65134099616858	-	-	MHS479	other_OG
2SW5Y|Others	5	17.921146953405017	-	-	MHS479	other_OG
2SWXZ|Others	3	14.084507042253522	-	-	MHS479	other_OG
2SZSZ|Others	67	91.09997613934623	-	-	MHS479	other_OG
2T0F6|Others	42	100.3058103975535	-	-	MHS479	other_OG
2XAWD|Others	13	21.173559561682573	O	Belongs to the peptidase A1 family	MHS479	other_OG
2XDMK|Others	3	18.134171907756812	A	LSM domain	MHS479	other_OG
2XDPM|Others	3	12.5	J	GatB/GatE catalytic domain	MHS479	other_OG
2XG6C|Others	5	11.185682326621924	-	-	MHS479	other_OG
34GN9|Others	6	29.411764705882355	A	Splicing factor 3B subunit 1	MHS479	other_OG
34GTW|Others	15	22.026431718061673	A	PRO8NT (NUC069), PrP8 N-terminal domain	MHS479	other_OG
34GZY|Others	25	78.16006182391219	OT	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	MHS479	other_OG
34HBH|Others	3	16.129032258064516	S	Essential component of the cytosolic iron-sulfur (Fe S) protein assembly machinery. Required for the maturation of extramitochondrial Fe S proteins	MHS479	other_OG
34HNA|Others	5	18.315018315018314	O	Belongs to the ubiquitin-conjugating enzyme family	MHS479	other_OG
34I23|Others	3	14.285714285714286	O	Protein-S-isoprenylcysteine O-methyltransferase	MHS479	other_OG
34J6J|Others	12	56.33802816901409	U	Rab subfamily of small GTPases	MHS479	other_OG
34J6T|Others	48	39.702233250620345	OT	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	MHS479	other_OG
34JC7|Others	214	155.4106710756327	S	Predicted ATPase of the ABC class	MHS479	other_OG
34JFK|Others	42	180.93220338983053	KT	C-terminal domain on Strawberry notch homologue	MHS479	other_OG
34KN9|Others	24	67.38522748709507	O	Belongs to the ubiquitin-conjugating enzyme family	MHS479	other_OG
34MRP|Others	2	3.490401396160559	O	Belongs to the peptidase S1 family	MHS479	other_OG
34N8D|Others	4	11.799410029498524	O	DnaJ molecular chaperone homology domain	MHS479	other_OG
37JFH|Others	15	46.72897196261682	F	belongs to the metallo- dependent hydrolases superfamily. Urease alpha subunit family	MHS479	other_OG
37QHC|Others	8	12.1765601217656	U	TBC1 domain family member	MHS479	other_OG
389ZI|Others	412	1144.4444444444446	-	-	MHS479	other_OG
38B7D|Others	221	160.844250363901	O	post-chaperonin tubulin folding pathway	MHS479	other_OG
38B7J|Others	9	21.73913043478261	P	calcium-transporting ATPase activity	MHS479	other_OG
38BDM|Others	13	57.47955747955748	U	GTP binding	MHS479	other_OG
38BFH|Others	4	6.768189509306261	T	Serine threonine-protein kinase MRCK	MHS479	other_OG
38BS8|Others	35	72.91666666666667	Z	heavy chain	MHS479	other_OG
38D42|Others	6	20.408163265306122	O	aspartic-type endopeptidase activity	MHS479	other_OG
38D6P|Others	136	274.68304012315707	I	phosphopantetheine binding	MHS479	other_OG
38DJE|Others	24	81.8716116937731	O	protein N-linked glycosylation via asparagine	MHS479	other_OG
38EME|Others	13	28.50877192982456	U	ras-related GTP-binding protein	MHS479	other_OG
38FUD|Others	3	17.543859649122805	L	DNA clamp loader activity	MHS479	other_OG
38GS1|Others	64	88.66988441679962	T	Camp-dependent protein kinase	MHS479	other_OG
397N0|Others	33	63.95348837209302	BK	internal peptidyl-lysine acetylation	MHS479	other_OG
39JZ8|Others	5	15.723270440251572	A	RNA recognition motif	MHS479	other_OG
39T86|Others	27	85.71428571428571	J	U1 snRNA 3'-end processing	MHS479	other_OG
39ZVS|Others	1	4.444444444444445	J	mRNA 5'-UTR binding	MHS479	other_OG
3A1NV|Others	16	70.04830917874395	Z	Belongs to the ATG8 family	MHS479	other_OG
3A3FA|Others	36	119.90359142061929	A	regulation of alternative mRNA splicing, via spliceosome	MHS479	other_OG
3A53V|Others	3	8.064516129032258	-	-	MHS479	other_OG
3A5W5|Others	14	44.87179487179487	K	helix-loop-helix dna-binding domain-containing protein	MHS479	other_OG
3B94A|Others	4	10.025062656641603	C	regulation of acid-sensing ion channel activity	MHS479	other_OG
3B95D|Others	1	4.11522633744856	K	methyltransferase activity	MHS479	other_OG
3B95P|Others	10	11.695906432748538	B	Belongs to the histone deacetylase family. HD Type 1 subfamily	MHS479	other_OG
3B95Z|Others	2	10.17543859649123	K	histone demethylase activity (H3-K9 specific)	MHS479	other_OG
3B96H|Others	2	6.472491909385114	G	beta-galactosidase activity	MHS479	other_OG
3B97H|Others	1	3.623188405797101	I	acid phosphatase activity	MHS479	other_OG
3B97K|Others	7	12.652548456568557	S	Cadherin repeats.	MHS479	other_OG
3B97M|Others	2	3.6832412523020257	O	E3 ubiquitin-protein ligase	MHS479	other_OG
3B97V|Others	4	7.49063670411985	T	Adp-ribosylation factor	MHS479	other_OG
3B97W|Others	1	5.847953216374268	K	DNA-directed 5'-3' RNA polymerase activity	MHS479	other_OG
3B983|Others	2	5.46448087431694	L	DNA topoisomerase type I activity	MHS479	other_OG
3B99C|Others	1	4.694835680751174	A	negative regulation of DNA damage checkpoint	MHS479	other_OG
3B9AA|Others	1	4.504504504504505	S	protein-glutamine gamma-glutamyltransferase activity	MHS479	other_OG
3B9B2|Others	1	5.46448087431694	S	condensed mesenchymal cell proliferation	MHS479	other_OG
3B9BB|Others	2	3.8314176245210727	O	Ring finger protein 121	MHS479	other_OG
3B9D5|Others	2	3.766478342749529	T	positive regulation of basement membrane assembly involved in embryonic body morphogenesis	MHS479	other_OG
3B9DN|Others	2	4.140786749482402	PT	adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway	MHS479	other_OG
3B9EV|Others	2	7.662835249042145	T	non-membrane spanning protein tyrosine kinase activity	MHS479	other_OG
3B9FE|Others	10	34.013605442176875	J	methionyl-tRNA aminoacylation	MHS479	other_OG
3B9FK|Others	2	4.273504273504273	S	positive regulation of synapse structural plasticity	MHS479	other_OG
3B9FS|Others	1	5.74712643678161	T	positive regulation of caveolin-mediated endocytosis	MHS479	other_OG
3B9G3|Others	9	26.54867256637168	J	translation release factor activity	MHS479	other_OG
3B9GI|Others	2	3.546099290780142	Y	Tho complex	MHS479	other_OG
3B9GM|Others	1	4.444444444444445	A	ATP-dependent RNA helicase	MHS479	other_OG
3B9H4|Others	2	8.23045267489712	W	alpha-catenin binding	MHS479	other_OG
3B9HD|Others	30	93.22493224932249	A	splicing factor 3a, subunit 1	MHS479	other_OG
