other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MAHG|Others	7	7.777777777777778	S	Source PGD	MHS481	other_OG
1MBRQ|Others	1	3.4722222222222223	S	Source PGD	MHS481	other_OG
1MCRF|Others	4	20.51282051282051	P	Sulfite reductase NADPH subunit beta. Source PGD	MHS481	other_OG
1MEH9|Others	9	14.354066985645932	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS481	other_OG
1MERW|Others	4	11.299435028248588	S	function. Source PGD	MHS481	other_OG
1MFKV|Others	2	5.333333333333333	L	Origin recognition complex subunit. Source PGD	MHS481	other_OG
1MFZZ|Others	1	3.5087719298245617	Q	Source PGD	MHS481	other_OG
1MGDI|Others	57	36.82170542635659	L	DNA mismatch repair protein MLH3. Source PGD	MHS481	other_OG
1MGMC|Others	12	17.02127659574468	S	Serine threonine protein phosphatase 4 regulatory subunit. Source PGD	MHS481	other_OG
1MI1Z|Others	2	7.49063670411985	S	function. Source PGD	MHS481	other_OG
23NYF|Others	2	8.88888888888889	S	AIR carboxylase	MHS481	other_OG
23P2H|Others	1	3.623188405797101	-	-	MHS481	other_OG
23PCV|Others	81	18.108651911468815	M	Glycosyltransferase	MHS481	other_OG
23QA8|Others	101	115.44606484636469	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	MHS481	other_OG
23SB2|Others	55	42.40787952070711	L	COG0675 Transposase and inactivated derivatives	MHS481	other_OG
23SS7|Others	2	9.132420091324201	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system	MHS481	other_OG
23T0I|Others	6	13.071895424836601	L	COG1525 Micrococcal nuclease (thermonuclease) homologs	MHS481	other_OG
23T8F|Others	5	15.290519877675841	I	COG2031 Short chain fatty acids transporter	MHS481	other_OG
23TA6|Others	3	8.264462809917356	P	COG3119 Arylsulfatase A and related enzymes	MHS481	other_OG
23TQD|Others	9	9.74025974025974	T	response regulator, receiver	MHS481	other_OG
23UA6|Others	2	6.666666666666667	G	COG1621 Beta-fructosidases (levanase invertase)	MHS481	other_OG
23UJY|Others	9	22.900763358778626	E	COG0076 Glutamate decarboxylase and related PLP-dependent proteins	MHS481	other_OG
23VM4|Others	9	40	S	COG1145 Ferredoxin	MHS481	other_OG
23WMZ|Others	86	304.96453900709224	-	-	MHS481	other_OG
