other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MAHG|Others	346	384.44444444444446	S	Source PGD	MHS480	other_OG
1MBRQ|Others	46	159.72222222222223	S	Source PGD	MHS480	other_OG
1MDJP|Others	13	10.86048454469507	J	Exosome complex exonuclease MTR3. Source PGD	MHS480	other_OG
1MEH9|Others	38	151.67873062609905	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS480	other_OG
1MESD|Others	4	7.8431372549019605	S	Source PGD	MHS480	other_OG
1MFAQ|Others	41	128.9308176100629	S	Source PGD	MHS480	other_OG
1MFKV|Others	12	32	L	Origin recognition complex subunit. Source PGD	MHS480	other_OG
1MGDI|Others	64	41.343669250645995	L	DNA mismatch repair protein MLH3. Source PGD	MHS480	other_OG
1MGMC|Others	9	12.950971322849215	S	Serine threonine protein phosphatase 4 regulatory subunit. Source PGD	MHS480	other_OG
1MH8V|Others	9	22.727272727272727	O	Source PGD	MHS480	other_OG
1MI1Z|Others	13	48.68913857677902	S	function. Source PGD	MHS480	other_OG
1MJPT|Others	1	4.694835680751174	-	-	MHS480	other_OG
23NPF|Others	11	8.709422011084719	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	MHS480	other_OG
23PCV|Others	64	14.308070646098816	M	Glycosyltransferase	MHS480	other_OG
23QA8|Others	54	59.6368482425454	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	MHS480	other_OG
23SB2|Others	117	103.6509556138038	L	COG0675 Transposase and inactivated derivatives	MHS480	other_OG
23SE6|Others	3	4.149377593360996	G	COG4813 Trehalose utilization protein	MHS480	other_OG
23SSF|Others	2	4.7281323877068555	E	COG3839 ABC-type sugar transport systems, ATPase components	MHS480	other_OG
23T0I|Others	11	23.965141612200433	L	COG1525 Micrococcal nuclease (thermonuclease) homologs	MHS480	other_OG
23T8F|Others	8	24.464831804281346	I	COG2031 Short chain fatty acids transporter	MHS480	other_OG
23U4B|Others	9	14.77832512315271	S	hydrolase	MHS480	other_OG
23U59|Others	28	89.74358974358974	E	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate	MHS480	other_OG
23UJY|Others	18	45.80152671755725	E	COG0076 Glutamate decarboxylase and related PLP-dependent proteins	MHS480	other_OG
23UN4|Others	27	12.26158038147139	T	signal transduction histidine kinase	MHS480	other_OG
23VM4|Others	5	22.22222222222222	S	COG1145 Ferredoxin	MHS480	other_OG
23WMZ|Others	52	184.3971631205674	-	-	MHS480	other_OG
23WP0|Others	1	3.623188405797101	-	-	MHS480	other_OG
23XGV|Others	4	21.164021164021165	S	Domain of unknown function (DUF1508)	MHS480	other_OG
