virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIK|Virus	1	4.385964912280701	S	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	MHS577	virus_OG
4QAIU|Virus	6	12.02247530112505	S	HNH endonuclease	MHS577	virus_OG
4QAJ4|Virus	2	3.7037037037037033	S	NA	MHS577	virus_OG
4QAK6|Virus	2767	2354.555773513465	S	N-acetylmuramoyl-L-alanine amidase activity	MHS577	virus_OG
4QAKE|Virus	22	73.28430547136347	S	endonuclease activity	MHS577	virus_OG
4QAKM|Virus	7	8.462520136404528	S	DNA polymerase family A	MHS577	virus_OG
4QAM4|Virus	1	4.385964912280701	S	NA	MHS577	virus_OG
4QAM8|Virus	1	4.273504273504273	S	NA	MHS577	virus_OG
4QAQE|Virus	3	9.846682527094899	S	Phage integrase family	MHS577	virus_OG
4QAQI|Virus	2	4.662004662004662	S	Bacteriophage related domain of unknown function	MHS577	virus_OG
4QAQV|Virus	2	6.472491909385114	S	protein disulfide oxidoreductase activity	MHS577	virus_OG
4QAR6|Virus	10	23.64066193853428	L	dUTP diphosphatase activity	MHS577	virus_OG
4QATV|Virus	2	3.4013605442176873	S	T-antigen specific domain	MHS577	virus_OG
4QAU9|Virus	18	30.69681260020121	S	Single-strand binding protein family	MHS577	virus_OG
4QAUM|Virus	14084	29477.75023774372	S	Early Protein (E6)	MHS577	virus_OG
4QAVB|Virus	2	3.6429872495446265	S	defense response to bacterium	MHS577	virus_OG
4QAVQ|Virus	4	7.326007326007326	S	Phage major tail protein 2	MHS577	virus_OG
4QAWG|Virus	2	7.662835249042145	S	DnaB-like helicase C terminal domain	MHS577	virus_OG
4QAXA|Virus	7	5.982905982905983	S	metallopeptidase activity	MHS577	virus_OG
4QAYV|Virus	25	22.598463362079308	S	Phage portal protein	MHS577	virus_OG
4QAZF|Virus	3	6.25	S	Protein of unknwon function (DUF3310)	MHS577	virus_OG
4QB0W|Virus	2	4.866180048661801	S	Protein of unknown function (DUF1064)	MHS577	virus_OG
4QB31|Virus	8416	28542.113836853267	S	E7 protein, Early protein	MHS577	virus_OG
4QB40|Virus	2	3.6429872495446265	S	DNA polymerase family B	MHS577	virus_OG
4QB49|Virus	4	10.025062656641603	S	Domain of unknown function (DUF4055)	MHS577	virus_OG
4QB79|Virus	6	6.042296072507553	S	NA	MHS577	virus_OG
4QBA1|Virus	4	6.734006734006734	S	Putative transposase DNA-binding domain	MHS577	virus_OG
4QBBN|Virus	5	10.2880658436214	S	Siphovirus Gp157	MHS577	virus_OG
4QBD9|Virus	4	14.9812734082397	S	Protein of unknown function (DUF3277)	MHS577	virus_OG
4QBDC|Virus	2	4.662004662004662	S	Pfam:Phage_holin_4_1	MHS577	virus_OG
4QBF8|Virus	2	6.944444444444445	S	Phage tail protein	MHS577	virus_OG
4QBMM|Virus	62	69.27273038184649	S	NA	MHS577	virus_OG
4QBV3|Virus	15	33.96571872601798	S	Phage Terminase	MHS577	virus_OG
4QC1H|Virus	2	7.326007326007326	S	NA	MHS577	virus_OG
4QC3R|Virus	4	15.37645811240721	S	NA	MHS577	virus_OG
4QC4X|Virus	6	12.82051282051282	S	NA	MHS577	virus_OG
4QC5Z|Virus	6	13.513513513513514	S	Phage Mu protein F like protein	MHS577	virus_OG
4QC70|Virus	2	5.167958656330749	S	NA	MHS577	virus_OG
4QCCB|Virus	2	5.291005291005291	S	Pfam:Peptidase_M78	MHS577	virus_OG
4QCQ4|Virus	2	3.3840947546531304	L	Origin of replication binding protein	MHS577	virus_OG
4QCR1|Virus	57161	39058.60004024644	S	Late Protein L2	MHS577	virus_OG
4QCR9|Virus	4	9.523809523809524	S	NA	MHS577	virus_OG
4QCWP|Virus	1	5.46448087431694	S	NA	MHS577	virus_OG
4QD62|Virus	2	8.771929824561402	S	NA	MHS577	virus_OG
4QDBK|Virus	32	109.3452120538489	S	NA	MHS577	virus_OG
4QDQV|Virus	28906	40424.08981899463	S	E2 (early) protein, N terminal	MHS577	virus_OG
4QDQX|Virus	13	10.34208432776452	S	NA	MHS577	virus_OG
4QDV8|Virus	33	68.67331288343559	S	NA	MHS577	virus_OG
4QDW3|Virus	19	32.767848325343024	S	Phage Connector (GP10)	MHS577	virus_OG
4QE0T|Virus	2	7.017543859649123	S	NA	MHS577	virus_OG
4QE1H|Virus	6	16.760037348272643	S	NA	MHS577	virus_OG
4QE7B|Virus	23	12.345679012345679	S	metallocarboxypeptidase activity	MHS577	virus_OG
4QEE8|Virus	22	23.35456475583864	S	Pfam:DUF5047	MHS577	virus_OG
4QEIG|Virus	2	3.546099290780142	S	NA	MHS577	virus_OG
4QEWY|Virus	4	4.301075268817204	S	Pfam:DUF5131	MHS577	virus_OG
4QEZU|Virus	58469	37633.03074833967	S	L1 (late) protein	MHS577	virus_OG
4QF04|Virus	2	3.6832412523020257	S	NA	MHS577	virus_OG
4QFIB|Virus	1	3.8314176245210727	S	NA	MHS577	virus_OG
4QFVV|Virus	6	9.982174688057041	S	Pfam:HNHc_6	MHS577	virus_OG
4QG5X|Virus	2	7.575757575757575	S	NA	MHS577	virus_OG
4QG87|Virus	2	3.6429872495446265	S	transferase activity	MHS577	virus_OG
4QGFZ|Virus	2	4.938271604938271	S	NA	MHS577	virus_OG
4QGHC|Virus	2	7.154882154882155	S	Pfam:DUF4752	MHS577	virus_OG
4QGJD|Virus	30	61.6338739796994	S	NA	MHS577	virus_OG
4QGJH|Virus	2	5.291005291005291	S	NA	MHS577	virus_OG
4QGM6|Virus	5	12.29486144740382	S	NA	MHS577	virus_OG
4QGQN|Virus	67657	37296.177038671056	L	Papillomavirus helicase	MHS577	virus_OG
4QGVM|Virus	18	53.38509316770186	S	NA	MHS577	virus_OG
4QH0X|Virus	4	7.707129094412331	S	NA	MHS577	virus_OG
4QH67|Virus	5	14.005602240896359	S	Terminase-like family	MHS577	virus_OG
4QH75|Virus	3	5.3475935828877	S	GTP cyclohydrolase I activity	MHS577	virus_OG
4QHC2|Virus	1	6.172839506172839	S	NA	MHS577	virus_OG
4QHFC|Virus	2	5.089058524173028	S	NA	MHS577	virus_OG
4QHQD|Virus	50	73.37471075860184	S	NA	MHS577	virus_OG
