other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MDRW|Others	1	3.623188405797101	U	Source PGD	MHS498	other_OG
1MEH9|Others	7	11.164274322169058	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS498	other_OG
1MERW|Others	3	8.474576271186441	S	function. Source PGD	MHS498	other_OG
1MFHY|Others	1	3.623188405797101	J	Argonaute1 (AGO1). Source PGD	MHS498	other_OG
1MGDI|Others	11	7.10594315245478	L	DNA mismatch repair protein MLH3. Source PGD	MHS498	other_OG
1MGMC|Others	7	9.929078014184398	S	Serine threonine protein phosphatase 4 regulatory subunit. Source PGD	MHS498	other_OG
23T0I|Others	8	17.429193899782135	L	COG1525 Micrococcal nuclease (thermonuclease) homologs	MHS498	other_OG
23TAK|Others	6	21.739130434782606	V	COG1131 ABC-type multidrug transport system, ATPase component	MHS498	other_OG
23TRK|Others	1	3.9215686274509802	C	COG1143 Formate hydrogenlyase subunit 6 NADH ubiquinone oxidoreductase 23 kD subunit (chain I)	MHS498	other_OG
23WMZ|Others	276	893.6666170708725	-	-	MHS498	other_OG
23XJ1|Others	1	4.166666666666667	-	-	MHS498	other_OG
2D0Q5|Others	2	9.00900900900901	S	RF-1 domain	MHS498	other_OG
2NBM6|Others	2904	3305.598129902	E	-	MHS498	other_OG
2S6ZE|Others	1	3.663003663003663	-	-	MHS498	other_OG
2SD59|Others	2	7.936507936507937	-	-	MHS498	other_OG
34J6J|Others	1	4.694835680751174	U	Rab subfamily of small GTPases	MHS498	other_OG
34JC7|Others	14	8.454106280193237	S	Predicted ATPase of the ABC class	MHS498	other_OG
34JCJ|Others	9	5.813953488372093	L	Aspartyl protease	MHS498	other_OG
34JFK|Others	2	9.816384180790962	KT	C-terminal domain on Strawberry notch homologue	MHS498	other_OG
34N8D|Others	2	5.899705014749262	O	DnaJ molecular chaperone homology domain	MHS498	other_OG
389ZI|Others	19	52.77777777777778	-	-	MHS498	other_OG
38B7D|Others	24	17.46724890829694	O	post-chaperonin tubulin folding pathway	MHS498	other_OG
38BS8|Others	3	6.25	Z	heavy chain	MHS498	other_OG
38D6P|Others	8	13.816925734024181	I	phosphopantetheine binding	MHS498	other_OG
38DJE|Others	1	3.7037037037037033	O	protein N-linked glycosylation via asparagine	MHS498	other_OG
38DN4|Others	8	13.40033500837521	Z	regulation of microtubule motor activity	MHS498	other_OG
38DPC|Others	2	4.901960784313726	L	Encoded by	MHS498	other_OG
38GS1|Others	6	6.825938566552901	T	Camp-dependent protein kinase	MHS498	other_OG
397N0|Others	5	9.689922480620154	BK	internal peptidyl-lysine acetylation	MHS498	other_OG
39MG3|Others	2	3.9215686274509802	E	Belongs to the cysteine synthase cystathionine beta- synthase family	MHS498	other_OG
39T86|Others	4	12.698412698412698	J	U1 snRNA 3'-end processing	MHS498	other_OG
3A1NV|Others	1	4.273504273504273	Z	Belongs to the ATG8 family	MHS498	other_OG
3A3FA|Others	2	6.349206349206349	A	regulation of alternative mRNA splicing, via spliceosome	MHS498	other_OG
3B94A|Others	1	4.566210045662101	C	regulation of acid-sensing ion channel activity	MHS498	other_OG
3B94F|Others	3	6.289308176100629	A	RNA binding	MHS498	other_OG
3B94I|Others	4	13.88888888888889	U	positive regulation of TOR signaling	MHS498	other_OG
3B94W|Others	2	3.584229390681003	S	POC1 centriolar protein	MHS498	other_OG
3B95S|Others	1	3.9215686274509802	CE	Belongs to the aconitase IPM isomerase family	MHS498	other_OG
3B95Z|Others	4	8.1799591002045	K	histone demethylase activity (H3-K9 specific)	MHS498	other_OG
3B96Y|Others	2	4.040404040404041	P	chloride channel activity	MHS498	other_OG
3B97E|Others	3	4.901960784313726	C	acetyl-CoA metabolic process	MHS498	other_OG
