virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	7798	6661.976386067643	S	N-acetylmuramoyl-L-alanine amidase activity	MHS533	virus_OG
4QAKE|Virus	56	184.8184818481848	S	endonuclease activity	MHS533	virus_OG
4QAQ9|Virus	2	4.694835680751174	S	NA	MHS533	virus_OG
4QAQV|Virus	4	5.108556832694764	S	protein disulfide oxidoreductase activity	MHS533	virus_OG
4QAR7|Virus	378	284.9912668661839	S	Phage portal protein, SPP1 Gp6-like	MHS533	virus_OG
4QB41|Virus	1	3.4013605442176873	S	Uncharacterized protein conserved in bacteria (DUF2213)	MHS533	virus_OG
4QBV3|Virus	223	147.48677248677248	S	Phage Terminase	MHS533	virus_OG
4QDBK|Virus	86	259.5090714445291	S	NA	MHS533	virus_OG
4QDDX|Virus	2	10.416666666666666	S	RNA ligase activity	MHS533	virus_OG
4QDKP|Virus	840	1545.4226044916659	S	transaminase activity	MHS533	virus_OG
4QDV8|Virus	35	72.91666666666667	S	NA	MHS533	virus_OG
4QDY5|Virus	2	7.4074074074074066	S	NA	MHS533	virus_OG
4QE1H|Virus	101	280.88235294117646	S	NA	MHS533	virus_OG
4QE87|Virus	2	6.5359477124183005	S	NA	MHS533	virus_OG
4QFMI|Virus	249	256.9659442724458	S	PD-(D/E)XK nuclease superfamily	MHS533	virus_OG
4QGJD|Virus	60	145.2073839499498	S	NA	MHS533	virus_OG
4QGVM|Virus	65	182.07282913165267	S	NA	MHS533	virus_OG
4QHQD|Virus	72	78.01968845261068	S	NA	MHS533	virus_OG
