other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MDYW|Others	9	14.08450704225352	L	DNA repair protein XRCC3. Source PGD	MHS523	other_OG
1MEH9|Others	4	6.379585326953748	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS523	other_OG
1MERW|Others	12	33.898305084745765	S	function. Source PGD	MHS523	other_OG
1MFKV|Others	8	21.333333333333332	L	Origin recognition complex subunit. Source PGD	MHS523	other_OG
1MFXH|Others	9	17.54385964912281	E	Urease. Source PGD	MHS523	other_OG
1MGDI|Others	67	43.281653746770026	L	DNA mismatch repair protein MLH3. Source PGD	MHS523	other_OG
1MGMC|Others	19	26.95035460992908	S	Serine threonine protein phosphatase 4 regulatory subunit. Source PGD	MHS523	other_OG
1MH8V|Others	23	58.080808080808076	O	Source PGD	MHS523	other_OG
1MK9K|Others	3	9.523809523809524	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS523	other_OG
23PUF|Others	18	47.07141580601767	E	Catalyzes the NAD( )-dependent oxidative deamination of L-alanine to pyruvate, and the reverse reaction, the reductive amination of pyruvate	MHS523	other_OG
23SW6|Others	5	14.88095238095238	D	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	MHS523	other_OG
23TA6|Others	9	24.793388429752067	P	COG3119 Arylsulfatase A and related enzymes	MHS523	other_OG
23TAK|Others	8	28.98550724637681	V	COG1131 ABC-type multidrug transport system, ATPase component	MHS523	other_OG
23UA2|Others	3	8.130081300813009	O	Belongs to the serpin family	MHS523	other_OG
23WMZ|Others	845	2729.1325695581017	-	-	MHS523	other_OG
2D0Q5|Others	4	18.01801801801802	S	RF-1 domain	MHS523	other_OG
2NBM6|Others	6796	7559.124925296566	E	-	MHS523	other_OG
2RZGN|Others	86	44.86176317162233	S	plant mutator transposase zinc finger	MHS523	other_OG
2S5UM|Others	25	52.613621086730504	C	LAGLIDADG endonuclease	MHS523	other_OG
2S6ZE|Others	6	21.978021978021978	-	-	MHS523	other_OG
2S8FT|Others	24	39.70013726111287	K	transferase activity, transferring acyl groups	MHS523	other_OG
2SF6P|Others	24	103.8961038961039	-	-	MHS523	other_OG
2SGDU|Others	1	4.62962962962963	-	-	MHS523	other_OG
2SR8F|Others	1	3.8314176245210727	-	-	MHS523	other_OG
2SW5Y|Others	4	14.336917562724013	-	-	MHS523	other_OG
2SWXZ|Others	3	14.084507042253522	-	-	MHS523	other_OG
2SZSZ|Others	20	24.242424242424242	-	-	MHS523	other_OG
2T0F6|Others	11	23.655913978494624	-	-	MHS523	other_OG
2XAWD|Others	8	16.968266456858117	O	Belongs to the peptidase A1 family	MHS523	other_OG
