fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	587	590.9374261802443	L	Dna repair helicase rad25	MHS533	fungi_OG
3NTVI|Fungi	550	446.4194412429738	I	cytomegalovirus gh-receptor family protein	MHS533	fungi_OG
3NTVK|Fungi	1822	1122.0505676000462	I	Cral trio domain protein	MHS533	fungi_OG
3NTVM|Fungi	1018	1084.4481760789427	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS533	fungi_OG
3NTVQ|Fungi	477	578.5974783171911	S	mRNA processing protein	MHS533	fungi_OG
3NTVR|Fungi	334	480.92838403207264	F	Golgi to endosome transport protein	MHS533	fungi_OG
3NTVW|Fungi	185	461.5069957653143	U	snare protein	MHS533	fungi_OG
3NTVY|Fungi	492	878.9990038205589	G	Fructose-2,6-bisphosphatase	MHS533	fungi_OG
3NTVZ|Fungi	298	314.1586683123698	E	dioxygenase	MHS533	fungi_OG
3NTW3|Fungi	757	711.8018144045396	T	transporter	MHS533	fungi_OG
3NTW4|Fungi	432	484.5782359894767	H	Thiamine biosynthetic bifunctional	MHS533	fungi_OG
3NTW5|Fungi	1839	1047.6528632226332	B	histone deacetylase	MHS533	fungi_OG
3NTW8|Fungi	1867	842.4355154118205	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS533	fungi_OG
3NTW9|Fungi	94	264.1396577797767	J	Belongs to the universal ribosomal protein uL5 family	MHS533	fungi_OG
3NTWB|Fungi	135	260.66482434406964	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS533	fungi_OG
3NTWD|Fungi	318	303.7050034768933	T	serine threonine-protein kinase	MHS533	fungi_OG
3NTWE|Fungi	565	716.4888566441073	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS533	fungi_OG
3NTWF|Fungi	621	725.8355041495319	B	histone deacetylase	MHS533	fungi_OG
3NTWG|Fungi	489	445.0081259406128	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS533	fungi_OG
