bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7IB|Bacteria	6	25.156231685574866	S	NA	MHS525	bacteria_OG
2Z7JG|Bacteria	4	3.9447731755424065	S	Phage major capsid protein E	MHS525	bacteria_OG
2Z7JY|Bacteria	25	27.489104268836734	S	Phage major capsid protein E	MHS525	bacteria_OG
2Z7KV|Bacteria	1	3.367003367003367	S	NA	MHS525	bacteria_OG
2Z7NA|Bacteria	3	12.345679012345679	S	Psort location CytoplasmicMembrane, score	MHS525	bacteria_OG
2Z7NT|Bacteria	10	7.017543859649122	S	NA	MHS525	bacteria_OG
2Z7PG|Bacteria	15	17.38346238766054	S	CRISPR-associated protein (Cas_Csy3)	MHS525	bacteria_OG
2Z7QD|Bacteria	1	5.05050505050505	S	NA	MHS525	bacteria_OG
2Z7RS|Bacteria	5907	9032.433273267396	S	Protein of unknown function (DUF2891)	MHS525	bacteria_OG
2Z7S6|Bacteria	2	6.872852233676976	S	Protein of unknown function (DUF2493)	MHS525	bacteria_OG
2Z7SI|Bacteria	43	70.8248181578859	S	Protein of unknown function (DUF3388)	MHS525	bacteria_OG
2Z7SZ|Bacteria	41	50.32498486665915	S	3-methyladenine DNA glycosylase	MHS525	bacteria_OG
2Z7T1|Bacteria	23	24.811218985976268	S	PFAM Suppressor of fused	MHS525	bacteria_OG
2Z7TB|Bacteria	6	5.730659025787966	S	5'-nucleotidase	MHS525	bacteria_OG
2Z7TF|Bacteria	55	62.89207432414298	S	Uncharacterized protein conserved in bacteria (DUF2236)	MHS525	bacteria_OG
2Z7TI|Bacteria	1	4.694835680751174	S	NA	MHS525	bacteria_OG
2Z7TR|Bacteria	50	45.00547373214431	S	Phage portal protein, SPP1 Gp6-like	MHS525	bacteria_OG
2Z7TU|Bacteria	237	216.58056098913173	S	NA	MHS525	bacteria_OG
2Z7U4|Bacteria	2874	6298.72356956694	S	succinate dehydrogenase	MHS525	bacteria_OG
2Z7V0|Bacteria	25	24.017268398695556	S	Domain of unknown function (DUF4105)	MHS525	bacteria_OG
2Z7VI|Bacteria	28	23.56902356902357	S	Psort location Cytoplasmic, score	MHS525	bacteria_OG
2Z7VY|Bacteria	12909	12804.015935584666	S	Psort location Cytoplasmic, score	MHS525	bacteria_OG
2Z7W7|Bacteria	4	4.287245444801715	S	NA	MHS525	bacteria_OG
