other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MAHG|Others	218	243.5650623885918	S	Source PGD	MHS502	other_OG
1MBRQ|Others	48	166.66666666666669	S	Source PGD	MHS502	other_OG
1MDGM|Others	5	6.385696040868455	S	Source PGD	MHS502	other_OG
1MDRW|Others	2	7.246376811594202	U	Source PGD	MHS502	other_OG
1MEH9|Others	44	104.9973418394471	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS502	other_OG
1MERW|Others	34	96.045197740113	S	function. Source PGD	MHS502	other_OG
1MFAQ|Others	21	66.0377358490566	S	Source PGD	MHS502	other_OG
1MFKV|Others	28	74.66666666666667	L	Origin recognition complex subunit. Source PGD	MHS502	other_OG
1MFXH|Others	13	25.341130604288498	E	Urease. Source PGD	MHS502	other_OG
1MGDI|Others	220	142.11886304909558	L	DNA mismatch repair protein MLH3. Source PGD	MHS502	other_OG
1MGMC|Others	80	118.65382042017933	S	Serine threonine protein phosphatase 4 regulatory subunit. Source PGD	MHS502	other_OG
1MH8V|Others	46	120.87542087542087	O	Source PGD	MHS502	other_OG
1MI1Z|Others	5	18.726591760299623	S	function. Source PGD	MHS502	other_OG
1MK9K|Others	37	117.46031746031746	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS502	other_OG
23SB2|Others	2	3.623188405797101	L	COG0675 Transposase and inactivated derivatives	MHS502	other_OG
23TA6|Others	9	24.793388429752067	P	COG3119 Arylsulfatase A and related enzymes	MHS502	other_OG
23TM2|Others	16	11.670313639679067	H	COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2	MHS502	other_OG
23U59|Others	22	70.51282051282051	E	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate	MHS502	other_OG
29M9D|Others	41	40.79601990049752	S	C-5 cytosine-specific DNA methylase	MHS502	other_OG
2D0Q5|Others	20	90.09009009009009	S	RF-1 domain	MHS502	other_OG
2DZEY|Others	1	4.065040650406504	-	-	MHS502	other_OG
2EPPS|Others	1	4.694835680751174	-	-	MHS502	other_OG
2FDWY|Others	10	33.333333333333336	-	-	MHS502	other_OG
2N9UF|Others	7	11.49425287356322	L	PFAM transposase, IS4 family protein	MHS502	other_OG
2NBM6|Others	16	17.17268562906147	E	-	MHS502	other_OG
2RZGN|Others	891	458.41170023880966	S	plant mutator transposase zinc finger	MHS502	other_OG
2S3RQ|Others	17	22.34676873405197	-	-	MHS502	other_OG
2S5UM|Others	1761	3595.810902342814	C	LAGLIDADG endonuclease	MHS502	other_OG
2S6XN|Others	5	20.080321285140563	-	-	MHS502	other_OG
2S6ZB|Others	2	11.695906432748536	-	-	MHS502	other_OG
2S6ZE|Others	14	51.28205128205128	-	-	MHS502	other_OG
2S74U|Others	4	8.492569002123142	S	gag-polypeptide of LTR copia-type	MHS502	other_OG
2S7N1|Others	4	4.2328042328042335	S	Initiator Replication protein	MHS502	other_OG
2S7RI|Others	2	5.952380952380952	S	DDE superfamily endonuclease	MHS502	other_OG
2S7U6|Others	2	9.66183574879227	-	-	MHS502	other_OG
2S8FT|Others	95	159.19772803748185	K	transferase activity, transferring acyl groups	MHS502	other_OG
2SA0X|Others	3	8.19672131147541	S	Retroviral aspartyl protease	MHS502	other_OG
2SBN4|Others	2	7.168458781362006	-	-	MHS502	other_OG
2SC3F|Others	2	3.745318352059925	-	-	MHS502	other_OG
2SCK3|Others	2	10.75268817204301	S	gag-polypeptide of LTR copia-type	MHS502	other_OG
2SD59|Others	19	75.39682539682539	-	-	MHS502	other_OG
2SF6P|Others	102	441.13088557532996	-	-	MHS502	other_OG
2SI06|Others	10	24.691358024691358	-	-	MHS502	other_OG
2SJJC|Others	2	6.006006006006006	-	-	MHS502	other_OG
2SR5E|Others	16	50.31446540880503	-	-	MHS502	other_OG
2SR8F|Others	2	7.662835249042145	-	-	MHS502	other_OG
