virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	972	781.0510293909616	S	N-acetylmuramoyl-L-alanine amidase activity	MHS497	virus_OG
4QAKE|Virus	5	12.254901960784315	S	endonuclease activity	MHS497	virus_OG
4QAPV|Virus	4	6.980802792321118	S	DNA binding	MHS497	virus_OG
4QAQE|Virus	1	4.504504504504505	S	Phage integrase family	MHS497	virus_OG
4QAQV|Virus	31	57.09401709401709	S	protein disulfide oxidoreductase activity	MHS497	virus_OG
4QAR6|Virus	28	50.73742064777814	L	dUTP diphosphatase activity	MHS497	virus_OG
4QARF|Virus	17	13.08698999230177	S	Pfam:Terminase_3C	MHS497	virus_OG
4QAU9|Virus	11	22.655803316180677	S	Single-strand binding protein family	MHS497	virus_OG
4QAUM|Virus	4	9.803921568627452	S	Early Protein (E6)	MHS497	virus_OG
4QAWD|Virus	127	67.31562601399898	S	DNA polymerase type B, organellar and viral	MHS497	virus_OG
4QAYQ|Virus	33	31.105826880474766	S	Domain of unknown function (DUF2479)	MHS497	virus_OG
4QAYV|Virus	13	10.5433901054339	S	Phage portal protein	MHS497	virus_OG
4QAZF|Virus	6	25	S	Protein of unknwon function (DUF3310)	MHS497	virus_OG
4QB6U|Virus	6	14.084507042253522	S	Terminase small subunit	MHS497	virus_OG
4QBCR|Virus	8	14.814814814814813	S	DNA protection	MHS497	virus_OG
4QBDC|Virus	22	51.64319248826291	S	Pfam:Phage_holin_4_1	MHS497	virus_OG
4QBF8|Virus	6	7.246376811594203	S	Phage tail protein	MHS497	virus_OG
4QBHS|Virus	9	9.74025974025974	S	DNA metabolic process	MHS497	virus_OG
4QBIH|Virus	7	4.985754985754986	S	recombinase activity	MHS497	virus_OG
4QBNM|Virus	6	8.899506824818028	S	serine-type endopeptidase activity	MHS497	virus_OG
4QBPB|Virus	162	105.57756398163869	S	NA	MHS497	virus_OG
4QBX7|Virus	1	3.7037037037037033	S	Pfam:Holin_SPP1	MHS497	virus_OG
4QCCB|Virus	8	16.985138004246284	S	Pfam:Peptidase_M78	MHS497	virus_OG
4QCDW|Virus	13	18.43971631205674	S	NA	MHS497	virus_OG
4QCR1|Virus	7	4.513217279174726	S	Late Protein L2	MHS497	virus_OG
4QCSR|Virus	43	50.8274231678487	S	NA	MHS497	virus_OG
4QD4X|Virus	4	9.523809523809524	S	NA	MHS497	virus_OG
4QDBN|Virus	5	4.8590864917395535	S	NA	MHS497	virus_OG
4QDW3|Virus	52	51.434223541048475	S	Phage Connector (GP10)	MHS497	virus_OG
4QE7B|Virus	115	66.37627903925379	S	metallocarboxypeptidase activity	MHS497	virus_OG
4QE9D|Virus	30	115.97222222222223	S	NA	MHS497	virus_OG
4QEZU|Virus	6	3.90625	S	L1 (late) protein	MHS497	virus_OG
4QFB2|Virus	5	25.07923384318589	S	NA	MHS497	virus_OG
4QFEN|Virus	22	40.968342644320295	S	NA	MHS497	virus_OG
4QFIF|Virus	11	38.86235345201911	S	NA	MHS497	virus_OG
4QFWR|Virus	8	28.79988768490511	S	NA	MHS497	virus_OG
4QFXF|Virus	1	3.9215686274509802	L	Helix-turn-helix domain	MHS497	virus_OG
4QG2D|Virus	15	7.680491551459293	S	NA	MHS497	virus_OG
4QGQS|Virus	52	46.84286102379012	S	NA	MHS497	virus_OG
4QGYH|Virus	10	40.16064257028113	S	NA	MHS497	virus_OG
4QH00|Virus	35	27.77777777777778	S	NA	MHS497	virus_OG
