virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	214	127.02020341403968	S	N-acetylmuramoyl-L-alanine amidase activity	MHS457	virus_OG
4QAKM|Virus	9	8.849557522123895	S	DNA polymerase family A	MHS457	virus_OG
4QAKZ|Virus	4	9.59232613908873	S	N-acetyltransferase activity	MHS457	virus_OG
4QAPV|Virus	11	15.341701534170154	S	DNA binding	MHS457	virus_OG
4QAQE|Virus	2	8.333333333333334	S	Phage integrase family	MHS457	virus_OG
4QAQV|Virus	1	4.065040650406504	S	protein disulfide oxidoreductase activity	MHS457	virus_OG
4QAR1|Virus	2	7.751937984496124	S	ATPase activity	MHS457	virus_OG
4QAX8|Virus	5	6.775067750677507	S	calcium ion binding	MHS457	virus_OG
4QAXW|Virus	4	9.950248756218905	S	Minor capsid protein from bacteriophage	MHS457	virus_OG
4QAYV|Virus	4	8.88888888888889	S	Phage portal protein	MHS457	virus_OG
4QAZF|Virus	3	6.4935064935064934	S	Protein of unknwon function (DUF3310)	MHS457	virus_OG
4QBET|Virus	2	5.649717514124294	S	hydrolase activity, acting on ester bonds	MHS457	virus_OG
4QBF8|Virus	2	7.49063670411985	S	Phage tail protein	MHS457	virus_OG
4QBS6|Virus	2	4.385964912280701	S	Phage terminase, small subunit	MHS457	virus_OG
4QC3Q|Virus	4	7.168458781362006	S	Protein of unknown function DUF262	MHS457	virus_OG
4QCP2|Virus	2	4.975124378109452	S	NA	MHS457	virus_OG
4QCQG|Virus	7	12.411347517730498	S	NA	MHS457	virus_OG
4QDBK|Virus	12	36.36363636363636	S	NA	MHS457	virus_OG
4QEW2|Virus	4	6.802721088435375	S	NA	MHS457	virus_OG
4QFIS|Virus	4	17.094017094017094	S	NA	MHS457	virus_OG
4QFMI|Virus	1	3.7037037037037033	S	PD-(D/E)XK nuclease superfamily	MHS457	virus_OG
4QGU5|Virus	1	5.376344086021505	S	NA	MHS457	virus_OG
4QGVM|Virus	1	3.623188405797101	S	NA	MHS457	virus_OG
4QH94|Virus	1	4.11522633744856	S	NA	MHS457	virus_OG
