fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	37	63.715555497361734	L	Dna repair helicase rad25	MHS458	fungi_OG
3NTVH|Fungi	38	62.609547191971544	Q	amine oxidase	MHS458	fungi_OG
3NTVI|Fungi	41	38.25492751905834	I	cytomegalovirus gh-receptor family protein	MHS458	fungi_OG
3NTVK|Fungi	31	29.856344609408467	I	Cral trio domain protein	MHS458	fungi_OG
3NTVM|Fungi	29	28.273281295924598	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS458	fungi_OG
3NTVQ|Fungi	31	37.9602115935259	S	mRNA processing protein	MHS458	fungi_OG
3NTVR|Fungi	52	143.35365853658536	F	Golgi to endosome transport protein	MHS458	fungi_OG
3NTVT|Fungi	2	3.3840947546531304	O	leucine carboxyl methyltransferase	MHS458	fungi_OG
3NTVW|Fungi	13	36.95747304769861	U	snare protein	MHS458	fungi_OG
3NTVY|Fungi	24	15.056056124905428	G	Fructose-2,6-bisphosphatase	MHS458	fungi_OG
3NTVZ|Fungi	26	30.93904044579162	E	dioxygenase	MHS458	fungi_OG
3NTW3|Fungi	109	87.66406656250179	T	transporter	MHS458	fungi_OG
3NTW4|Fungi	54	64.33004463973984	H	Thiamine biosynthetic bifunctional	MHS458	fungi_OG
3NTW5|Fungi	31	48.551659035270276	B	histone deacetylase	MHS458	fungi_OG
3NTW8|Fungi	152	101.61275104196827	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS458	fungi_OG
3NTW9|Fungi	12	32.560171174381395	J	Belongs to the universal ribosomal protein uL5 family	MHS458	fungi_OG
3NTWB|Fungi	21	22.29299363057325	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS458	fungi_OG
3NTWD|Fungi	3	6.666666666666666	T	serine threonine-protein kinase	MHS458	fungi_OG
3NTWE|Fungi	27	47.63582598857747	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS458	fungi_OG
3NTWF|Fungi	30	18.07005047846149	B	histone deacetylase	MHS458	fungi_OG
3NTWG|Fungi	17	29.859489638139117	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS458	fungi_OG
3NTWH|Fungi	10	26.04320804971885	J	Belongs to the universal ribosomal protein uS5 family	MHS458	fungi_OG
3NTWI|Fungi	21	38.60372431801004	Q	acetyl-CoA synthetase-like protein	MHS458	fungi_OG
3NTWM|Fungi	33	70.7353552578729	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS458	fungi_OG
3NTWN|Fungi	12	26.94641871694644	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS458	fungi_OG
3NTWQ|Fungi	1	3.745318352059925	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)	MHS458	fungi_OG
3NTWS|Fungi	3	5.1020408163265305	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS458	fungi_OG
3NTWT|Fungi	8	27.2108843537415	P	Cation diffusion facilitator 1	MHS458	fungi_OG
3NTWU|Fungi	28	42.608072938182275	T	serine threonine-protein phosphatase	MHS458	fungi_OG
3NTWY|Fungi	43	51.507289861220215	T	STE STE20 PAKA protein kinase	MHS458	fungi_OG
3NTX1|Fungi	76	20.08583249813687	K	phd transcription factor	MHS458	fungi_OG
3NTX4|Fungi	2	4.246284501061571	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	MHS458	fungi_OG
3NTX5|Fungi	27	39.30947897049592	E	Prephenate dehydratase	MHS458	fungi_OG
3NTX6|Fungi	43	12.377662636729994	UY	Nuclear pore complex	MHS458	fungi_OG
3NTX7|Fungi	27	36.23461900890351	UY	Importin 11	MHS458	fungi_OG
3NTXD|Fungi	69	57.47413192678481	L	Dna polymerase gamma	MHS458	fungi_OG
3NTXE|Fungi	8	9.84009840098401	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family	MHS458	fungi_OG
3NTXF|Fungi	15	28.161348885033092	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS458	fungi_OG
3NTXG|Fungi	26	36.35311255152322	K	-phosphatase	MHS458	fungi_OG
3NTXH|Fungi	11	25.198996567570696	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MHS458	fungi_OG
3NTXI|Fungi	5	8.30745341614907	O	Deoxyhypusine synthase	MHS458	fungi_OG
3NTXM|Fungi	13	16.601449126904456	S	WD-repeat protein pop3	MHS458	fungi_OG
3NTXN|Fungi	10	23.043226712951483	S	NA	MHS458	fungi_OG
3NTXQ|Fungi	11	9.725906277630415	S	transporter	MHS458	fungi_OG
3NTXR|Fungi	19	26.146675714333853	A	factor SLT11	MHS458	fungi_OG
3NTXU|Fungi	1	3.4722222222222223	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS458	fungi_OG
3NTXV|Fungi	17	12.454212454212454	O	Glycosyltransferase family 33 protein	MHS458	fungi_OG
3NTXX|Fungi	40	38.733088757504106	I	cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	MHS458	fungi_OG
3NTXY|Fungi	25	23.40823970037453	E	nitrilase	MHS458	fungi_OG
3NTXZ|Fungi	9	15.543566028040814	KL	Transcription factor	MHS458	fungi_OG
3NTY2|Fungi	37	46.82629574696042	C	Fumarate hydratase	MHS458	fungi_OG
3NTY3|Fungi	14	19.05936829777527	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS458	fungi_OG
3NTY4|Fungi	8	13.201320132013201	J	YdiU domain protein	MHS458	fungi_OG
3NTY6|Fungi	10	14.61988304093567	S	Transcription factor	MHS458	fungi_OG
3NTY7|Fungi	15	23.02363618823194	J	phenylalanyl-tRNA synthetase alpha chain	MHS458	fungi_OG
3NTY8|Fungi	36	35.88235294117647	O	pre-rRNA-processing protein PNO1	MHS458	fungi_OG
3NTY9|Fungi	29	16.670239371204	L	DNA-dependent ATPase and 5'-3' DNA helicase required for the maintenance of both mitochondrial and nuclear genome stability. Efficiently unwinds G-quadruplex (G4) DNA structures and forked RNA-DNA hybrids. Resolves G4 structures, preventing replication pausing and double-strand breaks (DSBs) at G4 motifs. Involved in the maintenance of telomeric DNA. Inhibits telomere elongation, de novo telomere formation and telomere addition to DSBs via catalytic inhibition of telomerase. Reduces the processivity of telomerase by displacing active telomerase from DNA ends. Releases telomerase by unwinding the short telomerase RNA telomeric DNA hybrid that is the intermediate in the telomerase reaction. Involved in the maintenance of ribosomal (rDNA). Required for efficient fork arrest at the replicaion fork barrier within rDNA. Involved in the maintenance of mitochondrial (mtDNA). Required to maintain mtDNA under conditions that introduce dsDNA breaks in mtDNA, either preventing or repairing dsDNA breaks. May inhibit replication progression to allow time for repair. May have a general role in chromosomal replication by affecting Okazaki fragment maturation. May have a role in conjunction with DNA2 helicase nuclease in 5'-flap extension during Okazaki fragment processing	MHS458	fungi_OG
3NTYA|Fungi	72	82.80486124799052	T	cmgc dyrk yak protein kinase	MHS458	fungi_OG
3NTYB|Fungi	10	21.568374043280347	S	amino acid	MHS458	fungi_OG
3NTYE|Fungi	16	20.052155348004625	S	NA	MHS458	fungi_OG
3NTYF|Fungi	37	43.84545786359454	G	hydrolase family 81	MHS458	fungi_OG
3NTYG|Fungi	6	11.11111111111111	S	Zz type zinc finger	MHS458	fungi_OG
