virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	4635	4449.124669197213	S	N-acetylmuramoyl-L-alanine amidase activity	MHS544	virus_OG
4QAKE|Virus	21	73.89869421724782	S	endonuclease activity	MHS544	virus_OG
4QAKM|Virus	6	9.30232558139535	S	DNA polymerase family A	MHS544	virus_OG
4QAR7|Virus	514	387.63197586726994	S	Phage portal protein, SPP1 Gp6-like	MHS544	virus_OG
4QAWG|Virus	400	468.95006402048654	S	DnaB-like helicase C terminal domain	MHS544	virus_OG
4QB54|Virus	1	3.9215686274509802	S	NA	MHS544	virus_OG
4QB5I|Virus	22	28.534370946822307	S	N-methyltransferase activity	MHS544	virus_OG
4QBF8|Virus	41	44.80874316939891	S	Phage tail protein	MHS544	virus_OG
4QBMM|Virus	526	589.6448657682785	S	NA	MHS544	virus_OG
4QBV3|Virus	505	728.6406934503254	S	Phage Terminase	MHS544	virus_OG
4QDBK|Virus	324	893.0642319258451	S	NA	MHS544	virus_OG
4QDCX|Virus	2	6.0606060606060606	S	NA	MHS544	virus_OG
4QDV8|Virus	189	418.9121942539759	S	NA	MHS544	virus_OG
4QE1H|Virus	254	847.0126303533461	S	NA	MHS544	virus_OG
4QE7B|Virus	2	7.017543859649123	S	metallocarboxypeptidase activity	MHS544	virus_OG
4QE9D|Virus	1	4.166666666666667	S	NA	MHS544	virus_OG
4QFMI|Virus	179	195.0217406173583	S	PD-(D/E)XK nuclease superfamily	MHS544	virus_OG
4QGJD|Virus	131	311.1252375567505	S	NA	MHS544	virus_OG
4QGVM|Virus	253	697.9334086544467	S	NA	MHS544	virus_OG
4QHQD|Virus	992	1051.1768667027204	S	NA	MHS544	virus_OG
