other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MJPT|Others	20	93.89671361502347	-	-	MHS569	other_OG
23PNB|Others	466	388.5175282234106	V	Type I restriction modification DNA specificity domain	MHS569	other_OG
23PUF|Others	1	4.385964912280701	E	Catalyzes the NAD( )-dependent oxidative deamination of L-alanine to pyruvate, and the reverse reaction, the reductive amination of pyruvate	MHS569	other_OG
23S6X|Others	1	3.745318352059925	P	copper-translocating P-type ATPase	MHS569	other_OG
23S9E|Others	2	4.62962962962963	D	COG1077 Actin-like ATPase involved in cell morphogenesis	MHS569	other_OG
23S9W|Others	2	6.349206349206349	L	PFAM Transposase DDE domain	MHS569	other_OG
23U4H|Others	1	4.504504504504505	C	COG0437 Fe-S-cluster-containing hydrogenase components 1	MHS569	other_OG
23UUT|Others	10	16.260162601626018	L	Transposase Tn5 dimerisation domain	MHS569	other_OG
23VAP|Others	8	18.140589569160998	I	COG1607 Acyl-CoA hydrolase	MHS569	other_OG
23VSH|Others	2	4.219409282700422	K	COG0456 Acetyltransferases	MHS569	other_OG
23W4P|Others	1	3.623188405797101	J	binds to the 23S rRNA	MHS569	other_OG
23WGA|Others	2	5.376344086021505	S	membrane	MHS569	other_OG
23WMZ|Others	3	10.638297872340427	-	-	MHS569	other_OG
23XGZ|Others	1	5.847953216374268	J	Ribosomal protein S27E	MHS569	other_OG
23XMV|Others	1	5.46448087431694	-	-	MHS569	other_OG
23ZQA|Others	76	269.5035460992908	-	-	MHS569	other_OG
2449Y|Others	1	3.623188405797101	C	acylphosphatase activity	MHS569	other_OG
29M9D|Others	8	7.9601990049751254	S	C-5 cytosine-specific DNA methylase	MHS569	other_OG
2A600|Others	78	44.14261460101868	-	-	MHS569	other_OG
2D2A7|Others	2	6.802721088435375	S	Transposase family tnp2	MHS569	other_OG
2D2DQ|Others	101	347.07903780068733	-	-	MHS569	other_OG
2D537|Others	1	4.830917874396135	-	-	MHS569	other_OG
2DAJH|Others	5	8.726003490401396	-	-	MHS569	other_OG
2ENKN|Others	2	4.11522633744856	-	-	MHS569	other_OG
2EXND|Others	5	21.367521367521366	-	-	MHS569	other_OG
2F23F|Others	132	439.3418185987846	-	-	MHS569	other_OG
2N9RC|Others	1	4.385964912280701	H	adenyl ribonucleotide binding	MHS569	other_OG
2NAV5|Others	10	13.020833333333334	P	divalent heavy-metal cations transporter	MHS569	other_OG
2NB5Q|Others	2	5.952380952380952	V	HNH nucleases	MHS569	other_OG
2NBM6|Others	38	42.4885933239496	E	-	MHS569	other_OG
2QPQC|Others	13	27.457031300891067	S	flocculation via cell wall protein-carbohydrate interaction	MHS569	other_OG
2QQPZ|Others	12	27.210884353741495	I	FabA-like domain	MHS569	other_OG
2QRYE|Others	1	3.546099290780142	C	chlorophyll binding	MHS569	other_OG
2QRZU|Others	12	18.433179723502302	L	transposition	MHS569	other_OG
2QTES|Others	4	7.575757575757575	S	carbonate dehydratase activity	MHS569	other_OG
2QTPF|Others	6	6.042296072507553	E	Aspartate-ammonia ligase	MHS569	other_OG
2QU22|Others	101	181.00358422939067	S	arachidonic acid secretion	MHS569	other_OG
2QZTK|Others	2	6.872852233676976	S	GIY-YIG type nucleases (URI domain)	MHS569	other_OG
2RYBC|Others	16	45.58404558404559	G	Acetyltransferase (GNAT) domain	MHS569	other_OG
2RZRY|Others	2	6.600660066006601	S	DDE superfamily endonuclease	MHS569	other_OG
2S0V7|Others	4	5.578800557880056	T	Transcriptional regulatory protein, C terminal	MHS569	other_OG
2S12F|Others	2	3.898635477582846	T	Sigma-54 interaction domain	MHS569	other_OG
2S2UT|Others	2	8.438818565400844	S	RNA folding	MHS569	other_OG
2S3AZ|Others	2	4.246284501061571	-	-	MHS569	other_OG
2S3Q5|Others	4	15.15151515151515	S	Intron encoded nuclease repeat motif	MHS569	other_OG
2S4PK|Others	1	5.128205128205128	S	LAGLIDADG endonuclease	MHS569	other_OG
2S5AD|Others	4	7.619047619047619	O	SmpB protein	MHS569	other_OG
2S5UP|Others	19	17.74042950513539	-	-	MHS569	other_OG
2S6ZB|Others	4	23.391812865497073	-	-	MHS569	other_OG
2S7M9|Others	6	11.76470588235294	M	Mortierella verticillata NRRL 6337	MHS569	other_OG
2S7N1|Others	368	393.46297315477284	S	Initiator Replication protein	MHS569	other_OG
2S7RI|Others	2	3.9682539682539684	S	DDE superfamily endonuclease	MHS569	other_OG
2S8DN|Others	1	6.410256410256411	S	Outer membrane efflux protein	MHS569	other_OG
2S8QZ|Others	2	4.566210045662101	N	bacterial-type flagellum-dependent cell motility	MHS569	other_OG
2S9VU|Others	3	5.181347150259068	S	SIS domain	MHS569	other_OG
2SAAX|Others	39	141.50439098892707	S	zinc finger	MHS569	other_OG
2SAGA|Others	2	6.0606060606060606	S	Lytic polysaccharide mono-oxygenase, cellulose-degrading	MHS569	other_OG
2SAZ0|Others	13	6.32603406326034	-	-	MHS569	other_OG
2SC3F|Others	17	30.995857974096023	-	-	MHS569	other_OG
2SCKQ|Others	2	3.8535645472061657	-	-	MHS569	other_OG
2SD59|Others	43	172.8395061728395	-	-	MHS569	other_OG
2SE5K|Others	4	8.033658807652616	T	Transcriptional regulatory protein, C terminal	MHS569	other_OG
2SEYV|Others	6	19.393939393939394	-	-	MHS569	other_OG
2SF6P|Others	1	4.329004329004329	-	-	MHS569	other_OG
2SF9Z|Others	5	5.592841163310962	-	-	MHS569	other_OG
2SGDU|Others	1	4.62962962962963	-	-	MHS569	other_OG
2SGSK|Others	1	5.208333333333333	-	-	MHS569	other_OG
2SHJ7|Others	13	6.6462167689161555	S	HemX, putative uroporphyrinogen-III C-methyltransferase	MHS569	other_OG
2SICW|Others	3	4.347826086956522	S	ZinT (YodA) periplasmic lipocalin-like zinc-recruitment	MHS569	other_OG
2SIVR|Others	1	4.385964912280701	V	Beta-lactamase enzyme family	MHS569	other_OG
2SJ30|Others	9	12.552301255230127	-	-	MHS569	other_OG
2SJ9G|Others	5	6.289308176100628	S	DeoR C terminal sensor domain	MHS569	other_OG
2SQ9Y|Others	3	17.247639796659406	-	-	MHS569	other_OG
2SQXJ|Others	3	5.813953488372093	S	Der GTPase activator (YihI)	MHS569	other_OG
2SRA4|Others	6	11.235955056179774	S	YaeQ	MHS569	other_OG
2STVS|Others	3	4.098360655737705	H	Pyridoxal phosphate biosynthesis protein PdxJ	MHS569	other_OG
2SV64|Others	3	6.41025641025641	S	Inner membrane protein YlaC	MHS569	other_OG
2SWZT|Others	1	3.367003367003367	-	-	MHS569	other_OG
2SZJC|Others	13	23.423423423423422	-	-	MHS569	other_OG
2T1NP|Others	2	3.9215686274509802	L	Helix-turn-helix domain	MHS569	other_OG
2XAJK|Others	4	11.396011396011398	A	bromo domain	MHS569	other_OG
2XB2I|Others	2	6.410256410256411	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain	MHS569	other_OG
2XED7|Others	2	3.8314176245210727	O	Eukaryotic aspartyl protease	MHS569	other_OG
2XTES|Others	2	3.5087719298245617	E	Glutamine amidotransferase of anthranilate synthase	MHS569	other_OG
2XUHB|Others	1	4.219409282700422	M	PFAM Nucleotidyl transferase	MHS569	other_OG
2Y20U|Others	5	23.80952380952381	S	-	MHS569	other_OG
34J6J|Others	1	4.273504273504273	U	Rab subfamily of small GTPases	MHS569	other_OG
37HKI|Others	8	35.99079305293995	D	BTB POZ and MATH domain-containing protein	MHS569	other_OG
37K9E|Others	2	7.4074074074074066	GT	UDP-glucose 6-dehydrogenase	MHS569	other_OG
37KP8|Others	1	3.745318352059925	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)	MHS569	other_OG
37M7G|Others	2	8.130081300813009	S	Mitochondrial biogenesis AIM24	MHS569	other_OG
37NM1|Others	2	4.566210045662101	O	Peroxiredoxin Q	MHS569	other_OG
37PAS|Others	1	4.11522633744856	H	Methyltransferase required for the conversion of 2- polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2-polyprenyl-3- methyl-6-methoxy-1,4-benzoquinol (DMQH2)	MHS569	other_OG
37RIF|Others	11	22.01994392987686	O	Cysteine-rich RLK (RECEPTOR-like protein kinase) 8	MHS569	other_OG
37RKH|Others	11	23.04201466396465	J	transposition, RNA-mediated	MHS569	other_OG
37RRH|Others	2	3.3500837520938025	L	DNA RNA polymerases superfamily protein	MHS569	other_OG
37SNQ|Others	17	14.12793373216751	L	spliceosomal complex assembly	MHS569	other_OG
37TK9|Others	1	3.7878787878787876	C	Fumarate hydratase	MHS569	other_OG
37TMF|Others	1	3.9215686274509802	P	Pyruvate ferredoxin oxidoreductase	MHS569	other_OG
37U2D|Others	7	25.089605734767023	-	-	MHS569	other_OG
37UVZ|Others	2	7.751937984496124	-	-	MHS569	other_OG
37XY5|Others	2	4.444444444444445	S	function	MHS569	other_OG
38285|Others	3	5.128205128205129	O	Peptidase family M48	MHS569	other_OG
389ZI|Others	8	24.75845410628019	-	-	MHS569	other_OG
38B8D|Others	1	4.219409282700422	S	NADPH-dependent FMN reductase	MHS569	other_OG
38BV2|Others	4	10.582010582010582	T	protein serine/threonine phosphatase activity	MHS569	other_OG
38C9Y|Others	2	7.575757575757575	E	L-glutamate import across plasma membrane	MHS569	other_OG
38CK6|Others	2	7.662835249042145	J	RNA ligase (ATP) activity	MHS569	other_OG
38DJE|Others	1	3.7037037037037033	O	protein N-linked glycosylation via asparagine	MHS569	other_OG
38DPC|Others	3	5.2631578947368425	J	Encoded by	MHS569	other_OG
38DYA|Others	5	7.861635220125786	J	Initiation factor	MHS569	other_OG
38E82|Others	8	7.866273352999017	E	anthranilate phosphoribosyltransferase activity	MHS569	other_OG
38EH4|Others	2	8.438818565400844	E	acetolactate synthase activity	MHS569	other_OG
38EJA|Others	99	350.1045365822507	O	Belongs to the heat shock protein 70 family	MHS569	other_OG
38EN0|Others	27	24.456521739130434	C	Nadh flavin oxidoreductase nadh oxidase	MHS569	other_OG
38FUD|Others	1	5.847953216374268	L	DNA clamp loader activity	MHS569	other_OG
38GJA|Others	1	3.4722222222222223	E	phosphoglycerate dehydrogenase activity	MHS569	other_OG
38H5G|Others	5	6.587615283267457	Q	3-hydroxybutyrate dehydrogenase, type 2	MHS569	other_OG
38HD6|Others	16	26.143790849673202	-	-	MHS569	other_OG
391YN|Others	1	4.273504273504273	T	detection of oxidative stress	MHS569	other_OG
39474|Others	9	5.847953216374269	IQ	Belongs to the type-B carboxylesterase lipase family	MHS569	other_OG
39N7Z|Others	762	954.8872180451127	K	cheY-homologous receiver domain	MHS569	other_OG
39TXH|Others	67	62.31616254442567	Q	Cytochrome P450	MHS569	other_OG
39UZT|Others	973	926.6666666666666	G	Fructose-BISphosphate ALDOLASE	MHS569	other_OG
39WCS|Others	201	477.6067730462972	J	rRNA binding	MHS569	other_OG
39YBY|Others	4	14.652014652014651	O	Uncharacterized protein family (UPF0051)	MHS569	other_OG
3A0UI|Others	7	9.25925925925926	S	Peroxide stress protein YaaA	MHS569	other_OG
3A1MW|Others	3	6.4935064935064934	G	Ribose/Galactose Isomerase	MHS569	other_OG
3A1T3|Others	7	8.939974457215836	I	Alpha/beta hydrolase family	MHS569	other_OG
3A1XA|Others	224	602.1505376344086	J	mitochondrial translation	MHS569	other_OG
3A2MC|Others	8	13.333333333333334	E	phosphoribosylanthranilate isomerase activity	MHS569	other_OG
3A6IA|Others	3	10.75268817204301	H	Thiazole biosynthesis protein ThiG	MHS569	other_OG
3A8AU|Others	1	4.329004329004329	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone	MHS569	other_OG
3A91D|Others	1	5.05050505050505	E	Transferase family	MHS569	other_OG
3ABWM|Others	3	4.926108374384237	C	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	MHS569	other_OG
