virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIJ|Virus	7	22.72302623557988	S	C-5 cytosine-specific DNA methylase	MHS462	virus_OG
4QAIK|Virus	7	22.059422059422058	S	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	MHS462	virus_OG
4QAIU|Virus	31	47.60064412238325	S	HNH endonuclease	MHS462	virus_OG
4QAJK|Virus	4	6.666666666666667	S	NA	MHS462	virus_OG
4QAK6|Virus	1247	1118.3850795685403	S	N-acetylmuramoyl-L-alanine amidase activity	MHS462	virus_OG
4QAKE|Virus	29	45.63492063492063	S	endonuclease activity	MHS462	virus_OG
4QAPV|Virus	41	57.909604519774014	S	DNA binding	MHS462	virus_OG
4QAQE|Virus	55	71.0371759488271	S	Phage integrase family	MHS462	virus_OG
4QAQV|Virus	30	60.02838023340105	S	protein disulfide oxidoreductase activity	MHS462	virus_OG
4QAR6|Virus	3	8.4401540328111	L	dUTP diphosphatase activity	MHS462	virus_OG
4QAR7|Virus	292	777.6508385585363	S	Phage portal protein, SPP1 Gp6-like	MHS462	virus_OG
4QARF|Virus	29	31.41067014434948	S	Pfam:Terminase_3C	MHS462	virus_OG
4QAU9|Virus	564	1202.1301853783661	S	Single-strand binding protein family	MHS462	virus_OG
4QAUS|Virus	14	23.560695071424156	S	flavin adenine dinucleotide binding	MHS462	virus_OG
4QAVQ|Virus	15	25.641025641025642	S	Phage major tail protein 2	MHS462	virus_OG
4QAWD|Virus	3	4.975124378109453	S	DNA polymerase type B, organellar and viral	MHS462	virus_OG
4QAX8|Virus	1124	1265.5225823830474	S	calcium ion binding	MHS462	virus_OG
4QAXV|Virus	4	9.523809523809524	S	YopX protein	MHS462	virus_OG
4QAY9|Virus	27	29.48350171149822	S	hydrolase activity, acting on acid anhydrides	MHS462	virus_OG
4QAYQ|Virus	4	4.9937578027465666	S	Domain of unknown function (DUF2479)	MHS462	virus_OG
4QAYV|Virus	5	7.575757575757575	S	Phage portal protein	MHS462	virus_OG
4QAZF|Virus	380	921.2404863892323	S	Protein of unknwon function (DUF3310)	MHS462	virus_OG
4QB0C|Virus	2	4.566210045662101	S	Endodeoxyribonuclease RusA	MHS462	virus_OG
4QB0W|Virus	19	45.843617077141204	S	Protein of unknown function (DUF1064)	MHS462	virus_OG
4QB1F|Virus	9	21.73913043478261	S	NA	MHS462	virus_OG
4QB40|Virus	2	7.092198581560284	S	DNA polymerase family B	MHS462	virus_OG
4QB5I|Virus	5	7.032348804500703	S	N-methyltransferase activity	MHS462	virus_OG
4QB6U|Virus	4	9.937888198757765	S	Terminase small subunit	MHS462	virus_OG
4QB93|Virus	9	30.739168519641535	S	Rho termination factor, N-terminal domain	MHS462	virus_OG
4QBBN|Virus	29	59.67078189300411	S	Siphovirus Gp157	MHS462	virus_OG
4QBC7|Virus	1	3.875968992248062	S	Pfam:Phage_clamp_A	MHS462	virus_OG
4QBCW|Virus	175	588.9533634214486	S	Phage gp6-like head-tail connector protein	MHS462	virus_OG
4QBDC|Virus	3	7.194244604316547	S	Pfam:Phage_holin_4_1	MHS462	virus_OG
4QBET|Virus	5	15.492120130835564	S	hydrolase activity, acting on ester bonds	MHS462	virus_OG
4QBF8|Virus	24	26.229508196721312	S	Phage tail protein	MHS462	virus_OG
4QBH7|Virus	2	4.938271604938271	S	DNA ligase (NAD+) activity	MHS462	virus_OG
4QBHS|Virus	1456	1555.5555555555554	S	DNA metabolic process	MHS462	virus_OG
4QBHW|Virus	60	73.89640563072297	S	NA	MHS462	virus_OG
4QBI4|Virus	1	4.62962962962963	S	Pfam:Phage_r1t_holin	MHS462	virus_OG
4QBI8|Virus	25	64.59948320413437	S	Helix-turn-helix of insertion element transposase	MHS462	virus_OG
4QBIH|Virus	1427	1065.4965658486403	S	recombinase activity	MHS462	virus_OG
4QBK8|Virus	4	10.335917312661499	S	NA	MHS462	virus_OG
4QBKQ|Virus	2	4.761904761904762	S	Bacteriophage translational regulator	MHS462	virus_OG
4QBME|Virus	34	26.666666666666668	S	Zonular occludens toxin (Zot)	MHS462	virus_OG
4QBMM|Virus	2	6.802721088435375	S	NA	MHS462	virus_OG
4QBNM|Virus	4	6.734006734006734	S	serine-type endopeptidase activity	MHS462	virus_OG
4QBNW|Virus	8	22.598870056497177	S	NA	MHS462	virus_OG
4QBPB|Virus	30	32.7904232971713	S	NA	MHS462	virus_OG
4QBSI|Virus	724	474.340398175418	S	NA	MHS462	virus_OG
4QBX7|Virus	227	840.7407407407406	S	Pfam:Holin_SPP1	MHS462	virus_OG
4QBXB|Virus	11	18.391959798994975	S	Phage minor structural protein GP20	MHS462	virus_OG
4QC0V|Virus	2	3.5087719298245617	S	NA	MHS462	virus_OG
4QC5Z|Virus	21	30.088451600079505	S	Phage Mu protein F like protein	MHS462	virus_OG
4QCCB|Virus	29	62.39832354482036	S	Pfam:Peptidase_M78	MHS462	virus_OG
4QCCS|Virus	4	15.503875968992247	S	Bacteriophage holin	MHS462	virus_OG
4QCR1|Virus	21	28.60810268752507	S	Late Protein L2	MHS462	virus_OG
4QCRY|Virus	2	6.006006006006006	S	Phage minor tail protein	MHS462	virus_OG
4QCWQ|Virus	21	23.890784982935152	S	NA	MHS462	virus_OG
4QD2N|Virus	9	11.406844106463877	S	Domain of unknown function DUF1829	MHS462	virus_OG
4QD40|Virus	2	7.017543859649123	S	NA	MHS462	virus_OG
4QD4X|Virus	799	1979.9124985725707	S	NA	MHS462	virus_OG
4QD6Y|Virus	4	8.385744234800839	S	DNA N-6-adenine-methyltransferase (Dam)	MHS462	virus_OG
4QD81|Virus	6	12.578616352201259	S	PcfK-like protein	MHS462	virus_OG
4QDBK|Virus	3	11.235955056179774	S	NA	MHS462	virus_OG
4QDBN|Virus	16	13.008130081300813	S	NA	MHS462	virus_OG
4QDF9|Virus	10	15.57632398753894	S	Protein of unknown function (DUF1071)	MHS462	virus_OG
4QDKP|Virus	11	18.691851477077886	S	transaminase activity	MHS462	virus_OG
4QDQV|Virus	1	6.0606060606060606	S	E2 (early) protein, N terminal	MHS462	virus_OG
4QDU7|Virus	385	1127.6828933489387	S	Staphylococcal nuclease homologue	MHS462	virus_OG
4QDV8|Virus	18	41.082605193034645	S	NA	MHS462	virus_OG
4QDW3|Virus	4	12.232415902140673	S	Phage Connector (GP10)	MHS462	virus_OG
4QDY5|Virus	13	48.569023569023564	S	NA	MHS462	virus_OG
4QE1H|Virus	3	8.991981672394044	S	NA	MHS462	virus_OG
4QE7B|Virus	1482	955.9444219070355	S	metallocarboxypeptidase activity	MHS462	virus_OG
4QEBH|Virus	4	11.299435028248588	S	Capsid protein VP4	MHS462	virus_OG
4QEE7|Virus	2	3.8535645472061657	S	Pfam:DUF4815	MHS462	virus_OG
4QEE8|Virus	36	39.34426229508197	S	Pfam:DUF5047	MHS462	virus_OG
4QEGS|Virus	6	10.101010101010102	S	nicotinate-nucleotide diphosphorylase (carboxylating) activity	MHS462	virus_OG
4QEM5|Virus	10	24.87562189054726	S	NA	MHS462	virus_OG
4QEN8|Virus	7	6.044905008635579	S	TROVE domain	MHS462	virus_OG
4QERS|Virus	5	14.124293785310735	S	NA	MHS462	virus_OG
4QEZU|Virus	30	29.406745282359033	S	L1 (late) protein	MHS462	virus_OG
4QF37|Virus	1	5.555555555555555	S	NA	MHS462	virus_OG
4QFB2|Virus	8	33.58348968105066	S	NA	MHS462	virus_OG
4QFM7|Virus	2	7.49063670411985	S	NA	MHS462	virus_OG
4QFU3|Virus	14	13.091736694677873	S	NA	MHS462	virus_OG
4QFVV|Virus	43	63.46116027531956	S	Pfam:HNHc_6	MHS462	virus_OG
4QFW6|Virus	25	54.57151190579813	S	NA	MHS462	virus_OG
4QFWR|Virus	136	473.45946016158786	S	NA	MHS462	virus_OG
4QFX0|Virus	4	16.389811738648948	S	NA	MHS462	virus_OG
4QG17|Virus	4	9.195402298850574	S	NA	MHS462	virus_OG
4QG21|Virus	483	616.8582375478927	S	Phage terminase large subunit	MHS462	virus_OG
4QG2D|Virus	3620	2421.595428767461	S	NA	MHS462	virus_OG
4QG3J|Virus	2243	1691.5535444947209	S	Domain of unknown function (DUF4041)	MHS462	virus_OG
4QGCW|Virus	2	5.167958656330749	S	NA	MHS462	virus_OG
4QGE9|Virus	2	8.658008658008658	S	NA	MHS462	virus_OG
4QGEK|Virus	4	12.345679012345679	S	NA	MHS462	virus_OG
4QGJD|Virus	6	16.305305834655385	S	NA	MHS462	virus_OG
4QGQN|Virus	25	26.52447651386531	L	Papillomavirus helicase	MHS462	virus_OG
4QGQS|Virus	29	23.80952380952381	S	NA	MHS462	virus_OG
4QGVM|Virus	14	38.88888888888889	S	NA	MHS462	virus_OG
4QGWR|Virus	2	8.130081300813009	S	Phage terminase large subunit	MHS462	virus_OG
4QH00|Virus	15	11.904761904761905	S	NA	MHS462	virus_OG
4QH1U|Virus	6	14.705882352941178	S	Transposase IS200 like	MHS462	virus_OG
4QH9H|Virus	12	18.867924528301888	S	kinase activity	MHS462	virus_OG
4QHDI|Virus	16	53.53741496598639	S	NA	MHS462	virus_OG
