other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MAHG|Others	89	98.88888888888889	S	Source PGD	MHS528	other_OG
1MBRQ|Others	18	62.50000000000001	S	Source PGD	MHS528	other_OG
1MDRW|Others	4	14.492753623188404	U	Source PGD	MHS528	other_OG
1MDYW|Others	7	10.954616588419405	L	DNA repair protein XRCC3. Source PGD	MHS528	other_OG
1MEH9|Others	41	76.10518136833926	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS528	other_OG
1MERW|Others	20	56.49717514124294	S	function. Source PGD	MHS528	other_OG
1MFAQ|Others	5	15.723270440251572	S	Source PGD	MHS528	other_OG
1MFHY|Others	1	3.623188405797101	J	Argonaute1 (AGO1). Source PGD	MHS528	other_OG
1MFKV|Others	12	32	L	Origin recognition complex subunit. Source PGD	MHS528	other_OG
1MFXH|Others	22	44.33789788480864	E	Urease. Source PGD	MHS528	other_OG
1MGDI|Others	196	126.61498708010336	L	DNA mismatch repair protein MLH3. Source PGD	MHS528	other_OG
1MGMC|Others	74	104.9645390070922	S	Serine threonine protein phosphatase 4 regulatory subunit. Source PGD	MHS528	other_OG
1MH8V|Others	27	68.18181818181817	O	Source PGD	MHS528	other_OG
1MI1Z|Others	2	7.49063670411985	S	function. Source PGD	MHS528	other_OG
23PUF|Others	363	954.3519749523501	E	Catalyzes the NAD( )-dependent oxidative deamination of L-alanine to pyruvate, and the reverse reaction, the reductive amination of pyruvate	MHS528	other_OG
23TA6|Others	11	30.303030303030305	P	COG3119 Arylsulfatase A and related enzymes	MHS528	other_OG
23TAK|Others	2	7.246376811594202	V	COG1131 ABC-type multidrug transport system, ATPase component	MHS528	other_OG
23TM2|Others	33	24.070021881838073	H	COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2	MHS528	other_OG
23U59|Others	7	22.435897435897434	E	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate	MHS528	other_OG
23UA2|Others	74	219.43169926748772	O	Belongs to the serpin family	MHS528	other_OG
23WMZ|Others	157	505.7035163418143	-	-	MHS528	other_OG
