fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	131	141.81834706884314	L	Dna repair helicase rad25	MHS523	fungi_OG
3NTVI|Fungi	96	86.98463254945761	I	cytomegalovirus gh-receptor family protein	MHS523	fungi_OG
3NTVK|Fungi	183	114.38529405896426	I	Cral trio domain protein	MHS523	fungi_OG
3NTVM|Fungi	26	26.95639187574671	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS523	fungi_OG
3NTVQ|Fungi	85	81.33957125748672	S	mRNA processing protein	MHS523	fungi_OG
3NTVR|Fungi	40	66.77216974481884	F	Golgi to endosome transport protein	MHS523	fungi_OG
3NTVW|Fungi	34	67.49321998713081	U	snare protein	MHS523	fungi_OG
3NTVY|Fungi	108	110.90069336480248	G	Fructose-2,6-bisphosphatase	MHS523	fungi_OG
3NTVZ|Fungi	51	79.35426884321701	E	dioxygenase	MHS523	fungi_OG
3NTW3|Fungi	293	289.72579788049785	T	transporter	MHS523	fungi_OG
3NTW4|Fungi	69	63.56049374599505	H	Thiamine biosynthetic bifunctional	MHS523	fungi_OG
3NTW5|Fungi	181	247.24504871542848	B	histone deacetylase	MHS523	fungi_OG
3NTW8|Fungi	302	144.7580810900433	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS523	fungi_OG
3NTW9|Fungi	15	36.76090291474907	J	Belongs to the universal ribosomal protein uL5 family	MHS523	fungi_OG
3NTWB|Fungi	8	8.492569002123142	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS523	fungi_OG
3NTWD|Fungi	71	108.90516925889148	T	serine threonine-protein kinase	MHS523	fungi_OG
3NTWE|Fungi	59	61.830514446793515	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS523	fungi_OG
3NTWF|Fungi	207	118.90572866129322	B	histone deacetylase	MHS523	fungi_OG
3NTWG|Fungi	98	73.34231974730034	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS523	fungi_OG
3NTWH|Fungi	104	127.60134252911394	J	Belongs to the universal ribosomal protein uS5 family	MHS523	fungi_OG
3NTWM|Fungi	322	198.2623544377073	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS523	fungi_OG
3NTWN|Fungi	33	71.69669824518054	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS523	fungi_OG
3NTWQ|Fungi	77	95.67647821692738	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)	MHS523	fungi_OG
3NTWS|Fungi	59	56.32970712755309	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS523	fungi_OG
3NTWU|Fungi	63	61.25628579094561	T	serine threonine-protein phosphatase	MHS523	fungi_OG
3NTWW|Fungi	43	67.10912915732193	S	Mitochondrial protein	MHS523	fungi_OG
3NTWY|Fungi	64	66.99762877603466	T	STE STE20 PAKA protein kinase	MHS523	fungi_OG
3NTX1|Fungi	228	106.44335862837606	K	phd transcription factor	MHS523	fungi_OG
3NTX6|Fungi	253	129.25001359178026	UY	Nuclear pore complex	MHS523	fungi_OG
3NTX7|Fungi	212	205.3316038948831	UY	Importin 11	MHS523	fungi_OG
3NTXD|Fungi	360	335.6444530866202	L	Dna polymerase gamma	MHS523	fungi_OG
3NTXE|Fungi	55	70.99486507575833	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family	MHS523	fungi_OG
3NTXF|Fungi	26	47.47302578480098	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS523	fungi_OG
3NTXG|Fungi	21	33.32478851576519	K	-phosphatase	MHS523	fungi_OG
3NTXH|Fungi	73	148.43077206312373	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MHS523	fungi_OG
3NTXI|Fungi	25	27.965148271367653	O	Deoxyhypusine synthase	MHS523	fungi_OG
3NTXM|Fungi	48	50.405810233231136	S	WD-repeat protein pop3	MHS523	fungi_OG
3NTXR|Fungi	18	23.346303501945524	A	factor SLT11	MHS523	fungi_OG
3NTXU|Fungi	31	34.64262973575295	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS523	fungi_OG
3NTXV|Fungi	100	84.88758947474543	O	Glycosyltransferase family 33 protein	MHS523	fungi_OG
3NTXX|Fungi	68	112.48998685183736	I	cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	MHS523	fungi_OG
3NTXY|Fungi	54	57.004942452071894	E	nitrilase	MHS523	fungi_OG
3NTXZ|Fungi	80	93.28586398059144	KL	Transcription factor	MHS523	fungi_OG
3NTY2|Fungi	98	86.93668511253449	C	Fumarate hydratase	MHS523	fungi_OG
3NTY3|Fungi	78	112.84983359465167	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS523	fungi_OG
3NTY4|Fungi	81	76.50693393227017	J	YdiU domain protein	MHS523	fungi_OG
3NTY5|Fungi	8	12.606599925843529	T	cmgc cdk protein kinase	MHS523	fungi_OG
3NTY6|Fungi	91	64.23758295068167	S	Transcription factor	MHS523	fungi_OG
3NTY7|Fungi	110	123.8224304396503	J	phenylalanyl-tRNA synthetase alpha chain	MHS523	fungi_OG
3NTY8|Fungi	61	72.61144883485309	O	pre-rRNA-processing protein PNO1	MHS523	fungi_OG
3NTY9|Fungi	104	141.64789191160844	L	DNA-dependent ATPase and 5'-3' DNA helicase required for the maintenance of both mitochondrial and nuclear genome stability. Efficiently unwinds G-quadruplex (G4) DNA structures and forked RNA-DNA hybrids. Resolves G4 structures, preventing replication pausing and double-strand breaks (DSBs) at G4 motifs. Involved in the maintenance of telomeric DNA. Inhibits telomere elongation, de novo telomere formation and telomere addition to DSBs via catalytic inhibition of telomerase. Reduces the processivity of telomerase by displacing active telomerase from DNA ends. Releases telomerase by unwinding the short telomerase RNA telomeric DNA hybrid that is the intermediate in the telomerase reaction. Involved in the maintenance of ribosomal (rDNA). Required for efficient fork arrest at the replicaion fork barrier within rDNA. Involved in the maintenance of mitochondrial (mtDNA). Required to maintain mtDNA under conditions that introduce dsDNA breaks in mtDNA, either preventing or repairing dsDNA breaks. May inhibit replication progression to allow time for repair. May have a general role in chromosomal replication by affecting Okazaki fragment maturation. May have a role in conjunction with DNA2 helicase nuclease in 5'-flap extension during Okazaki fragment processing	MHS523	fungi_OG
3NTYA|Fungi	81	47.52075116364014	T	cmgc dyrk yak protein kinase	MHS523	fungi_OG
3NTYD|Fungi	50	86.24564557494186	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS523	fungi_OG
3NTYE|Fungi	108	114.11171516104989	S	NA	MHS523	fungi_OG
3NTYH|Fungi	157	127.96075144724036	BD	Structural maintenance of chromosomes protein	MHS523	fungi_OG
3NTYI|Fungi	30	50.93460268841247	H	Lipoate-protein ligase	MHS523	fungi_OG
3NTYJ|Fungi	120	99.17005525329947	G	Belongs to the PI3 PI4-kinase family	MHS523	fungi_OG
3NTYK|Fungi	224	125.02405086586155	M	Chitin Synthase	MHS523	fungi_OG
3NTYM|Fungi	51	47.02199781081177	I	carbamoylphosphate synthase	MHS523	fungi_OG
3NTYN|Fungi	97	129.48616600790515	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS523	fungi_OG
3NTYR|Fungi	77	61.53257711928903	L	DNA repair helicase	MHS523	fungi_OG
3NTYS|Fungi	84	92.26883633699809	C	Belongs to the cytochrome b5 family	MHS523	fungi_OG
3NTYU|Fungi	107	89.8599316353434	U	Signal transduction protein	MHS523	fungi_OG
3NTYW|Fungi	103	73.45516493414448	P	transporter	MHS523	fungi_OG
3NTYX|Fungi	58	77.25632027267297	E	Xaa-pro dipeptidase	MHS523	fungi_OG
3NTYZ|Fungi	86	35.253984818719765	O	IQ and HECT domain protein	MHS523	fungi_OG
3NTZ0|Fungi	35	81.88106504569303	J	Belongs to the eukaryotic ribosomal protein eS7 family	MHS523	fungi_OG
3NTZ4|Fungi	83	66.58513146548054	J	Glycyl-trna synthetase	MHS523	fungi_OG
3NTZ9|Fungi	88	62.770671691923276	A	SNF2 family	MHS523	fungi_OG
3NTZB|Fungi	45	82.84438250781636	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS523	fungi_OG
3NTZC|Fungi	64	58.46011430411334	M	dolichyl-phosphate beta-glucosyltransferase	MHS523	fungi_OG
3NTZE|Fungi	443	341.81759985486167	Q	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily	MHS523	fungi_OG
3NTZF|Fungi	103	111.84861345147624	G	Belongs to the ALG6 ALG8 glucosyltransferase family	MHS523	fungi_OG
3NTZH|Fungi	40	73.44163685374454	O	proteasome subunit alpha	MHS523	fungi_OG
3NTZI|Fungi	154	93.36660270260876	S	cell polarity protein	MHS523	fungi_OG
3NTZK|Fungi	39	83.66792198356907	I	Belongs to the enoyl-CoA hydratase isomerase family	MHS523	fungi_OG
3NTZP|Fungi	66	106.9310375862379	J	Tyrosyl-trna synthetase	MHS523	fungi_OG
3NTZQ|Fungi	34	67.16209701972193	J	60S ribosomal protein L7	MHS523	fungi_OG
3NTZR|Fungi	80	98.00897506124755	U	vacuolar protein sorting-associated protein 74	MHS523	fungi_OG
3NTZT|Fungi	31	31.871457735520437	O	gpi-anchor transamidase	MHS523	fungi_OG
3NTZU|Fungi	69	73.8910428338028	A	Branchpoint-bridging protein	MHS523	fungi_OG
3NTZV|Fungi	44	48.238239294592184	G	NADH kinase	MHS523	fungi_OG
3NTZW|Fungi	15	14.084507042253522	O	Beta subunit	MHS523	fungi_OG
3NTZX|Fungi	135	86.06374714357541	L	Deoxycytidyl transferase involved in DNA repair. Transfers a dCMP residue from dCTP to the 3'-end of a DNA primer in a template-dependent reaction. May assist in the first step in the bypass of abasic lesions by the insertion of a nucleotide opposite the lesion. Required for normal induction of mutations by physical and chemical agents	MHS523	fungi_OG
3NU01|Fungi	422	241.45984916549563	S	nucleoporin pom152	MHS523	fungi_OG
3NU02|Fungi	201	210.88771537864244	L	tpr repeat-containing protein	MHS523	fungi_OG
3NU03|Fungi	65	76.87328954570334	H	Component of the coenzyme Q biosynthetic pathway. May play a role in organizing a multi-subunit COQ enzyme complex required for coenzyme Q biosynthesis. Required for steady-state levels of other COQ polypeptides	MHS523	fungi_OG
3NU06|Fungi	124	147.11267846094782	A	Multiple RNA-binding domain-containing protein	MHS523	fungi_OG
3NU07|Fungi	50	72.00117093381972	J	Belongs to the universal ribosomal protein uS3 family	MHS523	fungi_OG
3NU08|Fungi	47	76.11041962939285	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family	MHS523	fungi_OG
