bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7IA|Bacteria	162	240.50167192703054	S	Domain of unknown function (DUF1852)	MHS508	bacteria_OG
2Z7IB|Bacteria	57	94.22204877189743	S	NA	MHS508	bacteria_OG
2Z7JB|Bacteria	4	5.398110661268556	S	Multiubiquitin	MHS508	bacteria_OG
2Z7JG|Bacteria	32	31.558185404339252	S	Phage major capsid protein E	MHS508	bacteria_OG
2Z7JJ|Bacteria	103	179.52232984248138	S	Putative 2OG-Fe(II) oxygenase	MHS508	bacteria_OG
2Z7JV|Bacteria	38	43.37899543378995	S	NA	MHS508	bacteria_OG
2Z7JY|Bacteria	19	23.553977310510845	S	Phage major capsid protein E	MHS508	bacteria_OG
2Z7K3|Bacteria	4	4.848484848484849	S	photosynthetic reaction center L subunit	MHS508	bacteria_OG
2Z7KE|Bacteria	65	40.123456790123456	S	Domain of unknown function (DUF4159)	MHS508	bacteria_OG
2Z7KK|Bacteria	169	106.55119952872761	S	COG NOG06097 non supervised orthologous group	MHS508	bacteria_OG
2Z7KS|Bacteria	57	89.38592271925606	S	cellular response to DNA damage stimulus	MHS508	bacteria_OG
2Z7KV|Bacteria	2	3.875968992248062	S	NA	MHS508	bacteria_OG
2Z7KX|Bacteria	32	42.99671374011901	S	EcsC protein family	MHS508	bacteria_OG
2Z7MD|Bacteria	6	6.968641114982579	S	Psort location Cytoplasmic, score 8.96	MHS508	bacteria_OG
2Z7MU|Bacteria	34	46.17279982859286	S	SseB protein N-terminal domain	MHS508	bacteria_OG
2Z7MV|Bacteria	21	18.42105263157895	S	NA	MHS508	bacteria_OG
2Z7MY|Bacteria	62	47.544014418205094	S	NA	MHS508	bacteria_OG
2Z7N3|Bacteria	33	40.29304029304029	S	Sulfotransferase family	MHS508	bacteria_OG
2Z7NA|Bacteria	3	12.345679012345679	S	Psort location CytoplasmicMembrane, score	MHS508	bacteria_OG
2Z7NK|Bacteria	27	12.587412587412587	S	NA	MHS508	bacteria_OG
2Z7NV|Bacteria	11	18.0623973727422	S	Domain of unknown function (DUF1998)	MHS508	bacteria_OG
2Z7PG|Bacteria	15	16.14079278801538	S	CRISPR-associated protein (Cas_Csy3)	MHS508	bacteria_OG
2Z7PQ|Bacteria	34	47.91264490576953	S	NA	MHS508	bacteria_OG
2Z7PY|Bacteria	4	6.472491909385114	S	Protein of unknown function (DUF2793)	MHS508	bacteria_OG
2Z7Q0|Bacteria	16	28.883789985153193	S	Protein of unknown function (DUF4127)	MHS508	bacteria_OG
2Z7QD|Bacteria	135	230.43669193378713	S	NA	MHS508	bacteria_OG
2Z7QU|Bacteria	22	19.63547878043198	S	TIGRFAM phage plasmid-related protein TIGR03299	MHS508	bacteria_OG
2Z7QZ|Bacteria	39	34.300791556728235	S	NA	MHS508	bacteria_OG
2Z7R2|Bacteria	66	43.65079365079365	S	NA	MHS508	bacteria_OG
2Z7R8|Bacteria	6	11.40126301416624	S	NA	MHS508	bacteria_OG
2Z7RB|Bacteria	13	26.22721788277132	S	Alginate export	MHS508	bacteria_OG
2Z7RI|Bacteria	63	62.5	S	NA	MHS508	bacteria_OG
2Z7RS|Bacteria	2711	5584.611458829999	S	Protein of unknown function (DUF2891)	MHS508	bacteria_OG
2Z7RZ|Bacteria	15	26.503163122881432	S	NA	MHS508	bacteria_OG
2Z7S6|Bacteria	141	156.68918328555245	S	Protein of unknown function (DUF2493)	MHS508	bacteria_OG
2Z7SA|Bacteria	72	84.82433150179993	S	transfer protein	MHS508	bacteria_OG
2Z7SI|Bacteria	5	19.841269841269842	S	Protein of unknown function (DUF3388)	MHS508	bacteria_OG
2Z7SZ|Bacteria	80	121.79535797284714	S	3-methyladenine DNA glycosylase	MHS508	bacteria_OG
2Z7T2|Bacteria	14	21.806853582554517	S	AAA domain	MHS508	bacteria_OG
2Z7TD|Bacteria	46	64.5721487602115	S	Protein of unknown function (DUF3182)	MHS508	bacteria_OG
2Z7TF|Bacteria	21	25.01858523474581	S	Uncharacterized protein conserved in bacteria (DUF2236)	MHS508	bacteria_OG
2Z7TR|Bacteria	73	74.04901056530458	S	Phage portal protein, SPP1 Gp6-like	MHS508	bacteria_OG
2Z7TU|Bacteria	251	243.74089720363065	S	NA	MHS508	bacteria_OG
2Z7U0|Bacteria	1	3.3333333333333335	S	Nitrile hydratase	MHS508	bacteria_OG
2Z7U4|Bacteria	1390	2939.341776281371	S	succinate dehydrogenase	MHS508	bacteria_OG
2Z7UG|Bacteria	53	100.49771006744655	S	Protein of unknown function (DUF2840)	MHS508	bacteria_OG
2Z7UP|Bacteria	45	40.87193460490463	S	Psort location CytoplasmicMembrane, score 10.00	MHS508	bacteria_OG
2Z7V0|Bacteria	10	9.980039920159681	S	Domain of unknown function (DUF4105)	MHS508	bacteria_OG
2Z7V8|Bacteria	108	87.50505352798086	S	type ii restriction enzyme	MHS508	bacteria_OG
2Z7VI|Bacteria	27	33.94335511982571	S	Psort location Cytoplasmic, score	MHS508	bacteria_OG
2Z7VT|Bacteria	154	93.33325872892053	S	AIPR protein	MHS508	bacteria_OG
2Z7VW|Bacteria	5	6.858710562414267	S	NA	MHS508	bacteria_OG
2Z7VY|Bacteria	7058	6298.84172372231	S	Psort location Cytoplasmic, score	MHS508	bacteria_OG
2Z7W1|Bacteria	80	44.370493621741545	S	NA	MHS508	bacteria_OG
2Z7WE|Bacteria	12	19.900497512437813	S	NA	MHS508	bacteria_OG
2Z7WG|Bacteria	112	65.62816891206721	S	NA	MHS508	bacteria_OG
2Z7X3|Bacteria	6	9.615384615384615	S	NA	MHS508	bacteria_OG
