other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MC7T|Others	4	6.1443932411674345	I	Fatty acyl-CoA reductase. Source PGD	MHS459	other_OG
1MDM3|Others	6	10.152284263959391	S	DUF185 family protein. Source PGD	MHS459	other_OG
1MFAQ|Others	1	4.273504273504273	S	Source PGD	MHS459	other_OG
1MJPT|Others	4	18.779342723004696	-	-	MHS459	other_OG
1MJYV|Others	2	5.012531328320802	-	-	MHS459	other_OG
23PSC|Others	7	8.80503144654088	S	Alpha/beta hydrolase family	MHS459	other_OG
23Q4S|Others	2	5.2493438320209975	M	PFAM mannose-6-phosphate isomerase, type II	MHS459	other_OG
23S10|Others	14	15.659955257270694	G	COG3387 Glucoamylase and related glycosyl hydrolases	MHS459	other_OG
23S1J|Others	5	17.921146953405017	E	transport systems, ATPase components	MHS459	other_OG
23SB2|Others	1	4.016064257028113	L	COG0675 Transposase and inactivated derivatives	MHS459	other_OG
23SHN|Others	6	14.492753623188406	C	Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions	MHS459	other_OG
23SJ7|Others	7	20.648967551622416	L	DNA-dependent ATPase and 3'-5' DNA helicase that may be involved in repair of stalled replication forks	MHS459	other_OG
23SMT|Others	2	4.166666666666667	F	Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate	MHS459	other_OG
23SNF|Others	2	8.771929824561402	E	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate	MHS459	other_OG
23SX4|Others	2	3.4013605442176873	-	-	MHS459	other_OG
23T0I|Others	2	4.357298474945534	L	COG1525 Micrococcal nuclease (thermonuclease) homologs	MHS459	other_OG
23TCR|Others	2	8.23045267489712	J	translation factor	MHS459	other_OG
23TK5|Others	3	12.048192771084338	L	COG0675 Transposase and inactivated derivatives	MHS459	other_OG
23TQD|Others	27	29.22077922077922	T	response regulator, receiver	MHS459	other_OG
23TSJ|Others	2	7.662835249042145	S	metal-dependent RNase, consists of a metallo-beta-lactamase domain and an RNA-binding KH domain	MHS459	other_OG
23U61|Others	2	3.7243947858472994	C	COG1018 Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	MHS459	other_OG
