other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MEH9|Others	13	20.73365231259968	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS474	other_OG
1MFKV|Others	5	13.333333333333334	L	Origin recognition complex subunit. Source PGD	MHS474	other_OG
1MFXH|Others	5	10.351966873706004	E	Urease. Source PGD	MHS474	other_OG
1MGDI|Others	105	67.82945736434108	L	DNA mismatch repair protein MLH3. Source PGD	MHS474	other_OG
1MGMC|Others	22	31.20567375886525	S	Serine threonine protein phosphatase 4 regulatory subunit. Source PGD	MHS474	other_OG
1MH8V|Others	31	84.17508417508417	O	Source PGD	MHS474	other_OG
23SW6|Others	2	5.952380952380952	D	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	MHS474	other_OG
23TA6|Others	6	16.528925619834713	P	COG3119 Arylsulfatase A and related enzymes	MHS474	other_OG
23WBW|Others	4	15.503875968992247	K	COG0456 Acetyltransferases	MHS474	other_OG
23WMZ|Others	168	549.570996379507	-	-	MHS474	other_OG
2D0Q5|Others	6	27.027027027027028	S	RF-1 domain	MHS474	other_OG
2NAJQ|Others	3	8.106473079249849	E	PFAM amino acid permease-associated region	MHS474	other_OG
2NBM6|Others	2399	2668.8005216207416	E	-	MHS474	other_OG
2RZGN|Others	95	49.5565988523735	S	plant mutator transposase zinc finger	MHS474	other_OG
2S5UM|Others	30	72.48055803588464	C	LAGLIDADG endonuclease	MHS474	other_OG
2S6ZE|Others	2	7.326007326007326	-	-	MHS474	other_OG
2S8FT|Others	28	51.807271319466444	K	transferase activity, transferring acyl groups	MHS474	other_OG
2SD59|Others	1	3.9682539682539684	-	-	MHS474	other_OG
2SF6P|Others	36	155.84415584415584	-	-	MHS474	other_OG
2SR8F|Others	2	7.662835249042145	-	-	MHS474	other_OG
2SW5Y|Others	4	14.336917562724013	-	-	MHS474	other_OG
2SWXZ|Others	1	4.694835680751174	-	-	MHS474	other_OG
2SZSZ|Others	38	54.53591028394178	-	-	MHS474	other_OG
2T0F6|Others	15	32.25806451612903	-	-	MHS474	other_OG
2XDMK|Others	1	6.289308176100628	A	LSM domain	MHS474	other_OG
2XDPM|Others	2	8.333333333333334	J	GatB/GatE catalytic domain	MHS474	other_OG
2Y1RA|Others	4	7.889546351084813	Q	Isochorismatase family	MHS474	other_OG
34GN9|Others	1	4.901960784313726	A	Splicing factor 3B subunit 1	MHS474	other_OG
34GTW|Others	11	16.152716593245227	A	PRO8NT (NUC069), PrP8 N-terminal domain	MHS474	other_OG
34GZY|Others	15	53.079169584133766	OT	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	MHS474	other_OG
34J6J|Others	2	9.389671361502348	U	Rab subfamily of small GTPases	MHS474	other_OG
34JC7|Others	49	29.58937198067633	S	Predicted ATPase of the ABC class	MHS474	other_OG
34JFK|Others	11	45.833333333333336	KT	C-terminal domain on Strawberry notch homologue	MHS474	other_OG
34KN9|Others	17	46.95340501792115	O	Belongs to the ubiquitin-conjugating enzyme family	MHS474	other_OG
34N8D|Others	7	20.648967551622416	O	DnaJ molecular chaperone homology domain	MHS474	other_OG
37JFH|Others	3	9.345794392523365	F	belongs to the metallo- dependent hydrolases superfamily. Urease alpha subunit family	MHS474	other_OG
389ZI|Others	136	377.77777777777777	-	-	MHS474	other_OG
38B7D|Others	70	50.946142649199416	O	post-chaperonin tubulin folding pathway	MHS474	other_OG
38B7J|Others	2	7.246376811594202	P	calcium-transporting ATPase activity	MHS474	other_OG
38BDM|Others	7	30.3030303030303	U	GTP binding	MHS474	other_OG
38BS8|Others	16	33.333333333333336	Z	heavy chain	MHS474	other_OG
38CKP|Others	1	3.3333333333333335	H	E1-like activating enzyme involved in the 2 ubiquitin- like systems required for cytoplasm to vacuole transport (Cvt) and autophagy. Activates ATG12 for its conjugation with ATG5 and ATG8 for its conjugation with phosphatidylethanolamine. Both systems are needed for the ATG8 association to Cvt vesicles and autophagosomes membranes. Autophagy is essential for maintenance of amino acid levels and protein synthesis under nitrogen starvation. Required for selective autophagic degradation of the nucleus (nucleophagy) as well as for mitophagy which contributes to regulate mitochondrial quantity and quality by eliminating the mitochondria to a basal level to fulfill cellular energy requirements and preventing excess ROS production. Plays a role in the regulation of filamentous growth and chronological longevity (By similarity)	MHS474	other_OG
38D42|Others	1	3.4013605442176873	O	aspartic-type endopeptidase activity	MHS474	other_OG
38D6P|Others	41	79.3709114020046	I	phosphopantetheine binding	MHS474	other_OG
38DJE|Others	16	58.387799564270146	O	protein N-linked glycosylation via asparagine	MHS474	other_OG
38EJA|Others	1	3.436426116838488	O	Belongs to the heat shock protein 70 family	MHS474	other_OG
38EME|Others	6	13.157894736842104	U	ras-related GTP-binding protein	MHS474	other_OG
38FUD|Others	2	11.695906432748536	L	DNA clamp loader activity	MHS474	other_OG
38GS1|Others	28	31.85437997724687	T	Camp-dependent protein kinase	MHS474	other_OG
38HF4|Others	2	4.11522633744856	J	ribosomal small subunit assembly	MHS474	other_OG
397N0|Others	17	32.945736434108525	BK	internal peptidyl-lysine acetylation	MHS474	other_OG
39T86|Others	7	22.22222222222222	J	U1 snRNA 3'-end processing	MHS474	other_OG
3A1NV|Others	2	8.547008547008547	Z	Belongs to the ATG8 family	MHS474	other_OG
3A3FA|Others	7	22.22222222222222	A	regulation of alternative mRNA splicing, via spliceosome	MHS474	other_OG
