fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	25	36.312754108644576	L	Dna repair helicase rad25	MHS459	fungi_OG
3NTVH|Fungi	86	114.61767829557124	Q	amine oxidase	MHS459	fungi_OG
3NTVK|Fungi	19	38.693801289366675	I	Cral trio domain protein	MHS459	fungi_OG
3NTVM|Fungi	9	7.425742574257426	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS459	fungi_OG
3NTVS|Fungi	1	4.329004329004329	H	Potential Queuosine, Q, salvage protein family	MHS459	fungi_OG
3NTVT|Fungi	16	46.160145436444225	O	leucine carboxyl methyltransferase	MHS459	fungi_OG
3NTVW|Fungi	1	4.62962962962963	U	snare protein	MHS459	fungi_OG
3NTVZ|Fungi	1	5.05050505050505	E	dioxygenase	MHS459	fungi_OG
3NTW1|Fungi	1	3.9215686274509802	Q	Short chain dehydrogenase	MHS459	fungi_OG
3NTW2|Fungi	6	14.388489208633095	S	Actin patch protein	MHS459	fungi_OG
3NTW3|Fungi	137	275.28423801333696	T	transporter	MHS459	fungi_OG
3NTW4|Fungi	9	36.98985117113772	H	Thiamine biosynthetic bifunctional	MHS459	fungi_OG
3NTW5|Fungi	33	53.04492255711768	B	histone deacetylase	MHS459	fungi_OG
3NTW8|Fungi	18	34.5327431959489	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS459	fungi_OG
3NTW9|Fungi	2	7.249802994483845	J	Belongs to the universal ribosomal protein uL5 family	MHS459	fungi_OG
3NTWB|Fungi	2	12.121212121212121	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS459	fungi_OG
3NTWC|Fungi	24	21.05800773960359	S	NA	MHS459	fungi_OG
3NTWD|Fungi	23	17.234602837715677	T	serine threonine-protein kinase	MHS459	fungi_OG
3NTWE|Fungi	6	13.793103448275863	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS459	fungi_OG
3NTWF|Fungi	2	8.486931167343538	B	histone deacetylase	MHS459	fungi_OG
3NTWG|Fungi	20	33.586900364309	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS459	fungi_OG
3NTWH|Fungi	15	25.641025641025642	J	Belongs to the universal ribosomal protein uS5 family	MHS459	fungi_OG
3NTWI|Fungi	46	55.91484922190484	Q	acetyl-CoA synthetase-like protein	MHS459	fungi_OG
3NTWJ|Fungi	1	4.166666666666667	TUZ	zinc finger protein gcs1	MHS459	fungi_OG
3NTWK|Fungi	4	17.16715577143628	GMO	GDP-mannose pyrophosphorylase	MHS459	fungi_OG
3NTWM|Fungi	38	32.28576802423608	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS459	fungi_OG
3NTWN|Fungi	13	32.39147263177007	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS459	fungi_OG
