fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	291	267.9309010952104	L	Dna repair helicase rad25	MHS453	fungi_OG
3NTVH|Fungi	481	752.4670838606694	Q	amine oxidase	MHS453	fungi_OG
3NTVI|Fungi	187	240.99540633927393	I	cytomegalovirus gh-receptor family protein	MHS453	fungi_OG
3NTVK|Fungi	381	354.0601633881753	I	Cral trio domain protein	MHS453	fungi_OG
3NTVM|Fungi	109	138.71248172571433	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS453	fungi_OG
3NTVQ|Fungi	117	126.63656369857692	S	mRNA processing protein	MHS453	fungi_OG
3NTVR|Fungi	152	203.0557783410825	F	Golgi to endosome transport protein	MHS453	fungi_OG
3NTVS|Fungi	37	61.97654941373535	H	Potential Queuosine, Q, salvage protein family	MHS453	fungi_OG
3NTVT|Fungi	134	246.03103165336609	O	leucine carboxyl methyltransferase	MHS453	fungi_OG
3NTVU|Fungi	17	16.865079365079364	S	pyrophosphatase	MHS453	fungi_OG
3NTVW|Fungi	66	96.48470402468072	U	snare protein	MHS453	fungi_OG
3NTVY|Fungi	180	193.53185082659343	G	Fructose-2,6-bisphosphatase	MHS453	fungi_OG
3NTVZ|Fungi	75	158.8275657210319	E	dioxygenase	MHS453	fungi_OG
3NTW1|Fungi	7	30.3030303030303	Q	Short chain dehydrogenase	MHS453	fungi_OG
3NTW2|Fungi	163	169.86359761295824	S	Actin patch protein	MHS453	fungi_OG
3NTW3|Fungi	1163	1521.9742762371052	T	transporter	MHS453	fungi_OG
3NTW4|Fungi	155	307.0983819884501	H	Thiamine biosynthetic bifunctional	MHS453	fungi_OG
3NTW5|Fungi	220	306.09756713918466	B	histone deacetylase	MHS453	fungi_OG
3NTW8|Fungi	558	453.8544142729352	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS453	fungi_OG
3NTW9|Fungi	47	109.96067889877575	J	Belongs to the universal ribosomal protein uL5 family	MHS453	fungi_OG
3NTWB|Fungi	57	73.26345394221974	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS453	fungi_OG
3NTWC|Fungi	25	76.21951219512195	S	NA	MHS453	fungi_OG
3NTWD|Fungi	121	166.93297166689243	T	serine threonine-protein kinase	MHS453	fungi_OG
3NTWE|Fungi	192	313.1499821994592	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS453	fungi_OG
3NTWF|Fungi	360	299.5664847738531	B	histone deacetylase	MHS453	fungi_OG
3NTWG|Fungi	201	141.51101698942182	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS453	fungi_OG
3NTWH|Fungi	45	85.63521496530548	J	Belongs to the universal ribosomal protein uS5 family	MHS453	fungi_OG
3NTWI|Fungi	600	498.3011802795413	Q	acetyl-CoA synthetase-like protein	MHS453	fungi_OG
3NTWJ|Fungi	12	65.57377049180327	TUZ	zinc finger protein gcs1	MHS453	fungi_OG
3NTWK|Fungi	108	153.65202511450775	GMO	GDP-mannose pyrophosphorylase	MHS453	fungi_OG
3NTWM|Fungi	663	566.5719343298781	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS453	fungi_OG
3NTWN|Fungi	120	185.5512380756282	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS453	fungi_OG
3NTWP|Fungi	67	108.29975364859085	S	NA	MHS453	fungi_OG
3NTWQ|Fungi	119	124.60228838218634	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)	MHS453	fungi_OG
3NTWS|Fungi	168	232.17926767268992	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS453	fungi_OG
3NTWT|Fungi	25	80.90277777777777	P	Cation diffusion facilitator 1	MHS453	fungi_OG
3NTWU|Fungi	163	284.09981326370837	T	serine threonine-protein phosphatase	MHS453	fungi_OG
3NTWV|Fungi	194	347.256030356191	P	Phosphate transporter	MHS453	fungi_OG
3NTWW|Fungi	99	176.0987270404959	S	Mitochondrial protein	MHS453	fungi_OG
3NTWX|Fungi	79	123.31890331890332	CK	)-reductase	MHS453	fungi_OG
3NTWY|Fungi	147	147.6870264323459	T	STE STE20 PAKA protein kinase	MHS453	fungi_OG
3NTWZ|Fungi	15	37.51058656394285	S	rangtp-binding protein	MHS453	fungi_OG
3NTX1|Fungi	351	207.17254041122627	K	phd transcription factor	MHS453	fungi_OG
3NTX2|Fungi	75	71.42857142857143	Q	short chain dehydrogenase reductase	MHS453	fungi_OG
3NTX3|Fungi	104	165.71191592019323	G	transporter	MHS453	fungi_OG
3NTX4|Fungi	24	43.86195076966004	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	MHS453	fungi_OG
3NTX5|Fungi	21	31.11111111111111	E	Prephenate dehydratase	MHS453	fungi_OG
3NTX6|Fungi	385	251.4945509058191	UY	Nuclear pore complex	MHS453	fungi_OG
3NTX7|Fungi	391	271.4948335656243	UY	Importin 11	MHS453	fungi_OG
3NTX8|Fungi	7	38.88888888888889	F	Dil and ankyrin	MHS453	fungi_OG
3NTX9|Fungi	67	79.00987135409488	S	Protein of unknown function (DUF1365)	MHS453	fungi_OG
3NTXA|Fungi	59	133.32873816744785	Q	Polyamine oxidase	MHS453	fungi_OG
3NTXB|Fungi	50	97.04799350933034	L	or apyrimidinic site) lyase	MHS453	fungi_OG
3NTXC|Fungi	73	128.75259476337501	Q	Cytochrome p-450	MHS453	fungi_OG
3NTXD|Fungi	416	365.2940375403288	L	Dna polymerase gamma	MHS453	fungi_OG
3NTXE|Fungi	108	169.77998399109973	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family	MHS453	fungi_OG
