virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	368	311.2884713705148	S	N-acetylmuramoyl-L-alanine amidase activity	MHS468	virus_OG
4QAQV|Virus	80	157.05618310067578	S	protein disulfide oxidoreductase activity	MHS468	virus_OG
4QAR6|Virus	77	130.28764805414554	L	dUTP diphosphatase activity	MHS468	virus_OG
4QAR7|Virus	16	12.066365007541478	S	Phage portal protein, SPP1 Gp6-like	MHS468	virus_OG
4QAU9|Virus	38	86.57287424410713	S	Single-strand binding protein family	MHS468	virus_OG
4QAWG|Virus	117	153.22282030029544	S	DnaB-like helicase C terminal domain	MHS468	virus_OG
4QAX8|Virus	8	21.44249512670565	S	calcium ion binding	MHS468	virus_OG
4QAZF|Virus	7	32.944983818770226	S	Protein of unknwon function (DUF3310)	MHS468	virus_OG
4QB0W|Virus	39	95.7345624817091	S	Protein of unknown function (DUF1064)	MHS468	virus_OG
4QBHW|Virus	10	15.94896331738437	S	NA	MHS468	virus_OG
4QBIH|Virus	179	127.4928774928775	S	recombinase activity	MHS468	virus_OG
4QBNM|Virus	31	52.188552188552194	S	serine-type endopeptidase activity	MHS468	virus_OG
4QBSI|Virus	218	57.310983990185825	S	NA	MHS468	virus_OG
4QBV3|Virus	17	14.829719055071168	S	Phage Terminase	MHS468	virus_OG
4QC2G|Virus	8	13.816925734024181	S	Ribonucleotide reductase, small chain	MHS468	virus_OG
4QCCB|Virus	7	22.429261559696343	S	Pfam:Peptidase_M78	MHS468	virus_OG
4QD6Y|Virus	42	95.1417004048583	S	DNA N-6-adenine-methyltransferase (Dam)	MHS468	virus_OG
4QDF9|Virus	58	112.04142468616763	S	Protein of unknown function (DUF1071)	MHS468	virus_OG
4QE7B|Virus	179	128.30462242981662	S	metallocarboxypeptidase activity	MHS468	virus_OG
4QFB2|Virus	8	42.24619610876262	S	NA	MHS468	virus_OG
4QFWR|Virus	1	3.4013605442176873	S	NA	MHS468	virus_OG
4QG3J|Virus	31	23.378582202111613	S	Domain of unknown function (DUF4041)	MHS468	virus_OG
4QGVM|Virus	3	8.474576271186441	S	NA	MHS468	virus_OG
4QGYH|Virus	8	32.1285140562249	S	NA	MHS468	virus_OG
