virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAJX|Virus	5	9.157509157509157	S	NA	MHS554	virus_OG
4QAK6|Virus	972	746.9231278436027	S	N-acetylmuramoyl-L-alanine amidase activity	MHS554	virus_OG
4QAR7|Virus	36	27.149321266968325	S	Phage portal protein, SPP1 Gp6-like	MHS554	virus_OG
4QAWG|Virus	4	12.777777777777779	S	DnaB-like helicase C terminal domain	MHS554	virus_OG
4QBMM|Virus	32	28.90695573622403	S	NA	MHS554	virus_OG
4QC2G|Virus	12	20.725388601036272	S	Ribonucleotide reductase, small chain	MHS554	virus_OG
4QDBK|Virus	5	14.768752429071123	S	NA	MHS554	virus_OG
4QDKP|Virus	8	18.832391713747647	S	transaminase activity	MHS554	virus_OG
4QDV8|Virus	2	6.230529595015576	S	NA	MHS554	virus_OG
4QE1H|Virus	4	11.299435028248588	S	NA	MHS554	virus_OG
4QFGF|Virus	2	8.032128514056225	S	Protein of unknown function (DUF1024)	MHS554	virus_OG
4QFMI|Virus	26	26.831785345717236	S	PD-(D/E)XK nuclease superfamily	MHS554	virus_OG
4QGJD|Virus	5	15.57632398753894	S	NA	MHS554	virus_OG
4QGVM|Virus	6	18.172287261925565	S	NA	MHS554	virus_OG
