fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	390	452.4609206621796	L	Dna repair helicase rad25	MHS461	fungi_OG
3NTVI|Fungi	274	190.89519770544715	I	cytomegalovirus gh-receptor family protein	MHS461	fungi_OG
3NTVJ|Fungi	5	18.115942028985504	A	RNA recognition domain-containing protein	MHS461	fungi_OG
3NTVK|Fungi	693	558.5869069790346	I	Cral trio domain protein	MHS461	fungi_OG
3NTVM|Fungi	136	161.08942183494045	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS461	fungi_OG
3NTVQ|Fungi	209	198.19018275454357	S	mRNA processing protein	MHS461	fungi_OG
3NTVR|Fungi	121	209.71750453493016	F	Golgi to endosome transport protein	MHS461	fungi_OG
3NTVW|Fungi	87	186.36572263597574	U	snare protein	MHS461	fungi_OG
3NTVY|Fungi	386	418.807946461809	G	Fructose-2,6-bisphosphatase	MHS461	fungi_OG
3NTVZ|Fungi	150	276.2225577958239	E	dioxygenase	MHS461	fungi_OG
3NTW3|Fungi	746	737.9395771794856	T	transporter	MHS461	fungi_OG
3NTW4|Fungi	183	143.18028180206255	H	Thiamine biosynthetic bifunctional	MHS461	fungi_OG
3NTW5|Fungi	682	828.957858261835	B	histone deacetylase	MHS461	fungi_OG
3NTW8|Fungi	769	473.8760053676696	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS461	fungi_OG
3NTW9|Fungi	45	112.75482032024289	J	Belongs to the universal ribosomal protein uL5 family	MHS461	fungi_OG
3NTWB|Fungi	51	73.41870349089572	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS461	fungi_OG
3NTWD|Fungi	183	282.3526778337381	T	serine threonine-protein kinase	MHS461	fungi_OG
3NTWE|Fungi	166	212.87691588368435	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS461	fungi_OG
3NTWF|Fungi	464	266.6215432931865	B	histone deacetylase	MHS461	fungi_OG
3NTWG|Fungi	320	256.1843322899754	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS461	fungi_OG
3NTWH|Fungi	254	326.5529066887215	J	Belongs to the universal ribosomal protein uS5 family	MHS461	fungi_OG
3NTWM|Fungi	1176	799.5619701777762	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS461	fungi_OG
3NTWN|Fungi	110	199.86218656429583	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS461	fungi_OG
3NTWQ|Fungi	275	347.1988076084341	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)	MHS461	fungi_OG
3NTWS|Fungi	153	155.41615101508307	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS461	fungi_OG
3NTWU|Fungi	210	211.97557526331607	T	serine threonine-protein phosphatase	MHS461	fungi_OG
3NTWW|Fungi	185	284.4848905341329	S	Mitochondrial protein	MHS461	fungi_OG
3NTWY|Fungi	189	209.8590350587314	T	STE STE20 PAKA protein kinase	MHS461	fungi_OG
3NTX1|Fungi	614	322.6306405002012	K	phd transcription factor	MHS461	fungi_OG
3NTX5|Fungi	34	50.37037037037037	E	Prephenate dehydratase	MHS461	fungi_OG
3NTX6|Fungi	703	421.42235994578556	UY	Nuclear pore complex	MHS461	fungi_OG
3NTX7|Fungi	677	547.5290270641643	UY	Importin 11	MHS461	fungi_OG
