virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIJ|Virus	19	39.70349980822345	S	C-5 cytosine-specific DNA methylase	MHS476	virus_OG
4QAIK|Virus	1	4.166666666666667	S	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	MHS476	virus_OG
4QAIU|Virus	45	90.58455386364115	S	HNH endonuclease	MHS476	virus_OG
4QAJ5|Virus	15	16.5016501650165	S	Major capsid protein Gp23	MHS476	virus_OG
4QAK1|Virus	3	11.363636363636363	S	Streptococcus thermophilus bacteriophage Gp111 protein	MHS476	virus_OG
4QAK6|Virus	5779	5552.547516395093	S	N-acetylmuramoyl-L-alanine amidase activity	MHS476	virus_OG
4QAKE|Virus	68	229.30446630941682	S	endonuclease activity	MHS476	virus_OG
4QAKM|Virus	253	190.26465496074826	S	DNA polymerase family A	MHS476	virus_OG
4QAM2|Virus	20	24.785442474293575	S	catalytic activity	MHS476	virus_OG
4QAM4|Virus	1	3.367003367003367	S	NA	MHS476	virus_OG
4QAMU|Virus	7	10.558069381598793	S	Baseplate J-like protein	MHS476	virus_OG
4QAPQ|Virus	4	4.566210045662101	S	NA	MHS476	virus_OG
4QAPV|Virus	2	4.065040650406504	S	DNA binding	MHS476	virus_OG
4QAQE|Virus	10	23.119392684610077	S	Phage integrase family	MHS476	virus_OG
4QAQQ|Virus	3	6.993006993006993	S	T4-like virus tail tube protein gp19	MHS476	virus_OG
4QAQV|Virus	3	9.635832004253055	S	protein disulfide oxidoreductase activity	MHS476	virus_OG
4QAR1|Virus	12	18.779342723004696	S	ATPase activity	MHS476	virus_OG
4QAR6|Virus	6	12.10224308815858	L	dUTP diphosphatase activity	MHS476	virus_OG
4QAR7|Virus	343	348.741653491689	S	Phage portal protein, SPP1 Gp6-like	MHS476	virus_OG
4QARC|Virus	6	10.362694300518136	S	NA	MHS476	virus_OG
4QARF|Virus	29	23.576012207102693	S	Pfam:Terminase_3C	MHS476	virus_OG
4QASK|Virus	3	8.547008547008547	S	Pfam:T4-gp15_tss	MHS476	virus_OG
4QASV|Virus	11	24.22723475355054	S	recA bacterial DNA recombination protein	MHS476	virus_OG
4QAU9|Virus	27	61.01887301045786	S	Single-strand binding protein family	MHS476	virus_OG
4QAUS|Virus	16	24.911535739561216	S	flavin adenine dinucleotide binding	MHS476	virus_OG
4QAUT|Virus	7	7.909604519774011	S	DNA ligase (ATP) activity	MHS476	virus_OG
4QAUX|Virus	1	4.11522633744856	S	NA	MHS476	virus_OG
4QAVQ|Virus	3	5.181347150259068	S	Phage major tail protein 2	MHS476	virus_OG
4QAW1|Virus	40	38.539432157674476	S	NA	MHS476	virus_OG
4QAWD|Virus	46	29.011059712549546	S	DNA polymerase type B, organellar and viral	MHS476	virus_OG
4QAWG|Virus	121	189.88276660986745	S	DnaB-like helicase C terminal domain	MHS476	virus_OG
4QAWI|Virus	1	4.901960784313726	S	Pfam:Peptidase_S77	MHS476	virus_OG
4QAWN|Virus	1	4.166666666666667	S	Pfam:YdaS_antitoxin	MHS476	virus_OG
