bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7IA|Bacteria	70	95.87199411295697	S	Domain of unknown function (DUF1852)	MHS540	bacteria_OG
2Z7IB|Bacteria	107	186.74449375496917	S	NA	MHS540	bacteria_OG
2Z7JG|Bacteria	9	18.903443407326066	S	Phage major capsid protein E	MHS540	bacteria_OG
2Z7JJ|Bacteria	32	65.07442021460713	S	Putative 2OG-Fe(II) oxygenase	MHS540	bacteria_OG
2Z7JT|Bacteria	6	5.865102639296188	P	2-keto-3-deoxygluconate:proton symporter activity	MHS540	bacteria_OG
2Z7KV|Bacteria	65	54.43886097152429	S	NA	MHS540	bacteria_OG
2Z7PG|Bacteria	143	140.5951761235468	S	CRISPR-associated protein (Cas_Csy3)	MHS540	bacteria_OG
2Z7PQ|Bacteria	1	3.3333333333333335	S	NA	MHS540	bacteria_OG
2Z7QD|Bacteria	50	68.21639181318449	S	NA	MHS540	bacteria_OG
2Z7QU|Bacteria	52	67.45312425070733	S	TIGRFAM phage plasmid-related protein TIGR03299	MHS540	bacteria_OG
2Z7RS|Bacteria	166	359.74922683746973	S	Protein of unknown function (DUF2891)	MHS540	bacteria_OG
2Z7RZ|Bacteria	99	161.02759261614761	S	NA	MHS540	bacteria_OG
2Z7S6|Bacteria	56	80.5833741238517	S	Protein of unknown function (DUF2493)	MHS540	bacteria_OG
2Z7SA|Bacteria	11	10.721247563352826	S	transfer protein	MHS540	bacteria_OG
2Z7SE|Bacteria	4	16.877637130801688	S	malonate transporter	MHS540	bacteria_OG
2Z7SY|Bacteria	2	5.797101449275363	M	transferase activity, transferring acyl groups	MHS540	bacteria_OG
2Z7SZ|Bacteria	6	6.7340067340067336	S	3-methyladenine DNA glycosylase	MHS540	bacteria_OG
2Z7TB|Bacteria	106	205.3007400170724	S	5'-nucleotidase	MHS540	bacteria_OG
2Z7TF|Bacteria	136	183.87211032575098	S	Uncharacterized protein conserved in bacteria (DUF2236)	MHS540	bacteria_OG
2Z7TI|Bacteria	39	94.78882143415768	S	NA	MHS540	bacteria_OG
2Z7TU|Bacteria	42	36.813659279319445	S	NA	MHS540	bacteria_OG
2Z7U0|Bacteria	2	9.00900900900901	S	Nitrile hydratase	MHS540	bacteria_OG
2Z7U4|Bacteria	105	220.48526592629383	S	succinate dehydrogenase	MHS540	bacteria_OG
2Z7UG|Bacteria	36	68.9655172413793	S	Protein of unknown function (DUF2840)	MHS540	bacteria_OG
2Z7UN|Bacteria	35	58.60786233139804	S	NA	MHS540	bacteria_OG
2Z7V0|Bacteria	121	161.61647117631207	S	Domain of unknown function (DUF4105)	MHS540	bacteria_OG
2Z7VW|Bacteria	4	5.486968449931413	S	NA	MHS540	bacteria_OG
2Z7VY|Bacteria	525	479.51111879870035	S	Psort location Cytoplasmic, score	MHS540	bacteria_OG
2Z7XX|Bacteria	2	4.975124378109452	L	EcoRII C terminal	MHS540	bacteria_OG
2Z7YC|Bacteria	21	31.655161476893227	S	Type-F conjugative transfer system pilin assembly protein TrbC	MHS540	bacteria_OG
2Z7YG|Bacteria	186	202.48345910724788	S	NA	MHS540	bacteria_OG
2Z7YR|Bacteria	116	178.56406300054758	S	NA	MHS540	bacteria_OG
2Z802|Bacteria	85	222.75499433085855	S	phage tail protein	MHS540	bacteria_OG
2Z82H|Bacteria	104	138.04614921003224	S	response to peptide	MHS540	bacteria_OG
2Z83G|Bacteria	77	158.57756955238992	S	NA	MHS540	bacteria_OG
2Z83I|Bacteria	934	983.1320579798845	S	phosphoenolpyruvate carboxykinase (diphosphate) activity	MHS540	bacteria_OG
2Z84H|Bacteria	34	44.40753045404208	S	Putative phage tail protein	MHS540	bacteria_OG
2Z85G|Bacteria	130	164.50781464506326	S	NA	MHS540	bacteria_OG
2Z86D|Bacteria	64	72.31638418079096	S	Glycosyl transferase	MHS540	bacteria_OG
2Z87F|Bacteria	11	8.258258258258257	S	NA	MHS540	bacteria_OG
2Z88T|Bacteria	2	4.040404040404041	S	NA	MHS540	bacteria_OG
2Z89R|Bacteria	320	417.997799727148	S	NA	MHS540	bacteria_OG
2Z8AC|Bacteria	7	8.706467661691542	S	Putative MetA-pathway of phenol degradation	MHS540	bacteria_OG
2Z8B2|Bacteria	17	26.604068857589983	S	NA	MHS540	bacteria_OG
2Z8BQ|Bacteria	12	6.389776357827476	S	NA	MHS540	bacteria_OG
2Z8C1|Bacteria	145	141.41541038525963	S	P22 coat protein - gene protein 5	MHS540	bacteria_OG
2Z8CG|Bacteria	4	4.830917874396135	S	membrane	MHS540	bacteria_OG
2Z8CN|Bacteria	79	46.28002343292326	S	NA	MHS540	bacteria_OG
2Z8EN|Bacteria	22	25.669978922011445	S	Bacterial phospho-glucose isomerase C-terminal SIS domain	MHS540	bacteria_OG
2Z8JM|Bacteria	74	92.38651243530316	S	Domain of unknown function (DUF4194)	MHS540	bacteria_OG
2Z8MA|Bacteria	11	13.585210478970462	S	Conjugal transfer protein TraK	MHS540	bacteria_OG
2Z8P5|Bacteria	355	437.9642830809946	S	Lantibiotic dehydratase, C terminus	MHS540	bacteria_OG
2Z8P8|Bacteria	54	38.54389721627409	S	NA	MHS540	bacteria_OG
2Z8QG|Bacteria	6	7.633587786259541	S	CRISPR-associated protein (Cas_Cas5)	MHS540	bacteria_OG
2Z8QQ|Bacteria	23	12.266666666666667	S	NA	MHS540	bacteria_OG
2Z8QS|Bacteria	124	277.36036665615194	S	NA	MHS540	bacteria_OG
2Z8UC|Bacteria	250	360.7229924917526	S	NA	MHS540	bacteria_OG
2Z8UG|Bacteria	98	215.51654316199878	S	YvbH-like oligomerisation region	MHS540	bacteria_OG
2Z8VU|Bacteria	106	131.9830072349508	S	crispr-associated protein, csy1	MHS540	bacteria_OG
2Z8XT|Bacteria	2	3.7243947858472994	S	YwhD family	MHS540	bacteria_OG
2Z8Y9|Bacteria	11	10.721247563352826	S	NA	MHS540	bacteria_OG
2Z8YB|Bacteria	16	32.1285140562249	S	NA	MHS540	bacteria_OG
2Z8YX|Bacteria	78	145.5440308928621	S	Protein of unknown function (DUF2815)	MHS540	bacteria_OG
2Z8ZT|Bacteria	251	449.58589427522975	S	NA	MHS540	bacteria_OG
2Z90C|Bacteria	135	324.9362004994192	S	Protein of unknown function (DUF3710)	MHS540	bacteria_OG
2Z92U|Bacteria	90	142.01867509267453	S	Domain of unknown function (DUF4105)	MHS540	bacteria_OG
2Z97R|Bacteria	211	318.4389139126164	S	Domain of unknown function (DUF4432)	MHS540	bacteria_OG
2Z98W|Bacteria	1	4.761904761904762	S	PFAM MULE transposase, conserved domain	MHS540	bacteria_OG
2Z9A2|Bacteria	24	33.333333333333336	S	TIGRFAM conserved	MHS540	bacteria_OG
2Z9AA|Bacteria	13	14.891179839633448	S	Protein of unknown function (DUF3034)	MHS540	bacteria_OG
2Z9B7|Bacteria	6	7.604562737642585	S	Protein of unknown function (DUF1264)	MHS540	bacteria_OG
2Z9CV|Bacteria	34	55.28455284552846	S	Region found in RelA / SpoT proteins	MHS540	bacteria_OG
2Z9DD|Bacteria	79	196.80527578262945	S	Phage P22-like portal protein	MHS540	bacteria_OG
2Z9E3|Bacteria	71	95.92083679944699	S	Membrane	MHS540	bacteria_OG
2Z9GU|Bacteria	848	972.0526526267862	S	Carotene biosynthesis associated membrane protein	MHS540	bacteria_OG
2Z9HE|Bacteria	95	88.45437616387336	S	CRISPR-associated protein (Cas_Csy2)	MHS540	bacteria_OG
2Z9HF|Bacteria	30	18.45018450184502	S	NA	MHS540	bacteria_OG
2Z9J4|Bacteria	49	87.47579726414843	S	NA	MHS540	bacteria_OG
2Z9JM|Bacteria	10	41.68391994478951	S	NAD-specific glutamate dehydrogenase	MHS540	bacteria_OG
2Z9NJ|Bacteria	77	125.07033720276955	S	PFAM Bacterial protein of	MHS540	bacteria_OG
2Z9PB|Bacteria	13	7.60233918128655	S	NA	MHS540	bacteria_OG
2Z9PS|Bacteria	14	8.274231678486998	S	NA	MHS540	bacteria_OG
2Z9UF|Bacteria	14	16.036655211912944	S	NA	MHS540	bacteria_OG
2Z9UW|Bacteria	228	276.16380265762467	S	NA	MHS540	bacteria_OG
2Z9W9|Bacteria	1	4.444444444444445	S	Protein of unknown function (DUF3577)	MHS540	bacteria_OG
2Z9WE|Bacteria	29	36.340852130325814	P	Ion transport 2 domain protein	MHS540	bacteria_OG
2Z9X7|Bacteria	106	202.02743016670783	S	NA	MHS540	bacteria_OG
2Z9YC|Bacteria	2	5.333333333333333	S	NA	MHS540	bacteria_OG
2Z9ZB|Bacteria	4	5.270092226613966	S	NA	MHS540	bacteria_OG
2Z9ZE|Bacteria	2	4.796163069544365	S	Domain of unknown function (DUF1788)	MHS540	bacteria_OG
2Z9ZP|Bacteria	49	46.195596518177155	S	Conserved TM helix	MHS540	bacteria_OG
2ZA0Y|Bacteria	4	4.581901489117984	S	NA	MHS540	bacteria_OG
2ZA1N|Bacteria	4	6.872852233676976	S	NA	MHS540	bacteria_OG
2ZA2A|Bacteria	6	14.285714285714286	S	NA	MHS540	bacteria_OG
2ZA38|Bacteria	60	144.68227003604363	S	NA	MHS540	bacteria_OG
2ZA5D|Bacteria	15	15.511782580055673	S	NA	MHS540	bacteria_OG
2ZA62|Bacteria	12	25.649422475419072	S	Domain of unknown function (DUF4191)	MHS540	bacteria_OG
