virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	3299	2779.7804712599986	S	N-acetylmuramoyl-L-alanine amidase activity	MHS570	virus_OG
4QAKE|Virus	15	41.7293038204344	S	endonuclease activity	MHS570	virus_OG
4QAPV|Virus	8	8.080808080808081	S	DNA binding	MHS570	virus_OG
4QAQV|Virus	6	17.094017094017094	S	protein disulfide oxidoreductase activity	MHS570	virus_OG
4QAR6|Virus	4	7.448789571694599	L	dUTP diphosphatase activity	MHS570	virus_OG
4QAR7|Virus	180	135.74660633484163	S	Phage portal protein, SPP1 Gp6-like	MHS570	virus_OG
4QAU9|Virus	12	24.276682550063846	S	Single-strand binding protein family	MHS570	virus_OG
4QAWD|Virus	26	43.41668378772865	S	DNA polymerase type B, organellar and viral	MHS570	virus_OG
4QAWG|Virus	78	111.0495871680274	S	DnaB-like helicase C terminal domain	MHS570	virus_OG
4QAX8|Virus	8	8.602150537634408	S	calcium ion binding	MHS570	virus_OG
4QAY9|Virus	16	16.432461647195776	S	hydrolase activity, acting on acid anhydrides	MHS570	virus_OG
4QAYN|Virus	2	3.4013605442176873	S	Pfam:Phage_TTP_1	MHS570	virus_OG
4QAZF|Virus	5	10.416666666666668	S	Protein of unknwon function (DUF3310)	MHS570	virus_OG
4QB0C|Virus	3	6.41025641025641	S	Endodeoxyribonuclease RusA	MHS570	virus_OG
4QB0W|Virus	1	3.436426116838488	S	Protein of unknown function (DUF1064)	MHS570	virus_OG
4QB31|Virus	2	6.600660066006601	S	E7 protein, Early protein	MHS570	virus_OG
4QBCR|Virus	6	11.11111111111111	S	DNA protection	MHS570	virus_OG
4QBDC|Virus	12	27.854140992827123	S	Pfam:Phage_holin_4_1	MHS570	virus_OG
4QBF8|Virus	55	76.29823968564118	S	Phage tail protein	MHS570	virus_OG
4QBI8|Virus	2	5.167958656330749	S	Helix-turn-helix of insertion element transposase	MHS570	virus_OG
4QBMM|Virus	98	84.62867012089811	S	NA	MHS570	virus_OG
4QBPB|Virus	28	22.60276530527235	S	NA	MHS570	virus_OG
4QBV3|Virus	244	162.0936109225315	S	Phage Terminase	MHS570	virus_OG
4QBXB|Virus	10	16.750418760469014	S	Phage minor structural protein GP20	MHS570	virus_OG
4QC3Q|Virus	11	19.71326164874552	S	Protein of unknown function DUF262	MHS570	virus_OG
4QC3R|Virus	1	4.065040650406504	S	NA	MHS570	virus_OG
4QCCS|Virus	2	7.661325628228702	S	Bacteriophage holin	MHS570	virus_OG
4QCR1|Virus	4	6.379585326953748	S	Late Protein L2	MHS570	virus_OG
4QCSR|Virus	8	12.698412698412698	S	NA	MHS570	virus_OG
4QD4X|Virus	2	4.761904761904762	S	NA	MHS570	virus_OG
4QDBK|Virus	32	91.27802416722473	S	NA	MHS570	virus_OG
4QDBN|Virus	33	27.572900422468347	S	NA	MHS570	virus_OG
4QDCQ|Virus	4	7.8431372549019605	S	Domain of unknown function (DUF1768)	MHS570	virus_OG
4QDV8|Virus	35	73.37526205450735	S	NA	MHS570	virus_OG
4QDW3|Virus	22	30.202821869488538	S	Phage Connector (GP10)	MHS570	virus_OG
4QE1H|Virus	61	205.35475234270416	S	NA	MHS570	virus_OG
4QEYV|Virus	2	4.975124378109452	S	NA	MHS570	virus_OG
4QF6I|Virus	3	7.246376811594203	S	NA	MHS570	virus_OG
4QFB2|Virus	1	5.46448087431694	S	NA	MHS570	virus_OG
4QFF8|Virus	1	4.504504504504505	S	NA	MHS570	virus_OG
4QFIF|Virus	1	3.4013605442176873	S	NA	MHS570	virus_OG
4QFMI|Virus	190	196.07843137254903	S	PD-(D/E)XK nuclease superfamily	MHS570	virus_OG
4QG1G|Virus	2	5.420054200542006	S	NA	MHS570	virus_OG
4QG2D|Virus	16	8.19252432155658	S	NA	MHS570	virus_OG
4QGJD|Virus	24	74.76635514018692	S	NA	MHS570	virus_OG
4QGQS|Virus	17	13.957307060755337	S	NA	MHS570	virus_OG
4QGVM|Virus	25	70.0280112044818	S	NA	MHS570	virus_OG
4QH00|Virus	31	24.603174603174605	S	NA	MHS570	virus_OG
4QHD9|Virus	4	14.184397163120568	S	NA	MHS570	virus_OG
4QHQD|Virus	106	106.9364394529892	S	NA	MHS570	virus_OG
