virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIJ|Virus	101	95.29857020083291	S	C-5 cytosine-specific DNA methylase	MHS592	virus_OG
4QAIU|Virus	9	17.964071856287426	S	HNH endonuclease	MHS592	virus_OG
4QAK6|Virus	760	686.0769485123386	S	N-acetylmuramoyl-L-alanine amidase activity	MHS592	virus_OG
4QAKE|Virus	1	3.584229390681003	S	endonuclease activity	MHS592	virus_OG
4QAPV|Virus	16	32.01432991369484	S	DNA binding	MHS592	virus_OG
4QAQV|Virus	1	3.584229390681003	S	protein disulfide oxidoreductase activity	MHS592	virus_OG
4QAR1|Virus	28	15.426997245179065	S	ATPase activity	MHS592	virus_OG
4QAR6|Virus	2	4.694835680751174	L	dUTP diphosphatase activity	MHS592	virus_OG
4QAR7|Virus	51	40.071930446262	S	Phage portal protein, SPP1 Gp6-like	MHS592	virus_OG
4QATP|Virus	6	10.050251256281408	S	NA	MHS592	virus_OG
4QAU9|Virus	19	38.70045076216184	S	Single-strand binding protein family	MHS592	virus_OG
4QAVQ|Virus	7	12.34567901234568	S	Phage major tail protein 2	MHS592	virus_OG
4QAWG|Virus	4	5.899705014749262	S	DnaB-like helicase C terminal domain	MHS592	virus_OG
4QAXA|Virus	18	26.067640525471848	S	metallopeptidase activity	MHS592	virus_OG
4QAY9|Virus	25	23.212627669452182	S	hydrolase activity, acting on acid anhydrides	MHS592	virus_OG
4QB07|Virus	2	7.4485596707818935	S	NA	MHS592	virus_OG
4QB0T|Virus	12	17.16738197424893	S	Protein of unknown function (DUF669)	MHS592	virus_OG
4QB0W|Virus	2	6.872852233676976	S	Protein of unknown function (DUF1064)	MHS592	virus_OG
4QB5I|Virus	9	8.108108108108107	S	N-methyltransferase activity	MHS592	virus_OG
4QB6U|Virus	13	29.27927927927928	S	Terminase small subunit	MHS592	virus_OG
4QBCW|Virus	6	17.699115044247787	S	Phage gp6-like head-tail connector protein	MHS592	virus_OG
4QBET|Virus	2	9.389671361502348	S	hydrolase activity, acting on ester bonds	MHS592	virus_OG
4QBF0|Virus	2	7.8431372549019605	S	NA	MHS592	virus_OG
4QBHS|Virus	9	9.615384615384615	S	DNA metabolic process	MHS592	virus_OG
4QBSI|Virus	5	8.865248226950355	S	NA	MHS592	virus_OG
4QBSJ|Virus	3	4.926108374384237	S	DNA primase activity	MHS592	virus_OG
4QBT2|Virus	1	4.219409282700422	S	NA	MHS592	virus_OG
4QBV3|Virus	1	3.3333333333333335	S	Phage Terminase	MHS592	virus_OG
4QC24|Virus	1	3.546099290780142	S	NA	MHS592	virus_OG
4QC2G|Virus	17	29.360967184801385	S	Ribonucleotide reductase, small chain	MHS592	virus_OG
4QC5Z|Virus	16	21.677927927927925	S	Phage Mu protein F like protein	MHS592	virus_OG
4QCCS|Virus	4	13.88888888888889	S	Bacteriophage holin	MHS592	virus_OG
4QCHF|Virus	2	6.349206349206349	S	PhoH-like protein	MHS592	virus_OG
4QCQ4|Virus	2	6.289308176100628	L	Origin of replication binding protein	MHS592	virus_OG
4QCXH|Virus	11	29.81029810298103	S	NA	MHS592	virus_OG
4QCXV|Virus	2	5.05050505050505	S	NA	MHS592	virus_OG
4QD8F|Virus	2	9.25925925925926	S	NA	MHS592	virus_OG
4QDBK|Virus	9	26.086956521739133	S	NA	MHS592	virus_OG
4QDBN|Virus	40	34.72222222222222	S	NA	MHS592	virus_OG
4QE0Y|Virus	12	19.32367149758454	S	Pfam:Gamma_PGA_hydro	MHS592	virus_OG
4QE1H|Virus	6	21.619812583668008	S	NA	MHS592	virus_OG
4QE7X|Virus	5	12.077294685990339	S	Cytidine and deoxycytidylate deaminase zinc-binding region	MHS592	virus_OG
4QEKD|Virus	22	40.968342644320295	S	NA	MHS592	virus_OG
4QF51|Virus	9	9.868421052631579	S	NA	MHS592	virus_OG
4QFB4|Virus	22	21.6322517207473	S	NA	MHS592	virus_OG
4QFF8|Virus	6	15.267175572519083	S	NA	MHS592	virus_OG
4QFIB|Virus	12	15.936254980079681	S	NA	MHS592	virus_OG
4QFMI|Virus	14	14.447884416924666	S	PD-(D/E)XK nuclease superfamily	MHS592	virus_OG
4QFTW|Virus	2	6.006006006006006	S	NA	MHS592	virus_OG
4QFW3|Virus	4	9.950248756218905	S	NA	MHS592	virus_OG
4QFWR|Virus	6	21.297534165181222	S	NA	MHS592	virus_OG
4QFX0|Virus	5	22.831050228310502	S	NA	MHS592	virus_OG
4QG17|Virus	13	29.885057471264368	S	NA	MHS592	virus_OG
4QGEB|Virus	4	19.90049751243781	S	NA	MHS592	virus_OG
4QH1U|Virus	22	53.92156862745098	S	Transposase IS200 like	MHS592	virus_OG
4QH67|Virus	12	7.952286282306163	S	Terminase-like family	MHS592	virus_OG
4QHQD|Virus	20	19.102196752626554	S	NA	MHS592	virus_OG
