bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7HQ|Bacteria	1	4.504504504504505	S	Protein of unknown function (DUF1329)	MHS573	bacteria_OG
2Z7HS|Bacteria	1	3.4722222222222223	S	Psort location CytoplasmicMembrane, score	MHS573	bacteria_OG
2Z7HX|Bacteria	12	21.99074074074074	S	TraU protein	MHS573	bacteria_OG
2Z7HY|Bacteria	1	3.9682539682539684	S	Phage major capsid protein, P2 family	MHS573	bacteria_OG
2Z7I3|Bacteria	37	78.60297577546841	S	NA	MHS573	bacteria_OG
2Z7I4|Bacteria	8	22.62443438914027	S	outer membrane porin, OprD family	MHS573	bacteria_OG
2Z7I5|Bacteria	11	21.368645816863133	S	Psort location Cytoplasmic, score 8.96	MHS573	bacteria_OG
2Z7IA|Bacteria	37	63.44344234941631	S	Domain of unknown function (DUF1852)	MHS573	bacteria_OG
2Z7IB|Bacteria	96	145.75605586422785	S	NA	MHS573	bacteria_OG
2Z7J3|Bacteria	31	82.96177404748308	S	Psort location CytoplasmicMembrane, score	MHS573	bacteria_OG
2Z7J4|Bacteria	8	7.575757575757575	S	NA	MHS573	bacteria_OG
2Z7J7|Bacteria	13	14.313725490196077	S	NA	MHS573	bacteria_OG
2Z7J9|Bacteria	9	11.363636363636363	S	Protein of unknown function (DUF2797)	MHS573	bacteria_OG
2Z7JA|Bacteria	49	74.1102532057244	S	Domain of unknown function (DUF4294)	MHS573	bacteria_OG
2Z7JF|Bacteria	32	36.76776069796427	S	gliding motility	MHS573	bacteria_OG
2Z7JG|Bacteria	151	219.4368241736168	S	Phage major capsid protein E	MHS573	bacteria_OG
2Z7JJ|Bacteria	9	14.563106796116505	S	Putative 2OG-Fe(II) oxygenase	MHS573	bacteria_OG
2Z7JK|Bacteria	2	8.23045267489712	S	Psort location Cytoplasmic, score	MHS573	bacteria_OG
2Z7JS|Bacteria	4	7.532956685499058	S	FidL-like putative membrane protein	MHS573	bacteria_OG
2Z7JT|Bacteria	21	22.68092185400962	P	2-keto-3-deoxygluconate:proton symporter activity	MHS573	bacteria_OG
2Z7JU|Bacteria	48	81.90125283953448	S	phage major tail protein, phi13 family	MHS573	bacteria_OG
2Z7JV|Bacteria	30	61.98031812351823	S	NA	MHS573	bacteria_OG
2Z7JY|Bacteria	10	9.775171065493646	S	Phage major capsid protein E	MHS573	bacteria_OG
2Z7K1|Bacteria	6	5.277044854881266	S	NA	MHS573	bacteria_OG
2Z7K7|Bacteria	92	120.18869301798341	S	NA	MHS573	bacteria_OG
2Z7K9|Bacteria	98	86.39748625770478	S	Acid phosphatase	MHS573	bacteria_OG
2Z7KB|Bacteria	6	13.986013986013987	S	NA	MHS573	bacteria_OG
2Z7KC|Bacteria	5	22.52466107506462	S	NA	MHS573	bacteria_OG
2Z7KE|Bacteria	203	129.31299485327207	S	Domain of unknown function (DUF4159)	MHS573	bacteria_OG
2Z7KF|Bacteria	62	111.52343121974455	S	Lipoprotein	MHS573	bacteria_OG
2Z7KK|Bacteria	4	7.326007326007326	S	COG NOG06097 non supervised orthologous group	MHS573	bacteria_OG
2Z7KU|Bacteria	40	26.387002247592847	S	NA	MHS573	bacteria_OG
2Z7KV|Bacteria	35	29.23785594639866	S	NA	MHS573	bacteria_OG
2Z7KX|Bacteria	74	101.75858619689255	S	EcsC protein family	MHS573	bacteria_OG
2Z7MD|Bacteria	11	26.378896882494004	S	Psort location Cytoplasmic, score 8.96	MHS573	bacteria_OG
2Z7MQ|Bacteria	42	53.937710052944034	S	Domain of unknown function (DUF4835)	MHS573	bacteria_OG
2Z7MS|Bacteria	11	13.512413512413513	L	Eco47II restriction endonuclease	MHS573	bacteria_OG
2Z7MW|Bacteria	11	16.204611605391904	S	NA	MHS573	bacteria_OG
2Z7MY|Bacteria	40	33.49673202614379	S	NA	MHS573	bacteria_OG
2Z7MZ|Bacteria	11	23.760852008883504	S	NA	MHS573	bacteria_OG
2Z7N0|Bacteria	11	10.299625468164793	S	NA	MHS573	bacteria_OG
2Z7N3|Bacteria	48	62.737789819977834	S	Sulfotransferase family	MHS573	bacteria_OG
2Z7N4|Bacteria	36	50.09899822393873	S	PFAM KilA, N-terminal APSES-type HTH, DNA-binding	MHS573	bacteria_OG
2Z7N5|Bacteria	13	10.833333333333334	S	Psort location Cytoplasmic, score 8.96	MHS573	bacteria_OG
2Z7NA|Bacteria	136	188.76717382211567	S	Psort location CytoplasmicMembrane, score	MHS573	bacteria_OG
2Z7ND|Bacteria	39	54.21934209372418	S	Virulence effector protein	MHS573	bacteria_OG
2Z7NF|Bacteria	3	4.545454545454545	S	Domain of unknown function (DUF1735)	MHS573	bacteria_OG
2Z7NH|Bacteria	28	39.99402628434886	S	Psort location Cytoplasmic, score	MHS573	bacteria_OG
2Z7NP|Bacteria	8	6.855184233076264	S	NA	MHS573	bacteria_OG
2Z7NV|Bacteria	61	75.66968236617953	S	Domain of unknown function (DUF1998)	MHS573	bacteria_OG
2Z7P1|Bacteria	6	6.688963210702341	S	Domain of unknown function (DUF4331)	MHS573	bacteria_OG
2Z7P2|Bacteria	2	4.11522633744856	S	NA	MHS573	bacteria_OG
2Z7P3|Bacteria	32	57.53108675214918	S	NA	MHS573	bacteria_OG
2Z7P4|Bacteria	169	103.6299248771329	S	Choline/Carnitine o-acyltransferase	MHS573	bacteria_OG
2Z7PD|Bacteria	110	134.40398198573	S	Psort location CytoplasmicMembrane, score	MHS573	bacteria_OG
2Z7PK|Bacteria	26	46.618493246682974	S	Protein of unknown function (DUF4197)	MHS573	bacteria_OG
2Z7PS|Bacteria	6	9.592381302907619	S	Protein of unknown function (DUF2895)	MHS573	bacteria_OG
2Z7PT|Bacteria	44	39.46789645001922	S	NA	MHS573	bacteria_OG
2Z7PU|Bacteria	93	76.50891038830905	S	NA	MHS573	bacteria_OG
2Z7PW|Bacteria	1	3.546099290780142	S	stage III sporulation protein AE	MHS573	bacteria_OG
2Z7PX|Bacteria	19	20.243713100855956	S	NA	MHS573	bacteria_OG
2Z7PZ|Bacteria	136	159.025311710071	S	Psort location Cytoplasmic, score	MHS573	bacteria_OG
2Z7Q0|Bacteria	272	211.46467477193374	S	Protein of unknown function (DUF4127)	MHS573	bacteria_OG
2Z7Q1|Bacteria	16	13.304998614062644	S	NA	MHS573	bacteria_OG
2Z7Q2|Bacteria	9	7.246376811594203	S	Sulfotransferase family	MHS573	bacteria_OG
2Z7QA|Bacteria	24	31.90542527668137	S	NA	MHS573	bacteria_OG
2Z7QE|Bacteria	4	4.3431053203040175	S	Protein of unknown function (DUF3438)	MHS573	bacteria_OG
2Z7QJ|Bacteria	33	26.066350710900473	S	Domain of unknown function (DUF5103)	MHS573	bacteria_OG
2Z7QK|Bacteria	8	11.347517730496454	S	NA	MHS573	bacteria_OG
2Z7QR|Bacteria	20	17.989324368161846	S	Membrane	MHS573	bacteria_OG
2Z7QU|Bacteria	20	19.650597661894132	S	TIGRFAM phage plasmid-related protein TIGR03299	MHS573	bacteria_OG
