bacteria_OG	read_count_sum	RPK_sum	bacteria_eggnog_cat	bacteria_eggnog_desc	LIBID	feature_class
2Z7HS|Bacteria	6	5.649717514124293	S	Psort location CytoplasmicMembrane, score	MHS549	bacteria_OG
2Z7HY|Bacteria	4	7.168458781362006	S	Phage major capsid protein, P2 family	MHS549	bacteria_OG
2Z7I3|Bacteria	93	163.22817997779921	S	NA	MHS549	bacteria_OG
2Z7IA|Bacteria	260	356.67474788756334	S	Domain of unknown function (DUF1852)	MHS549	bacteria_OG
2Z7IB|Bacteria	157	268.49112051615003	S	NA	MHS549	bacteria_OG
2Z7IU|Bacteria	14	9.543285616905248	S	PFAM conserved	MHS549	bacteria_OG
2Z7IZ|Bacteria	2	4.415011037527593	S	NA	MHS549	bacteria_OG
2Z7JA|Bacteria	2	4.11522633744856	S	Domain of unknown function (DUF4294)	MHS549	bacteria_OG
2Z7JG|Bacteria	45	52.249055487921886	S	Phage major capsid protein E	MHS549	bacteria_OG
2Z7JJ|Bacteria	23	37.03703703703704	S	Putative 2OG-Fe(II) oxygenase	MHS549	bacteria_OG
2Z7JV|Bacteria	89	151.461694273931	S	NA	MHS549	bacteria_OG
2Z7JY|Bacteria	132	169.9116522315123	S	Phage major capsid protein E	MHS549	bacteria_OG
2Z7JZ|Bacteria	10	25.252525252525253	S	phage tail region protein	MHS549	bacteria_OG
2Z7K3|Bacteria	1	3.8314176245210727	S	photosynthetic reaction center L subunit	MHS549	bacteria_OG
2Z7KC|Bacteria	103	105.73483229705208	S	NA	MHS549	bacteria_OG
2Z7KE|Bacteria	132	108.57521432603464	S	Domain of unknown function (DUF4159)	MHS549	bacteria_OG
2Z7KS|Bacteria	2	3.367003367003367	S	cellular response to DNA damage stimulus	MHS549	bacteria_OG
2Z7KV|Bacteria	50	55.27594411802365	S	NA	MHS549	bacteria_OG
2Z7KX|Bacteria	115	177.3334613714045	S	EcsC protein family	MHS549	bacteria_OG
2Z7M2|Bacteria	331	215.8011415641474	S	Transmembrane protein of unknown function (DUF3556)	MHS549	bacteria_OG
2Z7MD|Bacteria	23	27.254065604940145	S	Psort location Cytoplasmic, score 8.96	MHS549	bacteria_OG
2Z7MU|Bacteria	49	71.56234674320217	S	SseB protein N-terminal domain	MHS549	bacteria_OG
2Z7MW|Bacteria	24	33.09637267921777	S	NA	MHS549	bacteria_OG
2Z7MY|Bacteria	24	49.61579226285109	S	NA	MHS549	bacteria_OG
2Z7MZ|Bacteria	11	18.99827288428325	S	NA	MHS549	bacteria_OG
2Z7N3|Bacteria	46	58.859105588077554	S	Sulfotransferase family	MHS549	bacteria_OG
2Z7N4|Bacteria	1	3.584229390681003	S	PFAM KilA, N-terminal APSES-type HTH, DNA-binding	MHS549	bacteria_OG
2Z7NA|Bacteria	6	9.47867298578199	S	Psort location CytoplasmicMembrane, score	MHS549	bacteria_OG
2Z7NE|Bacteria	3	5.813953488372093	C	Phycocyanin beta subunit	MHS549	bacteria_OG
2Z7NV|Bacteria	28	48.978279315357966	S	Domain of unknown function (DUF1998)	MHS549	bacteria_OG
2Z7P1|Bacteria	12	13.333333333333332	S	Domain of unknown function (DUF4331)	MHS549	bacteria_OG
2Z7PA|Bacteria	7	7.751937984496124	S	maltose operon periplasmic	MHS549	bacteria_OG
2Z7PG|Bacteria	14	20.043572984749453	S	CRISPR-associated protein (Cas_Csy3)	MHS549	bacteria_OG
2Z7PQ|Bacteria	21	34.93974978893238	S	NA	MHS549	bacteria_OG
2Z7PS|Bacteria	4	5.772005772005772	S	Protein of unknown function (DUF2895)	MHS549	bacteria_OG
2Z7Q1|Bacteria	8	6.45682001614205	S	NA	MHS549	bacteria_OG
2Z7QC|Bacteria	20	24.68173906704211	S	Protein of unknown function (DUF3626)	MHS549	bacteria_OG
2Z7QD|Bacteria	39	67.59342087072831	S	NA	MHS549	bacteria_OG
2Z7QU|Bacteria	76	92.58783213291409	S	TIGRFAM phage plasmid-related protein TIGR03299	MHS549	bacteria_OG
2Z7QZ|Bacteria	266	230.34251864464989	S	NA	MHS549	bacteria_OG
2Z7R5|Bacteria	2	9.523809523809524	S	NA	MHS549	bacteria_OG
2Z7R6|Bacteria	6	17.22616400155318	S	NA	MHS549	bacteria_OG
2Z7R7|Bacteria	22	28.645833333333332	S	Cell division protein FtsQ	MHS549	bacteria_OG
2Z7RC|Bacteria	2	5.899705014749262	C	Glycine/sarcosine/betaine reductase component B subunits	MHS549	bacteria_OG
2Z7RQ|Bacteria	7	8.61008610086101	S	NA	MHS549	bacteria_OG
2Z7RS|Bacteria	541	1153.686698015869	S	Protein of unknown function (DUF2891)	MHS549	bacteria_OG
2Z7RU|Bacteria	3	12.345679012345679	S	NA	MHS549	bacteria_OG
2Z7RY|Bacteria	1	6.172839506172839	S	NA	MHS549	bacteria_OG
2Z7RZ|Bacteria	3	9.523809523809524	S	NA	MHS549	bacteria_OG
2Z7S3|Bacteria	132	163.3946122965527	S	Pfam Wyosine base formation	MHS549	bacteria_OG
2Z7S6|Bacteria	218	292.8322777748347	S	Protein of unknown function (DUF2493)	MHS549	bacteria_OG
2Z7SA|Bacteria	5	9.749684117064508	S	transfer protein	MHS549	bacteria_OG
2Z7SC|Bacteria	78	87.1922878292305	S	NA	MHS549	bacteria_OG
2Z7SI|Bacteria	21	36.71033038035385	S	Protein of unknown function (DUF3388)	MHS549	bacteria_OG
2Z7SP|Bacteria	10	13.020833333333334	S	NA	MHS549	bacteria_OG
2Z7SR|Bacteria	138	262.6340807455358	S	Protein of unknown function (DUF1479)	MHS549	bacteria_OG
2Z7SV|Bacteria	4	8.281573498964804	S	Domain of unknown function (DUF4302)	MHS549	bacteria_OG
2Z7SX|Bacteria	48	96.38370183678924	S	Gluconate 2-dehydrogenase	MHS549	bacteria_OG
2Z7SY|Bacteria	6	10.81081081081081	M	transferase activity, transferring acyl groups	MHS549	bacteria_OG
2Z7SZ|Bacteria	601	732.9045506593501	S	3-methyladenine DNA glycosylase	MHS549	bacteria_OG
2Z7T1|Bacteria	23	27.42292624765798	S	PFAM Suppressor of fused	MHS549	bacteria_OG
2Z7TA|Bacteria	17	9.588268471517203	S	Psort location Cytoplasmic, score 8.96	MHS549	bacteria_OG
2Z7TB|Bacteria	55	109.62441745249768	S	5'-nucleotidase	MHS549	bacteria_OG
2Z7TF|Bacteria	340	370.00792664977826	S	Uncharacterized protein conserved in bacteria (DUF2236)	MHS549	bacteria_OG
2Z7TI|Bacteria	23	41.00529100529101	S	NA	MHS549	bacteria_OG
2Z7TR|Bacteria	417	377.13082318795693	S	Phage portal protein, SPP1 Gp6-like	MHS549	bacteria_OG
2Z7TU|Bacteria	445	478.740783079868	S	NA	MHS549	bacteria_OG
2Z7U0|Bacteria	122	177.38754889310331	S	Nitrile hydratase	MHS549	bacteria_OG
2Z7U4|Bacteria	565	992.9215097806161	S	succinate dehydrogenase	MHS549	bacteria_OG
2Z7U8|Bacteria	111	154.27121945017453	S	NA	MHS549	bacteria_OG
2Z7UD|Bacteria	26	29.790584159974806	S	NA	MHS549	bacteria_OG
2Z7UG|Bacteria	45	89.03830311876288	S	Protein of unknown function (DUF2840)	MHS549	bacteria_OG
2Z7UN|Bacteria	2	3.418803418803419	S	NA	MHS549	bacteria_OG
2Z7V0|Bacteria	101	122.77354805409597	S	Domain of unknown function (DUF4105)	MHS549	bacteria_OG
