virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	2341	1904.6831933111687	S	N-acetylmuramoyl-L-alanine amidase activity	MHS538	virus_OG
4QAKE|Virus	4	13.073151975391713	S	endonuclease activity	MHS538	virus_OG
4QAKM|Virus	2	3.3840947546531304	S	DNA polymerase family A	MHS538	virus_OG
4QAQV|Virus	5	15.723270440251572	S	protein disulfide oxidoreductase activity	MHS538	virus_OG
4QAR6|Virus	8	18.912529550827422	L	dUTP diphosphatase activity	MHS538	virus_OG
4QAR7|Virus	43	32.42835595776772	S	Phage portal protein, SPP1 Gp6-like	MHS538	virus_OG
4QAU9|Virus	9	14.354066985645932	S	Single-strand binding protein family	MHS538	virus_OG
4QAUM|Virus	128	304.9146471192983	S	Early Protein (E6)	MHS538	virus_OG
4QAWG|Virus	3	9.70873786407767	S	DnaB-like helicase C terminal domain	MHS538	virus_OG
4QAX0|Virus	4	7.662835249042145	S	virus tail	MHS538	virus_OG
4QAX8|Virus	35	74.59572248304643	S	calcium ion binding	MHS538	virus_OG
4QAXA|Virus	6	8.032128514056225	S	metallopeptidase activity	MHS538	virus_OG
4QAZF|Virus	8	16.666666666666668	S	Protein of unknwon function (DUF3310)	MHS538	virus_OG
4QAZJ|Virus	6	3.960396039603961	S	Phage portal protein, lambda family	MHS538	virus_OG
4QB0W|Virus	4	9.950248756218905	S	Protein of unknown function (DUF1064)	MHS538	virus_OG
4QB31|Virus	68	236.39954621549484	S	E7 protein, Early protein	MHS538	virus_OG
4QBF8|Virus	7	21.806853582554517	S	Phage tail protein	MHS538	virus_OG
4QBHW|Virus	6	9.569377990430622	S	NA	MHS538	virus_OG
4QBMM|Virus	12	42.516218721038	S	NA	MHS538	virus_OG
4QBNW|Virus	9	35.18518518518518	S	NA	MHS538	virus_OG
4QBV3|Virus	97	95.89486144969837	S	Phage Terminase	MHS538	virus_OG
4QBW1|Virus	5	8.250825082508252	S	NA	MHS538	virus_OG
4QC2G|Virus	43	74.26597582037996	S	Ribonucleotide reductase, small chain	MHS538	virus_OG
4QC3R|Virus	4	14.492753623188404	S	NA	MHS538	virus_OG
4QCBX|Virus	5	9.009009009009008	S	NA	MHS538	virus_OG
4QCR1|Virus	564	386.1575597473518	S	Late Protein L2	MHS538	virus_OG
4QCX5|Virus	21	52.54431103487707	S	Glycosyl hydrolase 108	MHS538	virus_OG
4QD6Y|Virus	6	12.578616352201259	S	DNA N-6-adenine-methyltransferase (Dam)	MHS538	virus_OG
4QD8F|Virus	3	8.064516129032258	S	NA	MHS538	virus_OG
4QDBK|Virus	9	24.193548387096776	S	NA	MHS538	virus_OG
4QDKJ|Virus	1	3.623188405797101	S	NA	MHS538	virus_OG
4QDKP|Virus	58	107.63976726536808	S	transaminase activity	MHS538	virus_OG
4QDQV|Virus	391	359.2710531517704	S	E2 (early) protein, N terminal	MHS538	virus_OG
4QDV8|Virus	25	52.41090146750524	S	NA	MHS538	virus_OG
4QE1H|Virus	9	26.143790849673202	S	NA	MHS538	virus_OG
4QE47|Virus	24	48.484848484848484	S	NA	MHS538	virus_OG
4QE7B|Virus	42	26.977104982220073	S	metallocarboxypeptidase activity	MHS538	virus_OG
4QEZU|Virus	540	365.21019406968577	S	L1 (late) protein	MHS538	virus_OG
4QF2N|Virus	1	4.62962962962963	S	NA	MHS538	virus_OG
4QFMI|Virus	68	71.72995780590718	S	PD-(D/E)XK nuclease superfamily	MHS538	virus_OG
4QGJD|Virus	15	49.01960784313726	S	NA	MHS538	virus_OG
4QGQN|Virus	588	338.7356989297183	L	Papillomavirus helicase	MHS538	virus_OG
4QGVM|Virus	22	63.387021475256766	S	NA	MHS538	virus_OG
4QH77|Virus	4	8.903378326851216	S	NA	MHS538	virus_OG
4QHEV|Virus	2	6.472491909385114	S	NA	MHS538	virus_OG
4QHQD|Virus	2	7.4074074074074066	S	NA	MHS538	virus_OG
