virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIK|Virus	16	30.078910534102285	S	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	MHS546	virus_OG
4QAIU|Virus	13	29.756515599287084	S	HNH endonuclease	MHS546	virus_OG
4QAK5|Virus	7	21.15583075335397	S	Pfam:Phage_holin_3_7	MHS546	virus_OG
4QAK6|Virus	3194	3142.43246404577	S	N-acetylmuramoyl-L-alanine amidase activity	MHS546	virus_OG
4QAKA|Virus	4	9.803921568627452	S	sigma factor activity	MHS546	virus_OG
4QAKE|Virus	29	86.5321499772549	S	endonuclease activity	MHS546	virus_OG
4QAKM|Virus	1118	1319.439692184663	S	DNA polymerase family A	MHS546	virus_OG
4QAKZ|Virus	9	20.13422818791946	S	N-acetyltransferase activity	MHS546	virus_OG
4QAM2|Virus	13	24.074074074074073	S	catalytic activity	MHS546	virus_OG
4QAM4|Virus	46	136.9047619047619	S	NA	MHS546	virus_OG
4QAPV|Virus	69	203.59915799272235	S	DNA binding	MHS546	virus_OG
4QAQ9|Virus	19	13.249651324965132	S	NA	MHS546	virus_OG
4QAQE|Virus	40	47.99166585145814	S	Phage integrase family	MHS546	virus_OG
4QAQQ|Virus	6	12.493753123438282	S	T4-like virus tail tube protein gp19	MHS546	virus_OG
4QAQV|Virus	12	22.86470143613001	S	protein disulfide oxidoreductase activity	MHS546	virus_OG
4QAR7|Virus	110	82.95625942684765	S	Phage portal protein, SPP1 Gp6-like	MHS546	virus_OG
4QARJ|Virus	19	36.82170542635659	S	NA	MHS546	virus_OG
4QAT0|Virus	23	34.27102480087376	S	NA	MHS546	virus_OG
4QATC|Virus	3	5.524861878453038	S	NA	MHS546	virus_OG
4QAUM|Virus	332	784.8699763593381	S	Early Protein (E6)	MHS546	virus_OG
4QAUS|Virus	24	65.6770130454341	S	flavin adenine dinucleotide binding	MHS546	virus_OG
4QAW1|Virus	20	29.32251841416687	S	NA	MHS546	virus_OG
4QAWD|Virus	7	8.641975308641975	S	DNA polymerase type B, organellar and viral	MHS546	virus_OG
4QAWG|Virus	175	209.66730626317673	S	DnaB-like helicase C terminal domain	MHS546	virus_OG
4QAWI|Virus	2	9.803921568627452	S	Pfam:Peptidase_S77	MHS546	virus_OG
4QAWN|Virus	2	7.8431372549019605	S	Pfam:YdaS_antitoxin	MHS546	virus_OG
4QAYT|Virus	2	3.9682539682539684	S	Protein of unknown function (DUF3383)	MHS546	virus_OG
4QAYV|Virus	74	60.00589448865311	S	Phage portal protein	MHS546	virus_OG
4QAZF|Virus	3	13.13915857605178	S	Protein of unknwon function (DUF3310)	MHS546	virus_OG
4QB05|Virus	14	60.6060606060606	S	Pfam:Phage_holin_Dp1	MHS546	virus_OG
4QB0C|Virus	4	10.256410256410255	S	Endodeoxyribonuclease RusA	MHS546	virus_OG
4QB1K|Virus	2	9.25925925925926	S	Gene 25-like lysozyme	MHS546	virus_OG
4QB31|Virus	215	731.2925170068028	S	E7 protein, Early protein	MHS546	virus_OG
4QB3X|Virus	98	132.25371120107962	S	VWA-like domain (DUF2201)	MHS546	virus_OG
4QB40|Virus	61	109.32133729308507	S	DNA polymerase family B	MHS546	virus_OG
4QB49|Virus	21	18.04123711340206	S	Domain of unknown function (DUF4055)	MHS546	virus_OG
4QB54|Virus	3	11.76470588235294	S	NA	MHS546	virus_OG
4QB5H|Virus	5	9.157509157509157	S	Bacteriophage Rz lysis protein	MHS546	virus_OG
4QB5I|Virus	633	818.1066015114384	S	N-methyltransferase activity	MHS546	virus_OG
4QB67|Virus	14	17.555720449611123	S	Podovirus DNA encapsidation protein (Gp16)	MHS546	virus_OG
4QB9J|Virus	183	97.84563273184999	S	NA	MHS546	virus_OG
4QB9Y|Virus	132	144.37902915962835	S	hydrolase activity, acting on acid anhydrides	MHS546	virus_OG
4QBA1|Virus	1	4.219409282700422	S	Putative transposase DNA-binding domain	MHS546	virus_OG
4QBBW|Virus	4	12.820512820512821	S	NA	MHS546	virus_OG
4QBC7|Virus	1	3.875968992248062	S	Pfam:Phage_clamp_A	MHS546	virus_OG
4QBCS|Virus	3	6.134969325153374	S	NA	MHS546	virus_OG
4QBCW|Virus	3	10.755441741357235	S	Phage gp6-like head-tail connector protein	MHS546	virus_OG
4QBD9|Virus	12	23.25581395348837	S	Protein of unknown function (DUF3277)	MHS546	virus_OG
4QBDC|Virus	3	6.097560975609756	S	Pfam:Phage_holin_4_1	MHS546	virus_OG
4QBF8|Virus	34	26.254206927655737	S	Phage tail protein	MHS546	virus_OG
4QBH7|Virus	33	52.58044930176077	S	DNA ligase (NAD+) activity	MHS546	virus_OG
4QBHE|Virus	10	17.921146953405017	S	NA	MHS546	virus_OG
4QBKQ|Virus	7	16.666666666666668	S	Bacteriophage translational regulator	MHS546	virus_OG
4QBMM|Virus	140	167.57192490451664	S	NA	MHS546	virus_OG
4QBMZ|Virus	6	10.526315789473685	S	NA	MHS546	virus_OG
4QBNM|Virus	55	87.20601071170921	S	serine-type endopeptidase activity	MHS546	virus_OG
4QBPH|Virus	7	19.943019943019944	S	Pfam:Phage_TAC_12	MHS546	virus_OG
4QBQ9|Virus	1	3.7878787878787876	S	Protein of unknown function (DUF4043)	MHS546	virus_OG
4QBRE|Virus	46	58.2180517673637	S	Integrase core domain	MHS546	virus_OG
4QBS6|Virus	11	23.206751054852322	S	Phage terminase, small subunit	MHS546	virus_OG
4QBSJ|Virus	15	33.71647509578544	S	DNA primase activity	MHS546	virus_OG
4QBTT|Virus	6	10.050251256281408	S	Phage conserved hypothetical protein BR0599	MHS546	virus_OG
4QBV3|Virus	372	398.14603043498767	S	Phage Terminase	MHS546	virus_OG
4QBXX|Virus	15	32.25806451612903	S	Phage head completion protein (GPL)	MHS546	virus_OG
