fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	1162	1172.6198959019005	L	Dna repair helicase rad25	MHS480	fungi_OG
3NTVH|Fungi	89	57.74888725408979	Q	amine oxidase	MHS480	fungi_OG
3NTVI|Fungi	958	740.5857678072425	I	cytomegalovirus gh-receptor family protein	MHS480	fungi_OG
3NTVK|Fungi	2847	1674.5343145387262	I	Cral trio domain protein	MHS480	fungi_OG
3NTVM|Fungi	1124	1207.9070780465531	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS480	fungi_OG
3NTVQ|Fungi	854	1011.0419288438624	S	mRNA processing protein	MHS480	fungi_OG
3NTVR|Fungi	613	838.6241985923648	F	Golgi to endosome transport protein	MHS480	fungi_OG
3NTVW|Fungi	351	872.7631184729398	U	snare protein	MHS480	fungi_OG
3NTVY|Fungi	795	1308.8838413981412	G	Fructose-2,6-bisphosphatase	MHS480	fungi_OG
3NTVZ|Fungi	467	477.7280661967457	E	dioxygenase	MHS480	fungi_OG
3NTW1|Fungi	5	11.11111111111111	Q	Short chain dehydrogenase	MHS480	fungi_OG
3NTW3|Fungi	1516	1344.7050081286052	T	transporter	MHS480	fungi_OG
3NTW4|Fungi	686	688.0614286812986	H	Thiamine biosynthetic bifunctional	MHS480	fungi_OG
3NTW5|Fungi	3179	1838.84982236589	B	histone deacetylase	MHS480	fungi_OG
3NTW8|Fungi	3065	1484.9860236342333	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS480	fungi_OG
3NTW9|Fungi	159	437.0731445719656	J	Belongs to the universal ribosomal protein uL5 family	MHS480	fungi_OG
3NTWB|Fungi	225	416.0691556599946	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS480	fungi_OG
3NTWD|Fungi	415	441.72161813683346	T	serine threonine-protein kinase	MHS480	fungi_OG
3NTWE|Fungi	936	1221.62140198122	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS480	fungi_OG
3NTWF|Fungi	1211	1287.768284230331	B	histone deacetylase	MHS480	fungi_OG
3NTWG|Fungi	998	876.7879998936435	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS480	fungi_OG
3NTWH|Fungi	554	538.7586225810072	J	Belongs to the universal ribosomal protein uS5 family	MHS480	fungi_OG
3NTWM|Fungi	2800	1568.4976858768234	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS480	fungi_OG
3NTWN|Fungi	734	836.4710028214034	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS480	fungi_OG
3NTWQ|Fungi	790	544.1934160359483	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)	MHS480	fungi_OG
3NTWS|Fungi	787	623.7448824758335	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS480	fungi_OG
3NTWU|Fungi	644	778.9140103583997	T	serine threonine-protein phosphatase	MHS480	fungi_OG
3NTWV|Fungi	180	337.02091922430907	P	Phosphate transporter	MHS480	fungi_OG
3NTWW|Fungi	349	821.811387972955	S	Mitochondrial protein	MHS480	fungi_OG
3NTWX|Fungi	3	19.23076923076923	CK	)-reductase	MHS480	fungi_OG
3NTWY|Fungi	1456	637.8326189466975	T	STE STE20 PAKA protein kinase	MHS480	fungi_OG
3NTX1|Fungi	2689	1689.192695990711	K	phd transcription factor	MHS480	fungi_OG
3NTX5|Fungi	18	24.371248719074806	E	Prephenate dehydratase	MHS480	fungi_OG
3NTX6|Fungi	1820	1379.0991365581303	UY	Nuclear pore complex	MHS480	fungi_OG
3NTX7|Fungi	1687	871.5738570185767	UY	Importin 11	MHS480	fungi_OG
3NTXA|Fungi	3	5.555555555555555	Q	Polyamine oxidase	MHS480	fungi_OG
