other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MAHG|Others	6	6.666666666666666	S	Source PGD	MHS572	other_OG
1MEH9|Others	21	33.49282296650718	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS572	other_OG
1MERW|Others	4	11.299435028248588	S	function. Source PGD	MHS572	other_OG
1MFKV|Others	11	29.333333333333332	L	Origin recognition complex subunit. Source PGD	MHS572	other_OG
1MFXH|Others	28	57.244560677054956	E	Urease. Source PGD	MHS572	other_OG
1MGDI|Others	166	107.23514211886305	L	DNA mismatch repair protein MLH3. Source PGD	MHS572	other_OG
1MGMC|Others	41	58.15602836879433	S	Serine threonine protein phosphatase 4 regulatory subunit. Source PGD	MHS572	other_OG
1MH8V|Others	29	75.58922558922558	O	Source PGD	MHS572	other_OG
1MIFZ|Others	6	17.543859649122805	-	-	MHS572	other_OG
23PUF|Others	28	70.04501430213924	E	Catalyzes the NAD( )-dependent oxidative deamination of L-alanine to pyruvate, and the reverse reaction, the reductive amination of pyruvate	MHS572	other_OG
23TA6|Others	16	44.0771349862259	P	COG3119 Arylsulfatase A and related enzymes	MHS572	other_OG
23TAK|Others	6	21.739130434782606	V	COG1131 ABC-type multidrug transport system, ATPase component	MHS572	other_OG
23VN9|Others	2	4.246284501061571	S	COG2265 SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase	MHS572	other_OG
23WMZ|Others	318	1026.8065268065268	-	-	MHS572	other_OG
2D0Q5|Others	23	103.6036036036036	S	RF-1 domain	MHS572	other_OG
2NBM6|Others	4208	4672.025065599248	E	-	MHS572	other_OG
2QVCA|Others	4	5.952380952380952	E	glycine amidinotransferase activity	MHS572	other_OG
2RZGN|Others	224	116.63388417491015	S	plant mutator transposase zinc finger	MHS572	other_OG
2S5UM|Others	112	229.89278623923644	C	LAGLIDADG endonuclease	MHS572	other_OG
2S6XN|Others	1	4.016064257028113	-	-	MHS572	other_OG
2S6ZE|Others	7	25.64102564102564	-	-	MHS572	other_OG
2S8FT|Others	40	65.32221166367508	K	transferase activity, transferring acyl groups	MHS572	other_OG
2SD59|Others	1	3.9682539682539684	-	-	MHS572	other_OG
2SF6P|Others	35	151.30137352359571	-	-	MHS572	other_OG
2SQ9Y|Others	2	7.49063670411985	-	-	MHS572	other_OG
2SR8F|Others	2	7.662835249042145	-	-	MHS572	other_OG
2SW5Y|Others	4	14.336917562724013	-	-	MHS572	other_OG
2SWXZ|Others	3	14.084507042253522	-	-	MHS572	other_OG
2SZSZ|Others	64	106.11855336264786	-	-	MHS572	other_OG
2T0F6|Others	28	60.21505376344086	-	-	MHS572	other_OG
2XAWD|Others	10	21.50537634408602	O	Belongs to the peptidase A1 family	MHS572	other_OG
2XDMK|Others	3	18.134171907756812	A	LSM domain	MHS572	other_OG
