virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIJ|Virus	6	7.06713780918728	S	C-5 cytosine-specific DNA methylase	MHS475	virus_OG
4QAIK|Virus	13	13.933547695605572	S	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	MHS475	virus_OG
4QAIU|Virus	8	20.24628450106157	S	HNH endonuclease	MHS475	virus_OG
4QAK6|Virus	3933	3463.423620244552	S	N-acetylmuramoyl-L-alanine amidase activity	MHS475	virus_OG
4QAKE|Virus	42	143.8387406828001	S	endonuclease activity	MHS475	virus_OG
4QAKM|Virus	37	18.352090692516224	S	DNA polymerase family A	MHS475	virus_OG
4QAPQ|Virus	9	9.433962264150944	S	NA	MHS475	virus_OG
4QAQV|Virus	9	19.698949712017814	S	protein disulfide oxidoreductase activity	MHS475	virus_OG
4QAR1|Virus	12	18.779342723004696	S	ATPase activity	MHS475	virus_OG
4QAR2|Virus	2	4.140786749482402	S	dihydrofolate reductase activity	MHS475	virus_OG
4QAR6|Virus	12	28.16901408450704	L	dUTP diphosphatase activity	MHS475	virus_OG
4QAR7|Virus	247	254.30764518207454	S	Phage portal protein, SPP1 Gp6-like	MHS475	virus_OG
4QASK|Virus	6	17.094017094017094	S	Pfam:T4-gp15_tss	MHS475	virus_OG
4QASV|Virus	3	7.518796992481203	S	recA bacterial DNA recombination protein	MHS475	virus_OG
4QAU9|Virus	2	4.1928721174004195	S	Single-strand binding protein family	MHS475	virus_OG
4QAUT|Virus	4	7.207207207207206	S	DNA ligase (ATP) activity	MHS475	virus_OG
4QAWD|Virus	15	8.8339222614841	S	DNA polymerase type B, organellar and viral	MHS475	virus_OG
4QAWG|Virus	26	38.96979358624204	S	DnaB-like helicase C terminal domain	MHS475	virus_OG
4QAX8|Virus	6	9.197324414715718	S	calcium ion binding	MHS475	virus_OG
4QAY9|Virus	51	16.068052930056712	S	hydrolase activity, acting on acid anhydrides	MHS475	virus_OG
4QAZF|Virus	8	25.521137736216637	S	Protein of unknwon function (DUF3310)	MHS475	virus_OG
4QB07|Virus	2	5.649717514124294	S	NA	MHS475	virus_OG
4QB0W|Virus	2	4.830917874396135	S	Protein of unknown function (DUF1064)	MHS475	virus_OG
4QB1K|Virus	2	9.25925925925926	S	Gene 25-like lysozyme	MHS475	virus_OG
