fungi_OG	read_count_sum	RPK_sum	fungi_eggnog_cat	fungi_eggnog_desc	LIBID	feature_class
3NTVF|Fungi	234	201.7523854917433	L	Dna repair helicase rad25	MHS476	fungi_OG
3NTVH|Fungi	2	3.9447731755424065	Q	amine oxidase	MHS476	fungi_OG
3NTVI|Fungi	174	158.44385293603239	I	cytomegalovirus gh-receptor family protein	MHS476	fungi_OG
3NTVJ|Fungi	5	8.9126559714795	A	RNA recognition domain-containing protein	MHS476	fungi_OG
3NTVK|Fungi	334	269.1588544831193	I	Cral trio domain protein	MHS476	fungi_OG
3NTVM|Fungi	148	158.5824366883227	A	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate	MHS476	fungi_OG
3NTVQ|Fungi	155	160.9391420355644	S	mRNA processing protein	MHS476	fungi_OG
3NTVR|Fungi	69	91.91383960066929	F	Golgi to endosome transport protein	MHS476	fungi_OG
3NTVW|Fungi	60	139.73373743260765	U	snare protein	MHS476	fungi_OG
3NTVY|Fungi	143	153.12409943505222	G	Fructose-2,6-bisphosphatase	MHS476	fungi_OG
3NTVZ|Fungi	107	167.70053261392061	E	dioxygenase	MHS476	fungi_OG
3NTW1|Fungi	1	4.385964912280701	Q	Short chain dehydrogenase	MHS476	fungi_OG
3NTW3|Fungi	372	353.4086077444884	T	transporter	MHS476	fungi_OG
3NTW4|Fungi	128	133.1747986283847	H	Thiamine biosynthetic bifunctional	MHS476	fungi_OG
3NTW5|Fungi	298	316.9940922480258	B	histone deacetylase	MHS476	fungi_OG
3NTW8|Fungi	418	241.84470525893812	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	MHS476	fungi_OG
3NTW9|Fungi	16	38.80062956986034	J	Belongs to the universal ribosomal protein uL5 family	MHS476	fungi_OG
3NTWB|Fungi	59	98.46491120428723	U	Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs	MHS476	fungi_OG
3NTWD|Fungi	85	140.05061673566303	T	serine threonine-protein kinase	MHS476	fungi_OG
3NTWE|Fungi	112	139.586688971463	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS476	fungi_OG
3NTWF|Fungi	230	138.897381912357	B	histone deacetylase	MHS476	fungi_OG
3NTWG|Fungi	175	143.8362540827382	K	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation	MHS476	fungi_OG
3NTWH|Fungi	71	89.26892082647205	J	Belongs to the universal ribosomal protein uS5 family	MHS476	fungi_OG
3NTWI|Fungi	8	12.012012012012011	Q	acetyl-CoA synthetase-like protein	MHS476	fungi_OG
3NTWM|Fungi	432	362.44562806460095	E	The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis	MHS476	fungi_OG
3NTWN|Fungi	69	115.88101031308517	T	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	MHS476	fungi_OG
3NTWQ|Fungi	146	172.39774906899103	K	to Saccharomyces cerevisiae NGL3 (YML118W) and NGL2 (YMR285C)	MHS476	fungi_OG
3NTWS|Fungi	108	108.16168088045026	J	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	MHS476	fungi_OG
3NTWT|Fungi	8	13.468992248062015	P	Cation diffusion facilitator 1	MHS476	fungi_OG
3NTWU|Fungi	161	147.204442323864	T	serine threonine-protein phosphatase	MHS476	fungi_OG
3NTWV|Fungi	13	23.830610271288236	P	Phosphate transporter	MHS476	fungi_OG
3NTWW|Fungi	70	127.21834076563867	S	Mitochondrial protein	MHS476	fungi_OG
3NTWY|Fungi	132	95.23586158395022	T	STE STE20 PAKA protein kinase	MHS476	fungi_OG
3NTWZ|Fungi	3	5.9880239520958085	S	rangtp-binding protein	MHS476	fungi_OG
3NTX1|Fungi	443	209.14606479289944	K	phd transcription factor	MHS476	fungi_OG
3NTX5|Fungi	12	17.777777777777775	E	Prephenate dehydratase	MHS476	fungi_OG
3NTX6|Fungi	307	171.9894526602877	UY	Nuclear pore complex	MHS476	fungi_OG
3NTX7|Fungi	274	171.70680279952933	UY	Importin 11	MHS476	fungi_OG
3NTX8|Fungi	1	4.694835680751174	F	Dil and ankyrin	MHS476	fungi_OG
3NTXD|Fungi	353	304.38312556990144	L	Dna polymerase gamma	MHS476	fungi_OG
3NTXE|Fungi	86	114.89389121400865	A	Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family	MHS476	fungi_OG
3NTXF|Fungi	52	100.66144156676455	J	Belongs to the eukaryotic ribosomal protein eS4 family	MHS476	fungi_OG
3NTXG|Fungi	56	94.61806330169136	K	-phosphatase	MHS476	fungi_OG
3NTXH|Fungi	85	174.94696098681106	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MHS476	fungi_OG
3NTXI|Fungi	56	69.790385928445545	O	Deoxyhypusine synthase	MHS476	fungi_OG
3NTXM|Fungi	86	97.34853248018571	S	WD-repeat protein pop3	MHS476	fungi_OG
3NTXQ|Fungi	3	10.416666666666668	S	transporter	MHS476	fungi_OG
3NTXR|Fungi	62	97.45067006528689	A	factor SLT11	MHS476	fungi_OG
3NTXU|Fungi	64	70.32794672932894	A	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly	MHS476	fungi_OG
3NTXV|Fungi	134	119.15931984397	O	Glycosyltransferase family 33 protein	MHS476	fungi_OG
3NTXX|Fungi	126	141.40076165321622	I	cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	MHS476	fungi_OG
3NTXY|Fungi	99	122.60570995120173	E	nitrilase	MHS476	fungi_OG
3NTXZ|Fungi	93	98.11119639399062	KL	Transcription factor	MHS476	fungi_OG
3NTY0|Fungi	30	25.31645569620253	S	Essential component of the cytosolic iron-sulfur (Fe S) protein assembly machinery. Required for the maturation of extramitochondrial Fe S proteins	MHS476	fungi_OG
3NTY2|Fungi	179	135.2350697858137	C	Fumarate hydratase	MHS476	fungi_OG
3NTY3|Fungi	70	126.858569816279	H	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol	MHS476	fungi_OG
3NTY4|Fungi	137	119.8891531836264	J	YdiU domain protein	MHS476	fungi_OG
3NTY5|Fungi	3	4.608294930875576	T	cmgc cdk protein kinase	MHS476	fungi_OG
3NTY6|Fungi	189	139.49452009674732	S	Transcription factor	MHS476	fungi_OG
3NTY7|Fungi	105	115.2607404685393	J	phenylalanyl-tRNA synthetase alpha chain	MHS476	fungi_OG
3NTY8|Fungi	68	69.05643738977072	O	pre-rRNA-processing protein PNO1	MHS476	fungi_OG
3NTY9|Fungi	82	121.04900747489249	L	DNA-dependent ATPase and 5'-3' DNA helicase required for the maintenance of both mitochondrial and nuclear genome stability. Efficiently unwinds G-quadruplex (G4) DNA structures and forked RNA-DNA hybrids. Resolves G4 structures, preventing replication pausing and double-strand breaks (DSBs) at G4 motifs. Involved in the maintenance of telomeric DNA. Inhibits telomere elongation, de novo telomere formation and telomere addition to DSBs via catalytic inhibition of telomerase. Reduces the processivity of telomerase by displacing active telomerase from DNA ends. Releases telomerase by unwinding the short telomerase RNA telomeric DNA hybrid that is the intermediate in the telomerase reaction. Involved in the maintenance of ribosomal (rDNA). Required for efficient fork arrest at the replicaion fork barrier within rDNA. Involved in the maintenance of mitochondrial (mtDNA). Required to maintain mtDNA under conditions that introduce dsDNA breaks in mtDNA, either preventing or repairing dsDNA breaks. May inhibit replication progression to allow time for repair. May have a general role in chromosomal replication by affecting Okazaki fragment maturation. May have a role in conjunction with DNA2 helicase nuclease in 5'-flap extension during Okazaki fragment processing	MHS476	fungi_OG
3NTYA|Fungi	141	112.42247837335674	T	cmgc dyrk yak protein kinase	MHS476	fungi_OG
3NTYB|Fungi	1	5.847953216374268	S	amino acid	MHS476	fungi_OG
3NTYD|Fungi	111	200.04356587246954	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS476	fungi_OG
3NTYE|Fungi	153	164.695643920816	S	NA	MHS476	fungi_OG
3NTYH|Fungi	351	236.89765018380646	BD	Structural maintenance of chromosomes protein	MHS476	fungi_OG
3NTYI|Fungi	42	64.98491768539498	H	Lipoate-protein ligase	MHS476	fungi_OG
3NTYJ|Fungi	302	219.13291020944848	G	Belongs to the PI3 PI4-kinase family	MHS476	fungi_OG
3NTYK|Fungi	480	307.61672811359006	M	Chitin Synthase	MHS476	fungi_OG
3NTYM|Fungi	77	71.78145425602055	I	carbamoylphosphate synthase	MHS476	fungi_OG
3NTYN|Fungi	139	202.72845856028985	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	MHS476	fungi_OG
3NTYP|Fungi	23	30.028937277167017	IJT	acetamidase	MHS476	fungi_OG
3NTYR|Fungi	145	75.16005039585563	L	DNA repair helicase	MHS476	fungi_OG
3NTYS|Fungi	95	114.40065365613978	C	Belongs to the cytochrome b5 family	MHS476	fungi_OG
3NTYU|Fungi	164	85.77484160926848	U	Signal transduction protein	MHS476	fungi_OG
3NTYW|Fungi	151	153.86614912234919	P	transporter	MHS476	fungi_OG
3NTYX|Fungi	152	183.57917952477248	E	Xaa-pro dipeptidase	MHS476	fungi_OG
3NTYZ|Fungi	269	191.07893539136307	O	IQ and HECT domain protein	MHS476	fungi_OG
3NTZ0|Fungi	13	33.45583102709183	J	Belongs to the eukaryotic ribosomal protein eS7 family	MHS476	fungi_OG
3NTZ4|Fungi	137	101.04814237569195	J	Glycyl-trna synthetase	MHS476	fungi_OG
3NTZ9|Fungi	177	126.12572585746237	A	SNF2 family	MHS476	fungi_OG
