virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	12560	10366.420509286458	S	N-acetylmuramoyl-L-alanine amidase activity	MHS447	virus_OG
4QAKE|Virus	23	82.81539731323991	S	endonuclease activity	MHS447	virus_OG
4QAPV|Virus	13	16.795865633074936	S	DNA binding	MHS447	virus_OG
4QAQE|Virus	10	8.841732979664014	S	Phage integrase family	MHS447	virus_OG
4QAQV|Virus	6	25.64102564102564	S	protein disulfide oxidoreductase activity	MHS447	virus_OG
4QAR6|Virus	6	14.084507042253522	L	dUTP diphosphatase activity	MHS447	virus_OG
4QAR7|Virus	87	99.03919989511733	S	Phage portal protein, SPP1 Gp6-like	MHS447	virus_OG
4QARF|Virus	31	23.97525135344161	S	Pfam:Terminase_3C	MHS447	virus_OG
4QAU9|Virus	17	40.703052728954674	S	Single-strand binding protein family	MHS447	virus_OG
4QAWG|Virus	149	193.25551232166018	S	DnaB-like helicase C terminal domain	MHS447	virus_OG
4QAX8|Virus	19	34.4992387074945	S	calcium ion binding	MHS447	virus_OG
4QAY9|Virus	42	46.687352418866965	S	hydrolase activity, acting on acid anhydrides	MHS447	virus_OG
4QAZF|Virus	2	5.899705014749262	S	Protein of unknwon function (DUF3310)	MHS447	virus_OG
4QB0W|Virus	10	24.43824245026478	S	Protein of unknown function (DUF1064)	MHS447	virus_OG
4QB31|Virus	1	4.11522633744856	S	E7 protein, Early protein	MHS447	virus_OG
4QB5I|Virus	18	10.050251256281408	S	N-methyltransferase activity	MHS447	virus_OG
4QBCW|Virus	4	9.876543209876543	S	Phage gp6-like head-tail connector protein	MHS447	virus_OG
4QBF8|Virus	29	76.8118017304198	S	Phage tail protein	MHS447	virus_OG
4QBFR|Virus	5	7.6452599388379205	S	ERF superfamily	MHS447	virus_OG
4QBGM|Virus	7	16.64116947135815	S	deoxyribonucleoside 5'-monophosphate N-glycosidase activity	MHS447	virus_OG
4QBMM|Virus	50	61.27961920644847	S	NA	MHS447	virus_OG
4QBNM|Virus	4	5.188067444876784	S	serine-type endopeptidase activity	MHS447	virus_OG
4QBSN|Virus	2	6.410256410256411	S	aminoacyl-tRNA hydrolase activity	MHS447	virus_OG
4QBV3|Virus	328	216.93121693121694	S	Phage Terminase	MHS447	virus_OG
4QC2G|Virus	3	5.181347150259068	S	Ribonucleotide reductase, small chain	MHS447	virus_OG
4QC60|Virus	4	10.840108401084011	S	NA	MHS447	virus_OG
4QCCB|Virus	3	7.936507936507937	S	Pfam:Peptidase_M78	MHS447	virus_OG
4QCR1|Virus	25	31.446540880503143	S	Late Protein L2	MHS447	virus_OG
4QDBK|Virus	38	113.98808272465055	S	NA	MHS447	virus_OG
4QDKP|Virus	132	241.54650476431402	S	transaminase activity	MHS447	virus_OG
4QDV8|Virus	59	123.65041928721175	S	NA	MHS447	virus_OG
4QE1H|Virus	182	598.4270414993306	S	NA	MHS447	virus_OG
4QE7B|Virus	48	36.707497548198454	S	metallocarboxypeptidase activity	MHS447	virus_OG
4QEYV|Virus	2	4.975124378109452	S	NA	MHS447	virus_OG
4QEZU|Virus	3	3.5971223021582737	S	L1 (late) protein	MHS447	virus_OG
4QFB2|Virus	3	16.39344262295082	S	NA	MHS447	virus_OG
4QFB4|Virus	16	15.15151515151515	S	NA	MHS447	virus_OG
4QFIF|Virus	4	14.336917562724013	S	NA	MHS447	virus_OG
4QFKP|Virus	3	7.462686567164178	S	NA	MHS447	virus_OG
4QFMI|Virus	269	283.7552742616034	S	PD-(D/E)XK nuclease superfamily	MHS447	virus_OG
4QG0Y|Virus	6	9.569377990430622	S	NA	MHS447	virus_OG
4QGFR|Virus	4	9.132420091324201	S	NA	MHS447	virus_OG
4QGJD|Virus	76	106.67552144824873	S	NA	MHS447	virus_OG
4QGQN|Virus	35	37.71059161551521	L	Papillomavirus helicase	MHS447	virus_OG
4QGVM|Virus	136	386.42295933371275	S	NA	MHS447	virus_OG
4QGYH|Virus	1	3.7878787878787876	S	NA	MHS447	virus_OG
4QHQD|Virus	254	400.84799507356337	S	NA	MHS447	virus_OG
