feature	desc	read_count_sum	RPK_sum	feature_class	LIBID
DP_00016888	-	62	26.735661923242777	other_features	MHS451
DP_00036471	-	22	11.351909184726523	other_features	MHS451
DP_00037366	-	28	14.537902388369679	other_features	MHS451
DP_00040999	-	30	15.94896331738437	other_features	MHS451
DP_00041408	-	34	18.10436634717785	other_features	MHS451
DP_00056273	hypothetical protein	11	6.310958118187034	other_features	MHS451
DP_00058805	-	58	33.6231884057971	other_features	MHS451
DP_00060500	-	27	15.761821366024519	other_features	MHS451
DP_00090794	-	19	12.27390180878553	other_features	MHS451
DP_00097708	-	29	19.066403681788298	other_features	MHS451
DP_00106277	-	23	15.425888665325283	other_features	MHS451
DP_00121864	-	11	7.623007623007623	other_features	MHS451
DP_00122651	-	11	7.638888888888889	other_features	MHS451
DP_00148552	-	39	28.446389496717725	other_features	MHS451
DP_00161636	-	28	20.833333333333332	other_features	MHS451
DP_00228887	-	9	7.317073170731708	other_features	MHS451
DP_00231580	-	19	15.522875816993464	other_features	MHS451
DP_00231636	-	6	4.901960784313726	other_features	MHS451
DP_00234319	-	31	25.389025389025388	other_features	MHS451
DP_00248551	-	41	34.0814630091438	other_features	MHS451
DP_00248563	-	27	22.443890274314214	other_features	MHS451
DP_00258777	-	23	19.31150293870697	other_features	MHS451
DP_00260570	-	9	7.575757575757576	other_features	MHS451
DP_00287611	-	15	12.987012987012987	other_features	MHS451
DP_00290455	-	50	43.40277777777778	other_features	MHS451
DP_00292106	-	20	17.36111111111111	other_features	MHS451
DP_00292828	-	17	14.795474325500434	other_features	MHS451
DP_00307621	-	10	8.818342151675486	other_features	MHS451
DP_00322348	-	10	8.936550491510276	other_features	MHS451
DP_00327176	-	7	6.289308176100629	other_features	MHS451
DP_00329367	-	7	6.289308176100629	other_features	MHS451
DP_00376744	-	18	16.80672268907563	other_features	MHS451
DP_00381231	-	6	5.617977528089887	other_features	MHS451
DP_00396714	hypothetical protein	734	697.0560303893637	other_features	MHS451
DP_00404725	-	8	7.640878701050621	other_features	MHS451
DP_00408661	-	32	30.65134099616858	other_features	MHS451
DP_00419866	-	25	24.084778420038536	other_features	MHS451
DP_00429606	-	28	27.2108843537415	other_features	MHS451
DP_00434584	-	424	413.25536062378166	other_features	MHS451
DP_00440921	-	17	16.6177908113392	other_features	MHS451
DP_00441482	-	7	6.842619745845553	other_features	MHS451
DP_00447288	-	23	22.615535889872174	other_features	MHS451
DP_00471324	-	11	10.978043912175648	other_features	MHS451
DP_00472965	-	14	13.972055888223553	other_features	MHS451
DP_00473982	-	13	12.974051896207584	other_features	MHS451
DP_00491144	-	8	8.080808080808081	other_features	MHS451
DP_00505597	-	11	11.213047910295616	other_features	MHS451
DP_00533262	-	13	13.457556935817806	other_features	MHS451
DP_00538965	-	16	16.614745586708203	other_features	MHS451
DP_00550313	-	6	6.269592476489028	other_features	MHS451
DP_00558908	-	15	15.723270440251573	other_features	MHS451
DP_00593279	-	7	7.478632478632478	other_features	MHS451
DP_00634553	-	13	14.161220043572984	other_features	MHS451
DP_00651498	-	18	19.801980198019802	other_features	MHS451
DP_00651500	-	5	5.5005500550055	other_features	MHS451
